building_id,lat,lng
785548000.0,40.0408697058824,-75.1286969411765
884240500.0,40.1076837433545,-75.0200255833777
784378000.0,40.031639,-75.213286
783183400.0,39.94101,-75.215312
771637200.0,39.782717125,-75.977673125
775501010.0,40.0200467,-75.1928669941141
774517051.0,39.9538,-75.1885
882065510.0,40.0462064,-75.0565645989961
884292580.0,40.1091435512391,-74.9798570825157
781092450.0,39.9534481,-75.1617106883761
884048000.0,40.443648,-75.327622
883427500.0,39.9487707347122,-75.1645687104994
882693016.0,40.0829285,-74.9617956
884170400.0,39.8832456200751,-75.2267870097489
883710000.0,39.9469738,-75.1453156
773080515.0,39.9554930204082,-75.2004926326531
786056400.0,40.1135619130435,-75.023832
786458400.0,40.0419915365854,-75.1055422926829
783029800.0,39.947712,-75.230033
781043800.0,39.94035,-75.161772
783262225.0,39.9742983673469,-75.2540906122449
786636550.0,40.001094,-75.135381
786272100.0,39.9927382,-75.13863195
786072800.0,40.6094201,-79.5690434
784048800.0,40.0462266,-75.1964998
785046000.0,40.0322743333333,-75.167095
782791400.0,39.929461,-75.180543
786491000.0,39.986981,-75.127587
781462800.0,39.968051,-75.143393
883400500.0,39.9481697894737,-75.1555431052632
771032200.0,39.9543433,-75.1632384
881026300.0,39.95084145,-75.1736010131319
884072000.0,39.960673,-75.153121
884463835.0,39.920665,-75.141209
884604601.0,39.9699832,-75.1397628
771528000.0,39.92294,-75.142791
883060510.0,39.95605505,-75.1669220996844
883058000.0,39.95463915,-75.1676947212797
788013000.0,39.8960089,-75.1740578669345
883006500.0,39.947321,-75.1500324
883048000.0,39.9484287,-75.1650777583052
882506600.0,39.8188475795918,-75.4162865612245
883095000.0,40.1054017614213,-74.9999924213198
884291510.0,40.104478737592,-74.9841580527939
782003200.0,39.9527316,-75.1635266
882072200.0,40.0351451836735,-75.1737428979592
776008010.0,40.038539,-75.158452
778113000.0,40.0758094403769,-74.9960141984071
772025500.0,39.958364,-75.162464
883413000.0,40.1778132232319,-75.5476835722274
884019029.0,39.9599425,-75.1373988
772516000.0,39.94548115,-75.1669844379648
886617500.0,39.9514239,-75.1733886272315
881427020.0,39.997787,-75.158789
884047200.0,40.004227,-75.127881
884225002.0,40.0724884285714,-75.0292255918367
884265300.0,40.052218,-75.051304
773566000.0,39.9533357,-75.1948894
882046400.0,39.917701,-75.177706
882125404.0,39.9989807,-75.0918050955779
882693050.0,40.0833128,-74.9624749091178
785056600.0,40.038988,-75.144908
884138714.0,39.9171116481888,-75.143195002278
883705215.0,39.95369505,-75.1599122420904
783097300.0,39.918046,-75.246178
784061400.0,40.053701,-75.178044
784611000.0,39.980275,-75.180458
783705200.0,39.954524,-75.216047
772283000.0,39.9599152,-75.1697328
786033600.0,40.020723,-75.059387
772510500.0,39.972901,-75.1646343
882066190.0,40.0191132,-75.1837236
772176000.0,39.9820256530612,-75.1708924897959
786461400.0,40.029457,-75.06273
776615005.0,40.0057578571429,-75.1568262857143
786309400.0,40.088645,-75.028671
884177600.0,40.013114,-75.066731
784472600.0,40.0652263440911,-75.1598293389116
776545000.0,40.0049833996821,-75.1670681306366
882497505.0,40.1428859,-75.3143469
775069000.0,40.0086624,-75.1695669
777557000.0,40.0043707346939,-75.150313244898
884110000.0,40.008717,-75.147779
781458200.0,39.924212,-75.150252
783394400.0,39.967337,-75.218817
884282500.0,40.0876345,-74.9902211
785056600.0,40.0389748055556,-75.1459600833333
883041500.0,39.9496467,-75.1673495
883045400.0,39.9487706,-75.1673943006832
773628000.0,39.916457,-75.179767
785405400.0,40.007411,-75.137982
884260000.0,40.04446,-75.008639
786010800.0,39.997372,-75.121183
784190100.0,40.0487233,-75.2230685773692
883088901.0,40.080727,-75.028266
786249200.0,40.0842007821351,-74.9738971176471
881147275.0,39.98343045,-75.1500824494666
773717100.0,39.9530660204082,-75.1852494489796
778253500.0,40.1296594,-75.0174485629959
884233810.0,40.1122371773492,-74.9992268846859
785099400.0,40.0475195306122,-75.1601147346939
786456000.0,39.98527225,-75.0972305
784378900.0,40.0224331262596,-75.2074077252452
883010900.0,39.948852,-75.1553920698701
883065200.0,39.95785865,-75.1663728594669
781609000.0,39.9263211428571,-75.1605288095238
883073700.0,39.9582793513514,-75.2052218648649
783130800.0,39.9214696666667,-75.23401775
884121701.0,40.054488,-75.096493
884182000.0,40.0212235017484,-75.0387031667744
786594000.0,39.9807702631579,-75.1271759736842
785137405.0,39.988047,-75.146243
884588700.0,39.9728946,-75.1404664
786160485.0,40.01392475,-75.1271273333333
775619505.0,40.07434645,-75.2047510526002
884130500.0,40.007841,-75.186256
884186505.0,40.015948755102,-75.1172321836735
785356200.0,40.04336035,-75.1508335454644
785547740.0,39.9906334489796,-75.1404050408163
786457800.0,40.0003716,-75.0666754
884213400.0,40.011255,-75.060589
781490600.0,39.917242,-75.154677
785531600.0,40.024619,-75.123052
785177400.0,40.028542,-75.129404
883019502.0,39.9501644,-75.1613060389817
781052550.0,39.9458656587683,-75.1415512346869
781485800.0,39.939658,-75.1507534793215
884114000.0,40.0074678282828,-75.1130434242424
772727205.0,39.9467456,-75.1657393262413
771016000.0,39.9476663,-75.159013
775519500.0,40.0827871547775,-75.2206941110859
786487800.0,40.014854,-75.086874
777253420.0,40.0118301176471,-75.1436703823529
884073505.0,39.9639776122449,-75.1535852857143
777141500.0,39.977256,-75.133703
784408400.0,39.972031,-75.571796
774571000.0,39.95783695,-75.2165065216152
785373600.0,40.038897,-75.150156
784167600.0,40.074469,-75.203661
784473400.0,40.0376013673469,-75.1891738979592
883401700.0,39.949084875,-75.157153
883336000.0,39.950768,-75.164143
883035500.0,39.9508456326531,-75.1644474285714
884265000.0,40.0450807578892,-74.9962523979088
882351850.0,39.916619,-75.179731
884153505.0,39.9054116024096,-75.1581124096386
786124800.0,40.0077181403106,-75.1400962451987
786146001.0,39.996424,-75.104111
786687200.0,39.9972148,-75.1403785541184
784108400.0,39.986922,-75.174221
774157500.0,39.973118,-75.21406
