ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2017,"2017",0,"Total",106875,35661,"Census Tract 9802, Philadelphia County, PA","14000US42101980200"
2017,"2017",0,"Total",36563,6972.000000000001,"Census Tract 321, Philadelphia County, PA","14000US42101032100"
2017,"2017",0,"Total",44086,4889,"Census Tract 320, Philadelphia County, PA","14000US42101032000"
2017,"2017",0,"Total",109738,12497,"Census Tract 1, Philadelphia County, PA","14000US42101000100"
2017,"2017",0,"Total",40283,5003,"Census Tract 319, Philadelphia County, PA","14000US42101031900"
2017,"2017",0,"Total",42404,5718,"Census Tract 318, Philadelphia County, PA","14000US42101031800"
2017,"2017",0,"Total",41940,6491,"Census Tract 323, Philadelphia County, PA","14000US42101032300"
2017,"2017",0,"Total",30746,8706,"Census Tract 2, Philadelphia County, PA","14000US42101000200"
2017,"2017",0,"Total",47565,4029,"Census Tract 317, Philadelphia County, PA","14000US42101031700"
2017,"2017",0,"Total",38693,9785,"Census Tract 316, Philadelphia County, PA","14000US42101031600"
2017,"2017",0,"Total",42594,8390,"Census Tract 315.02, Philadelphia County, PA","14000US42101031502"
2017,"2017",0,"Total",84135,21679,"Census Tract 3, Philadelphia County, PA","14000US42101000300"
2017,"2017",0,"Total",44615,5886,"Census Tract 315.01, Philadelphia County, PA","14000US42101031501"
2017,"2017",0,"Total",44865,9799,"Census Tract 325, Philadelphia County, PA","14000US42101032500"
2017,"2017",0,"Total",59221,7762,"Census Tract 4.01, Philadelphia County, PA","14000US42101000401"
2017,"2017",0,"Total",100156,45778,"Census Tract 9801, Philadelphia County, PA","14000US42101980100"
2017,"2017",0,"Total",34641,2841,"Census Tract 314.02, Philadelphia County, PA","14000US42101031402"
2017,"2017",0,"Total",38992,6228,"Census Tract 314.01, Philadelphia County, PA","14000US42101031401"
2017,"2017",0,"Total",72866,7545,"Census Tract 4.02, Philadelphia County, PA","14000US42101000402"
2017,"2017",0,"Total",40337,7292,"Census Tract 313, Philadelphia County, PA","14000US42101031300"
2017,"2017",0,"Total",33734,7657.999999999999,"Census Tract 312, Philadelphia County, PA","14000US42101031200"
2017,"2017",0,"Total",49164,5686,"Census Tract 326, Philadelphia County, PA","14000US42101032600"
2017,"2017",0,"Total",42135,12885,"Census Tract 5, Philadelphia County, PA","14000US42101000500"
2017,"2017",0,"Total",41750,7079.999999999999,"Census Tract 311.02, Philadelphia County, PA","14000US42101031102"
2017,"2017",0,"Total",33613,2592,"Census Tract 311.01, Philadelphia County, PA","14000US42101031101"
2017,"2017",0,"Total",40956,16640,"Census Tract 310, Philadelphia County, PA","14000US42101031000"
2017,"2017",0,"Total",77500,19758,"Census Tract 6, Philadelphia County, PA","14000US42101000600"
2017,"2017",0,"Total",42755,5647,"Census Tract 309, Philadelphia County, PA","14000US42101030900"
2017,"2017",0,"Total",39673,11630,"Census Tract 329, Philadelphia County, PA","14000US42101032900"
2017,"2017",0,"Total",51830,10039,"Census Tract 7, Philadelphia County, PA","14000US42101000700"
2017,"2017",0,"Total",69219,12144,"Census Tract 9800, Philadelphia County, PA","14000US42101980000"
2017,"2017",0,"Total",54094,6169,"Census Tract 308, Philadelphia County, PA","14000US42101030800"
2017,"2017",0,"Total",39811,10032,"Census Tract 307, Philadelphia County, PA","14000US42101030700"
2017,"2017",0,"Total",94821,29422,"Census Tract 8.01, Philadelphia County, PA","14000US42101000801"
2017,"2017",0,"Total",41840,9918,"Census Tract 306, Philadelphia County, PA","14000US42101030600"
2017,"2017",0,"Total",41667,9565,"Census Tract 305.02, Philadelphia County, PA","14000US42101030502"
2017,"2017",0,"Total",32768,12541,"Census Tract 330, Philadelphia County, PA","14000US42101033000"
2017,"2017",0,"Total",56307,6441,"Census Tract 8.03, Philadelphia County, PA","14000US42101000803"
2017,"2017",0,"Total",32390,6366,"Census Tract 305.01, Philadelphia County, PA","14000US42101030501"
2017,"2017",0,"Total",48922,17898,"Census Tract 302, Philadelphia County, PA","14000US42101030200"
2017,"2017",0,"Total",33647,8433,"Census Tract 301, Philadelphia County, PA","14000US42101030100"
2017,"2017",0,"Total",100914,11676,"Census Tract 8.04, Philadelphia County, PA","14000US42101000804"
2017,"2017",0,"Total",28838,8096,"Census Tract 300, Philadelphia County, PA","14000US42101030000"
2017,"2017",0,"Total",56592,11389,"Census Tract 331.01, Philadelphia County, PA","14000US42101033101"
2017,"2017",0,"Total",42548,9262,"Census Tract 9.01, Philadelphia County, PA","14000US42101000901"
2017,"2017",0,"Total",28671,11306,"Census Tract 390, Philadelphia County, PA","14000US42101039000"
2017,"2017",0,"Total",19656,6456,"Census Tract 299, Philadelphia County, PA","14000US42101029900"
2017,"2017",0,"Total",27598,4108,"Census Tract 298, Philadelphia County, PA","14000US42101029800"
2017,"2017",0,"Total",45288,8960,"Census Tract 9.02, Philadelphia County, PA","14000US42101000902"
2017,"2017",0,"Total",19992,5476,"Census Tract 294, Philadelphia County, PA","14000US42101029400"
2017,"2017",0,"Total",26125,7270,"Census Tract 293, Philadelphia County, PA","14000US42101029300"
2017,"2017",0,"Total",43713,6852.999999999999,"Census Tract 331.02, Philadelphia County, PA","14000US42101033102"
2017,"2017",0,"Total",99250,15659.999999999998,"Census Tract 10.01, Philadelphia County, PA","14000US42101001001"
2017,"2017",0,"Total",45092,11658,"Census Tract 292, Philadelphia County, PA","14000US42101029200"
2017,"2017",0,"Total",21570,4239,"Census Tract 291, Philadelphia County, PA","14000US42101029100"
2017,"2017",0,"Total",35786,9087,"Census Tract 290, Philadelphia County, PA","14000US42101029000"
2017,"2017",0,"Total",109020,12211,"Census Tract 10.02, Philadelphia County, PA","14000US42101001002"
2017,"2017",0,"Total",24688,7393,"Census Tract 289.02, Philadelphia County, PA","14000US42101028902"
2017,"2017",0,"Total",64408,11476,"Census Tract 332, Philadelphia County, PA","14000US42101033200"
2017,"2017",0,"Total",72869,15126.000000000002,"Census Tract 11.01, Philadelphia County, PA","14000US42101001101"
2017,"2017",0,"Total",33963,7301.000000000001,"Census Tract 389, Philadelphia County, PA","14000US42101038900"
2017,"2017",0,"Total",31250,11028,"Census Tract 289.01, Philadelphia County, PA","14000US42101028901"
2017,"2017",0,"Total",23769,4976,"Census Tract 288, Philadelphia County, PA","14000US42101028800"
2017,"2017",0,"Total",75000,21699,"Census Tract 11.02, Philadelphia County, PA","14000US42101001102"
2017,"2017",0,"Total",20288,10230,"Census Tract 287, Philadelphia County, PA","14000US42101028700"
2017,"2017",0,"Total",25625,10897,"Census Tract 286, Philadelphia County, PA","14000US42101028600"
2017,"2017",0,"Total",43398,4654,"Census Tract 333, Philadelphia County, PA","14000US42101033300"
2017,"2017",0,"Total",103427,21242,"Census Tract 12.01, Philadelphia County, PA","14000US42101001201"
2017,"2017",0,"Total",26033,9537,"Census Tract 285, Philadelphia County, PA","14000US42101028500"
2017,"2017",0,"Total",25542,8228,"Census Tract 284, Philadelphia County, PA","14000US42101028400"
2017,"2017",0,"Total",25000,8483,"Census Tract 283, Philadelphia County, PA","14000US42101028300"
2017,"2017",0,"Total",77150,7200,"Census Tract 12.02, Philadelphia County, PA","14000US42101001202"
2017,"2017",0,"Total",27971,5206,"Census Tract 282, Philadelphia County, PA","14000US42101028200"
2017,"2017",0,"Total",48784,6315,"Census Tract 334, Philadelphia County, PA","14000US42101033400"
2017,"2017",0,"Total",103147,11838,"Census Tract 13, Philadelphia County, PA","14000US42101001300"
2017,"2017",0,"Total",72386,13944.999999999998,"Census Tract 388, Philadelphia County, PA","14000US42101038800"
2017,"2017",0,"Total",30330,7131,"Census Tract 281, Philadelphia County, PA","14000US42101028100"
2017,"2017",0,"Total",21106,4419,"Census Tract 280, Philadelphia County, PA","14000US42101028000"
2017,"2017",0,"Total",87656,24027,"Census Tract 14, Philadelphia County, PA","14000US42101001400"
2017,"2017",0,"Total",30486,5483,"Census Tract 279.02, Philadelphia County, PA","14000US42101027902"
2017,"2017",0,"Total",37130,7206.999999999999,"Census Tract 279.01, Philadelphia County, PA","14000US42101027901"
2017,"2017",0,"Total",58546,14442,"Census Tract 335, Philadelphia County, PA","14000US42101033500"
2017,"2017",0,"Total",62107,14677.000000000002,"Census Tract 15, Philadelphia County, PA","14000US42101001500"
2017,"2017",0,"Total",32440,6544,"Census Tract 278, Philadelphia County, PA","14000US42101027800"
2017,"2017",0,"Total",26232,7631,"Census Tract 277, Philadelphia County, PA","14000US42101027700"
2017,"2017",0,"Total",28449,5042,"Census Tract 276, Philadelphia County, PA","14000US42101027600"
2017,"2017",0,"Total",95300,16755,"Census Tract 16, Philadelphia County, PA","14000US42101001600"
2017,"2017",0,"Total",42337,13255,"Census Tract 275, Philadelphia County, PA","14000US42101027500"
2017,"2017",0,"Total",43804,3696.9999999999995,"Census Tract 336, Philadelphia County, PA","14000US42101033600"
2017,"2017",0,"Total",103036,31912,"Census Tract 17, Philadelphia County, PA","14000US42101001700"
2017,"2017",0,"Total",137500,15592,"Census Tract 387, Philadelphia County, PA","14000US42101038700"
2017,"2017",0,"Total",36208,4843,"Census Tract 274.02, Philadelphia County, PA","14000US42101027402"
2017,"2017",0,"Total",26492,16492,"Census Tract 274.01, Philadelphia County, PA","14000US42101027401"
2017,"2017",0,"Total",87222,20786,"Census Tract 18, Philadelphia County, PA","14000US42101001800"
2017,"2017",0,"Total",36696,5552,"Census Tract 273, Philadelphia County, PA","14000US42101027300"
2017,"2017",0,"Total",43794,7428,"Census Tract 272, Philadelphia County, PA","14000US42101027200"
2017,"2017",0,"Total",33689,4666,"Census Tract 337.01, Philadelphia County, PA","14000US42101033701"
2017,"2017",0,"Total",83207,14236,"Census Tract 19, Philadelphia County, PA","14000US42101001900"
2017,"2017",0,"Total",46833,12136,"Census Tract 271, Philadelphia County, PA","14000US42101027100"
2017,"2017",0,"Total",53935,12496,"Census Tract 270, Philadelphia County, PA","14000US42101027000"
2017,"2017",0,"Total",51912,14053,"Census Tract 269, Philadelphia County, PA","14000US42101026900"
2017,"2017",0,"Total",41335,6339,"Census Tract 20, Philadelphia County, PA","14000US42101002000"
2017,"2017",0,"Total",34617,4065,"Census Tract 268, Philadelphia County, PA","14000US42101026800"
2017,"2017",0,"Total",55636,9957,"Census Tract 337.02, Philadelphia County, PA","14000US42101033702"
2017,"2017",0,"Total",51250,5109,"Census Tract 21, Philadelphia County, PA","14000US42101002100"
2017,"2017",0,"Total",148438,41197,"Census Tract 386, Philadelphia County, PA","14000US42101038600"
2017,"2017",0,"Total",32984,6556,"Census Tract 267, Philadelphia County, PA","14000US42101026700"
2017,"2017",0,"Total",46641,10168,"Census Tract 266, Philadelphia County, PA","14000US42101026600"
2017,"2017",0,"Total",60216,12913,"Census Tract 22, Philadelphia County, PA","14000US42101002200"
2017,"2017",0,"Total",40893,4284,"Census Tract 265, Philadelphia County, PA","14000US42101026500"
2017,"2017",0,"Total",39653,23838,"Census Tract 264, Philadelphia County, PA","14000US42101026400"
2017,"2017",0,"Total",47016,8591,"Census Tract 338, Philadelphia County, PA","14000US42101033800"
2017,"2017",0,"Total",53750,14709,"Census Tract 23, Philadelphia County, PA","14000US42101002300"
2017,"2017",0,"Total",43212,3440.0000000000005,"Census Tract 263.02, Philadelphia County, PA","14000US42101026302"
2017,"2017",0,"Total",41074,4496,"Census Tract 263.01, Philadelphia County, PA","14000US42101026301"
2017,"2017",0,"Total",46563,9603,"Census Tract 262, Philadelphia County, PA","14000US42101026200"
2017,"2017",0,"Total",65660,6268,"Census Tract 24, Philadelphia County, PA","14000US42101002400"
2017,"2017",0,"Total",36289,8494,"Census Tract 261, Philadelphia County, PA","14000US42101026100"
2017,"2017",0,"Total",53373,10699,"Census Tract 339, Philadelphia County, PA","14000US42101033900"
2017,"2017",0,"Total",61069,11331,"Census Tract 25, Philadelphia County, PA","14000US42101002500"
2017,"2017",0,"Total",89643,22243,"Census Tract 385, Philadelphia County, PA","14000US42101038500"
2017,"2017",0,"Total",45766,6968,"Census Tract 260, Philadelphia County, PA","14000US42101026000"
2017,"2017",0,"Total",45788,8508,"Census Tract 259, Philadelphia County, PA","14000US42101025900"
2017,"2017",0,"Total",50208,16533,"Census Tract 27.01, Philadelphia County, PA","14000US42101002701"
2017,"2017",0,"Total",53233,11345,"Census Tract 258, Philadelphia County, PA","14000US42101025800"
2017,"2017",0,"Total",56758,9129,"Census Tract 257, Philadelphia County, PA","14000US42101025700"
2017,"2017",0,"Total",69444,17236,"Census Tract 340, Philadelphia County, PA","14000US42101034000"
2017,"2017",0,"Total",66176,13214,"Census Tract 27.02, Philadelphia County, PA","14000US42101002702"
2017,"2017",0,"Total",81726,7884.999999999999,"Census Tract 256, Philadelphia County, PA","14000US42101025600"
2017,"2017",0,"Total",62162,6354,"Census Tract 255, Philadelphia County, PA","14000US42101025500"
2017,"2017",0,"Total",52908,4345,"Census Tract 254, Philadelphia County, PA","14000US42101025400"
2017,"2017",0,"Total",44926,7804.999999999999,"Census Tract 28.01, Philadelphia County, PA","14000US42101002801"
2017,"2017",0,"Total",40813,5826,"Census Tract 253, Philadelphia County, PA","14000US42101025300"
2017,"2017",0,"Total",70804,6250,"Census Tract 341, Philadelphia County, PA","14000US42101034100"
2017,"2017",0,"Total",63523,9060,"Census Tract 28.02, Philadelphia County, PA","14000US42101002802"
2017,"2017",0,"Total",83646,14408.000000000002,"Census Tract 384, Philadelphia County, PA","14000US42101038400"
2017,"2017",0,"Total",34183,6096,"Census Tract 252, Philadelphia County, PA","14000US42101025200"
2017,"2017",0,"Total",28417,12516,"Census Tract 249, Philadelphia County, PA","14000US42101024900"
2017,"2017",0,"Total",52237,8674,"Census Tract 29, Philadelphia County, PA","14000US42101002900"
2017,"2017",0,"Total",36979,10592,"Census Tract 248, Philadelphia County, PA","14000US42101024800"
2017,"2017",0,"Total",22111,4209,"Census Tract 247, Philadelphia County, PA","14000US42101024700"
2017,"2017",0,"Total",54458,16256,"Census Tract 342, Philadelphia County, PA","14000US42101034200"
2017,"2017",0,"Total",47768,8167,"Census Tract 30.01, Philadelphia County, PA","14000US42101003001"
2017,"2017",0,"Total",22143,11086,"Census Tract 246, Philadelphia County, PA","14000US42101024600"
2017,"2017",0,"Total",15500,2399,"Census Tract 245, Philadelphia County, PA","14000US42101024500"
2017,"2017",0,"Total",26489,8218,"Census Tract 244, Philadelphia County, PA","14000US42101024400"
2017,"2017",0,"Total",32125,11352,"Census Tract 30.02, Philadelphia County, PA","14000US42101003002"
2017,"2017",0,"Total",30382,10149,"Census Tract 243, Philadelphia County, PA","14000US42101024300"
2017,"2017",0,"Total",77348,20046,"Census Tract 344, Philadelphia County, PA","14000US42101034400"
2017,"2017",0,"Total",30638,2299,"Census Tract 31, Philadelphia County, PA","14000US42101003100"
2017,"2017",0,"Total",17589,6312,"Census Tract 383, Philadelphia County, PA","14000US42101038300"
2017,"2017",0,"Total",22738,8941,"Census Tract 242, Philadelphia County, PA","14000US42101024200"
2017,"2017",0,"Total",15506,3417,"Census Tract 241, Philadelphia County, PA","14000US42101024100"
2017,"2017",0,"Total",25916,4881,"Census Tract 32, Philadelphia County, PA","14000US42101003200"
2017,"2017",0,"Total",41887,6462,"Census Tract 240, Philadelphia County, PA","14000US42101024000"
2017,"2017",0,"Total",21667,10936,"Census Tract 239, Philadelphia County, PA","14000US42101023900"
2017,"2017",0,"Total",30015,5922,"Census Tract 345.01, Philadelphia County, PA","14000US42101034501"
2017,"2017",0,"Total",31124,9933,"Census Tract 33, Philadelphia County, PA","14000US42101003300"
2017,"2017",0,"Total",56103,20951,"Census Tract 238, Philadelphia County, PA","14000US42101023800"
2017,"2017",0,"Total",53799,14174.999999999998,"Census Tract 237, Philadelphia County, PA","14000US42101023700"
2017,"2017",0,"Total",67759,21182,"Census Tract 236, Philadelphia County, PA","14000US42101023600"
2017,"2017",0,"Total",18720,1513,"Census Tract 36, Philadelphia County, PA","14000US42101003600"
2017,"2017",0,"Total",65500,30102.000000000004,"Census Tract 235, Philadelphia County, PA","14000US42101023500"
2017,"2017",0,"Total",44739,5429,"Census Tract 345.02, Philadelphia County, PA","14000US42101034502"
2017,"2017",0,"Total",32574,13575,"Census Tract 37.01, Philadelphia County, PA","14000US42101003701"
2017,"2017",0,"Total",28476,4784,"Census Tract 382, Philadelphia County, PA","14000US42101038200"
2017,"2017",0,"Total",149211,13380,"Census Tract 231, Philadelphia County, PA","14000US42101023100"
2017,"2017",0,"Total",102298,15020,"Census Tract 220, Philadelphia County, PA","14000US42101022000"
2017,"2017",0,"Total",35432,4047.0000000000005,"Census Tract 37.02, Philadelphia County, PA","14000US42101003702"
2017,"2017",0,"Total",74167,17199,"Census Tract 219, Philadelphia County, PA","14000US42101021900"
2017,"2017",0,"Total",51815,5559,"Census Tract 218, Philadelphia County, PA","14000US42101021800"
2017,"2017",0,"Total",43804,7535,"Census Tract 346, Philadelphia County, PA","14000US42101034600"
2017,"2017",0,"Total",52647,11746,"Census Tract 38, Philadelphia County, PA","14000US42101003800"
2017,"2017",0,"Total",80920,5647,"Census Tract 217, Philadelphia County, PA","14000US42101021700"
2017,"2017",0,"Total",71280,15606,"Census Tract 216, Philadelphia County, PA","14000US42101021600"
2017,"2017",0,"Total",70223,11938,"Census Tract 215, Philadelphia County, PA","14000US42101021500"
2017,"2017",0,"Total",38301,3245,"Census Tract 39.01, Philadelphia County, PA","14000US42101003901"
2017,"2017",0,"Total",68750,12400,"Census Tract 214, Philadelphia County, PA","14000US42101021400"
2017,"2017",0,"Total",52969,3841,"Census Tract 347.01, Philadelphia County, PA","14000US42101034701"
2017,"2017",0,"Total",57027,9311,"Census Tract 39.02, Philadelphia County, PA","14000US42101003902"
2017,"2017",0,"Total",32083,14466,"Census Tract 381, Philadelphia County, PA","14000US42101038100"
2017,"2017",0,"Total",67195,11366,"Census Tract 213, Philadelphia County, PA","14000US42101021300"
2017,"2017",0,"Total",66118,8835,"Census Tract 212, Philadelphia County, PA","14000US42101021200"
2017,"2017",0,"Total",48880,8728,"Census Tract 40.01, Philadelphia County, PA","14000US42101004001"
2017,"2017",0,"Total",63516,12643,"Census Tract 211, Philadelphia County, PA","14000US42101021100"
2017,"2017",0,"Total",59063,27760.000000000004,"Census Tract 210, Philadelphia County, PA","14000US42101021000"
2017,"2017",0,"Total",73675,7174.000000000001,"Census Tract 347.02, Philadelphia County, PA","14000US42101034702"
2017,"2017",0,"Total",57039,6341,"Census Tract 40.02, Philadelphia County, PA","14000US42101004002"
2017,"2017",0,"Total",57188,12107,"Census Tract 209, Philadelphia County, PA","14000US42101020900"
2017,"2017",0,"Total",45566,12948,"Census Tract 208, Philadelphia County, PA","14000US42101020800"
2017,"2017",0,"Total",65385,29047.999999999996,"Census Tract 207, Philadelphia County, PA","14000US42101020700"
2017,"2017",0,"Total",29804,7121,"Census Tract 41.01, Philadelphia County, PA","14000US42101004101"
2017,"2017",0,"Total",45469,17207,"Census Tract 206, Philadelphia County, PA","14000US42101020600"
2017,"2017",0,"Total",49161,6400,"Census Tract 348.01, Philadelphia County, PA","14000US42101034801"
2017,"2017",0,"Total",37813,7313,"Census Tract 41.02, Philadelphia County, PA","14000US42101004102"
2017,"2017",0,"Total",40161,6561,"Census Tract 380, Philadelphia County, PA","14000US42101038000"
2017,"2017",0,"Total",16761,6038,"Census Tract 205, Philadelphia County, PA","14000US42101020500"
2017,"2017",0,"Total",21495,5505,"Census Tract 204, Philadelphia County, PA","14000US42101020400"
2017,"2017",0,"Total",49024,14340,"Census Tract 42.01, Philadelphia County, PA","14000US42101004201"
2017,"2017",0,"Total",19436,8113.999999999999,"Census Tract 203, Philadelphia County, PA","14000US42101020300"
2017,"2017",0,"Total",14751,4475,"Census Tract 202, Philadelphia County, PA","14000US42101020200"
2017,"2017",0,"Total",40595,5260,"Census Tract 348.02, Philadelphia County, PA","14000US42101034802"
2017,"2017",0,"Total",45321,11199,"Census Tract 42.02, Philadelphia County, PA","14000US42101004202"
2017,"2017",0,"Total",29036,6268,"Census Tract 201.02, Philadelphia County, PA","14000US42101020102"
2017,"2017",0,"Total",11904,2858,"Census Tract 201.01, Philadelphia County, PA","14000US42101020101"
2017,"2017",0,"Total",19943,7149.000000000001,"Census Tract 200, Philadelphia County, PA","14000US42101020000"
2017,"2017",0,"Total",51098,14196,"Census Tract 54, Philadelphia County, PA","14000US42101005400"
2017,"2017",0,"Total",14838,6278,"Census Tract 199, Philadelphia County, PA","14000US42101019900"
2017,"2017",0,"Total",59508,11216,"Census Tract 348.03, Philadelphia County, PA","14000US42101034803"
2017,"2017",0,"Total",52330,11761,"Census Tract 55, Philadelphia County, PA","14000US42101005500"
2017,"2017",0,"Total",51250,10747,"Census Tract 379, Philadelphia County, PA","14000US42101037900"
2017,"2017",0,"Total",23031,2680,"Census Tract 198, Philadelphia County, PA","14000US42101019800"
2017,"2017",0,"Total",18763,6178,"Census Tract 197, Philadelphia County, PA","14000US42101019700"
2017,"2017",0,"Total",21354,8762,"Census Tract 56, Philadelphia County, PA","14000US42101005600"
2017,"2017",0,"Total",19656,5373,"Census Tract 195.02, Philadelphia County, PA","14000US42101019502"
2017,"2017",0,"Total",13017,4025.9999999999995,"Census Tract 195.01, Philadelphia County, PA","14000US42101019501"
2017,"2017",0,"Total",46675,3799.0000000000005,"Census Tract 349, Philadelphia County, PA","14000US42101034900"
2017,"2017",0,"Total",38169,9297,"Census Tract 60, Philadelphia County, PA","14000US42101006000"
2017,"2017",0,"Total",25446,4238,"Census Tract 192, Philadelphia County, PA","14000US42101019200"
2017,"2017",0,"Total",32878,4282,"Census Tract 191, Philadelphia County, PA","14000US42101019100"
2017,"2017",0,"Total",35589,8076.999999999999,"Census Tract 190, Philadelphia County, PA","14000US42101019000"
2017,"2017",0,"Total",30345,6044,"Census Tract 61, Philadelphia County, PA","14000US42101006100"
2017,"2017",0,"Total",24883,4189,"Census Tract 188, Philadelphia County, PA","14000US42101018800"
2017,"2017",0,"Total",57500,13041,"Census Tract 351, Philadelphia County, PA","14000US42101035100"
2017,"2017",0,"Total",28500,5515,"Census Tract 62, Philadelphia County, PA","14000US42101006200"
2017,"2017",0,"Total",52813,17584,"Census Tract 378, Philadelphia County, PA","14000US42101037800"
2017,"2017",0,"Total",51899,3279,"Census Tract 184, Philadelphia County, PA","14000US42101018400"
2017,"2017",0,"Total",65833,12098,"Census Tract 183, Philadelphia County, PA","14000US42101018300"
2017,"2017",0,"Total",25287,7612,"Census Tract 63, Philadelphia County, PA","14000US42101006300"
2017,"2017",0,"Total",41528,12079,"Census Tract 180.02, Philadelphia County, PA","14000US42101018002"
2017,"2017",0,"Total",56563,12409,"Census Tract 180.01, Philadelphia County, PA","14000US42101018001"
2017,"2017",0,"Total",69821,11026,"Census Tract 352, Philadelphia County, PA","14000US42101035200"
2017,"2017",0,"Total",29272,5233,"Census Tract 64, Philadelphia County, PA","14000US42101006400"
2017,"2017",0,"Total",32337,6869,"Census Tract 179, Philadelphia County, PA","14000US42101017900"
2017,"2017",0,"Total",17014,3691,"Census Tract 178, Philadelphia County, PA","14000US42101017800"
2017,"2017",0,"Total",14167,6954.999999999999,"Census Tract 177.02, Philadelphia County, PA","14000US42101017702"
2017,"2017",0,"Total",26870,5340,"Census Tract 65, Philadelphia County, PA","14000US42101006500"
2017,"2017",0,"Total",19250,11093,"Census Tract 177.01, Philadelphia County, PA","14000US42101017701"
2017,"2017",0,"Total",73002,3339,"Census Tract 353.01, Philadelphia County, PA","14000US42101035301"
2017,"2017",0,"Total",17254,11923,"Census Tract 66, Philadelphia County, PA","14000US42101006600"
2017,"2017",0,"Total",19286,6757,"Census Tract 377, Philadelphia County, PA","14000US42101037700"
2017,"2017",0,"Total",18651,3681,"Census Tract 176.02, Philadelphia County, PA","14000US42101017602"
2017,"2017",0,"Total",13353,3904.9999999999995,"Census Tract 176.01, Philadelphia County, PA","14000US42101017601"
2017,"2017",0,"Total",33344,8066.999999999999,"Census Tract 67, Philadelphia County, PA","14000US42101006700"
2017,"2017",0,"Total",15846,2637,"Census Tract 175, Philadelphia County, PA","14000US42101017500"
2017,"2017",0,"Total",21569,5134,"Census Tract 174, Philadelphia County, PA","14000US42101017400"
2017,"2017",0,"Total",51533,4706,"Census Tract 353.02, Philadelphia County, PA","14000US42101035302"
2017,"2017",0,"Total",13979,2569,"Census Tract 69, Philadelphia County, PA","14000US42101006900"
2017,"2017",0,"Total",19514,8065,"Census Tract 173, Philadelphia County, PA","14000US42101017300"
2017,"2017",0,"Total",15395,8735,"Census Tract 172.02, Philadelphia County, PA","14000US42101017202"
2017,"2017",0,"Total",25905,7675.000000000001,"Census Tract 172.01, Philadelphia County, PA","14000US42101017201"
2017,"2017",0,"Total",28264,5750,"Census Tract 70, Philadelphia County, PA","14000US42101007000"
2017,"2017",0,"Total",28042,4917,"Census Tract 171, Philadelphia County, PA","14000US42101017100"
2017,"2017",0,"Total",46198,9208,"Census Tract 355, Philadelphia County, PA","14000US42101035500"
2017,"2017",0,"Total",24889,5540,"Census Tract 71.01, Philadelphia County, PA","14000US42101007101"
2017,"2017",0,"Total",50556,7018,"Census Tract 376, Philadelphia County, PA","14000US42101037600"
2017,"2017",0,"Total",39432,16015,"Census Tract 170, Philadelphia County, PA","14000US42101017000"
2017,"2017",0,"Total",19236,5695,"Census Tract 169.02, Philadelphia County, PA","14000US42101016902"
2017,"2017",0,"Total",31332,6631,"Census Tract 71.02, Philadelphia County, PA","14000US42101007102"
2017,"2017",0,"Total",22978,8639,"Census Tract 169.01, Philadelphia County, PA","14000US42101016901"
2017,"2017",0,"Total",15991,4018,"Census Tract 168, Philadelphia County, PA","14000US42101016800"
2017,"2017",0,"Total",52465,10608,"Census Tract 356.01, Philadelphia County, PA","14000US42101035601"
2017,"2017",0,"Total",27487,6884,"Census Tract 72, Philadelphia County, PA","14000US42101007200"
2017,"2017",0,"Total",15659,5060,"Census Tract 167.02, Philadelphia County, PA","14000US42101016702"
2017,"2017",0,"Total",17855,3752,"Census Tract 167.01, Philadelphia County, PA","14000US42101016701"
2017,"2017",0,"Total",11825,4020.9999999999995,"Census Tract 166, Philadelphia County, PA","14000US42101016600"
2017,"2017",0,"Total",28966,8341,"Census Tract 73, Philadelphia County, PA","14000US42101007300"
2017,"2017",0,"Total",9945,4532,"Census Tract 165, Philadelphia County, PA","14000US42101016500"
2017,"2017",0,"Total",71622,17720,"Census Tract 356.02, Philadelphia County, PA","14000US42101035602"
2017,"2017",0,"Total",22273,6762,"Census Tract 74, Philadelphia County, PA","14000US42101007400"
2017,"2017",0,"Total",62941,13073,"Census Tract 375, Philadelphia County, PA","14000US42101037500"
2017,"2017",0,"Total",14130,5136,"Census Tract 164, Philadelphia County, PA","14000US42101016400"
2017,"2017",0,"Total",13967,5667,"Census Tract 163, Philadelphia County, PA","14000US42101016300"
2017,"2017",0,"Total",28831,4696,"Census Tract 77, Philadelphia County, PA","14000US42101007700"
2017,"2017",0,"Total",23151,6055,"Census Tract 162, Philadelphia County, PA","14000US42101016200"
2017,"2017",0,"Total",56250,12547,"Census Tract 161, Philadelphia County, PA","14000US42101016100"
2017,"2017",0,"Total",33569,2820,"Census Tract 357.01, Philadelphia County, PA","14000US42101035701"
2017,"2017",0,"Total",38289,12749,"Census Tract 78, Philadelphia County, PA","14000US42101007800"
2017,"2017",0,"Total",52373,17731,"Census Tract 160, Philadelphia County, PA","14000US42101016000"
2017,"2017",0,"Total",64082,11909,"Census Tract 158, Philadelphia County, PA","14000US42101015800"
2017,"2017",0,"Total",40000,7742,"Census Tract 157, Philadelphia County, PA","14000US42101015700"
2017,"2017",0,"Total",53700,13395,"Census Tract 79, Philadelphia County, PA","14000US42101007900"
2017,"2017",0,"Total",21875,10131,"Census Tract 156, Philadelphia County, PA","14000US42101015600"
