building_id,street_address,postal_code,energy_star_score,property_name
883031800,1601 CHESTNUT ST,19102,62.0,Two Liberty Place
883061805,100 N 18TH ST,19103,83.0,154-TWO LOGAN SQUARE
883054371,2005 MARKET ST,19103,77.0,One Commerce Square
883054361,2001 MARKET ST,19102,78.0,Two Commerce Square
772607000,830 SCHUYLKILL AVE,19146,34.0,PECO Christian Street Service Center
883062300,2929 ARCH ST,19104,81.0,150-CIRA CENTRE
883031676,1650 MARKET ST,19103,76.0,One Liberty Place
882125300,3301 ARAMINGO AVE,19134,73.0,7198
883065100,352 N 16TH ST,19130,54.0,1600 Callowhill
784453800,1205 E TULPEHOCKEN ST,19138,33.0,Hill-Freedman
884193000,2235 CASTOR AVE,19134,100.0,Warehouse America
883324600,111 S 15TH ST,19102,37.0,Chest Pac Associates
883381115,2361 WELSH RD,19114,96.0,Star Technical Academy
884343790,2413 N AMERICAN ST,19133,100.0,American Supply Co
883056905,1401 ARCH ST,19102,36.0,1401 Arch St.
884004200,604 MOORE ST,19148,99.0,Moore St Realty Inc
884227301,1553 GRANT AVE,19115,79.0,0774-Philadelphia - Grant Avenue
884220920,6204 OXFORD AVE,19111,87.0,0981-Philadelphia - Oxford Ave.
778653010,2210 LOTT AVE,19115,1.0,GLC 17012/2210 LOTT ST/PHILADELPHIA/PA
776614005,6469 OLD YORK RD,19126,34.0,GLC 17110/6468 N BROAD ST/PHILADELPHIA/PA
778655005,7254 RISING SUN AVE,19111,1.0,GLC 17120/7254 RISING SUN AVE/PHILADELPHIA/PA
778651005,1351 FOULKROD ST,19124,6.0,GLC 19008/4808 LEIPER ST/PHILADELPHIA/PA
777633005,2514 EMERALD ST,19125,3.0,GLC 19040/2514 EMERALD ST/PHILADELPHIA/PA
777634005,160 W ERIE AVE,19140,95.0,GLC 19070/160 W ERIE AVE/PHILADELPHIA/PA
772616000,1601 JEFFERSON ST,19121,1.0,GLC 19100/1601 JEFFERSON ST/PHILADELPHIA/PA
884287500,2951 GRANT AVE,19114,85.0,Bodek and Rhodes
883056300,1880 JOHN F KENNEDY BLVD,19103,79.0,1880 JFK
883056100,1800 JOHN F KENNEDY BLVD,19103,99.0,1800 JFK
884131060,4250 WISSAHICKON AVE,19129,55.0,"4250 Wissahickon Avenue, Inc."
772304000,250 S 20TH ST,19103,100.0,St. Patrick's Church
883039105,2401 WALNUT ST,19103,93.0,2401 Walnut
773619000,2000 S BROAD ST,19145,3.0,GLC 12170/2000 S BROAD ST/PHILADELPHIA/PA
774606005,5160 LANCASTER AVE,19131,2.0,GLC 13030/5160 LANCASTER AVE/PHILADELPHIA/PA
774605005,5638 CHESTNUT ST,19139,13.0,GLC 13080/5650 CHESTNUT ST/PHILADELPHIA/PA
773620005,3808 CHESTNUT ST,19104,3.0,GLC 13090/3810 CHESTNUT ST/PHILADELPHIA/PA
775619505,8318 GERMANTOWN AVE,19118,44.0,GLC 14010/8318 GERMANTOWN AVE/PHILADELPHIA/PA
884508985,5540 LENA ST,19144,74.0,GLC 14130/100 E ARMAT ST/PHILADELPHIA/PA
776615005,3429 N 17TH ST,19140,9.0,GLC 14340/3429 N 17TH ST/PHILADELPHIA/PA
772615000,423 S 17TH ST,19146,1.0,GLC 16600/423 S 17TH ST/PHILADELPHIA/PA
883523020,800 SPRING GARDEN ST,19123,61.0,Philadelphia Traffic Court
883813600,201 ROUSE BLVD,19112,45.0,LT02276 - 201 Rouse Blvd
884191590,2701 E TIOGA ST,19134,100.0,2701-25 E TIOGA ST
883750000,4100 PRESIDENTIAL BLVD,19131,38.0,Crowne Plaza Philadelphia West
883032500,1742 MARKET ST,19103,64.0,1760 Market
882125501,3500 ARAMINGO AVE,19134,36.0,FORMAN MILLS 113
883733000,4109 WALNUT ST,19104,41.0,Homewood Suites University City
884185500,651 E WYOMING AVE,19120,84.0,Lesco Paper & Box Co
882020290,4806 MARKET ST,19139,54.0,FORMAN MILLS 106
775329000,1330 VERNON RD,19150,100.0,St. Raymond of Penafort
881822470,3118 CHESTNUT ST,19104,56.0,Left Bank
778253500,13500 PHILMONT AVE,19116,17.0,Calvary Chapel of Phila.
881448900,8580 VERREE RD,19046,97.0,Holy Redeemer Health System - Verree Rd
771528000,1901 S CHRISTOPHER COLUMBUS BLVD,19148,63.0,Pier 74 Annex
884463830,9 SNYDER AVE,19148,94.0,Pier 78 South Annex
882050755,700 E HUNTING PARK AVE,19124,80.0,Cotswold Group - Hunting Park Plaza
884209600,4219 RICHMOND ST,19137,9.0,4219 Richmond St
884038510,3800R-60 N 2ND ST,19140,74.0,3820 N. 2nd Ave
883019504,1218 CHESTNUT ST,19102,100.0,Bailey
883382000,101 E OLNEY AVE,19120,55.0,Front and Olney
884236410,1251 BYBERRY RD,19116,100.0,23103-Philadelphia / Byberry Road
884220900,6225 OXFORD AVE,19111,100.0,23216-Philadelphia / Oxford AVE
884083200,7571 RIDGE AVE,19128,98.0,21808-Philadelphia / Ridge AVE
884161920,7000 LINDBERGH BLVD,19153,100.0,08128-Airport
884223000,2700 GRANT AVE,19114,100.0,24232-Philadelphia / Grant Avenue
884178700,6301 TACONY ST,19135,100.0,24417-Philadelphia / Tacony Street
884019025,456 N CHRISTOPHER COLUMBUS BLVD,19123,100.0,63636-Philadelphia / Penns Landing
883013200,117 N 8TH ST,19106,51.0,Archworks Philadelphia
884346250,2041 CORAL ST,19125,95.0,Produce Garden
883090500,2607 RHAWN ST,19152,9.0,Smylie Times Building - 2607 Rhawn St
882181620,401 ADAMS AVE,19120,6.0,FORMAN MILLS 103
884186505,4401 WHITAKER AVE,19120,96.0,4411WHITAKERLLC
884227005,9300 ASHTON RDUNIT 1,19114,68.0,Frankford Candy
771634900,440 N BROAD ST,19130,94.0,Admin - Education Center
772239900,1600 VINE ST,19102,17.0,DeMedici Corporation II
783131000,8200 ENTERPRISE AVE,19153,92.0,Southwest Water Pollution Control Plant
883400600,800 WALNUT ST UNIT A5,19103,49.0,LT02185 - 800 Walnut Street
773000800,3401 CIVIC CENTER BLVD,19104,,The Children's Hospital fo Philadelphia
773003010,501 OSLER CIR,19104,,University of Pennsylvania
772505410,201 S BROAD ST,19107,,Terra Hall
883072000,3401 MARKET ST,19104,,3401 Market St.
882887800,213 S 16TH ST,19102,,The Racquet Club of Philadelphia
771016500,1008 LOCUST ST,19107,,Jefferson Alumni Hall
771015010,951 LOCUST ST,19107,,Bluemle Life Science Building
774688100,3508 MARKET ST,19104,,Monell Center
771739000,1300 LOCUST ST,19107,,Historical Society of Pennsylvania
773542000,3601 SPRUCE ST,19104,,The Wistar Institute
883074000,3000 MARKET ST,19104,,3010 Market Street
782513720,2500 SPRING GARDEN ST,19130,,Art Museum Main Bldg & Perelman Bldg
772025000,222 N BROAD ST,19102,,HUH Main Buildings
774526000,3126 MARKET ST,19104,,"7,7A-Bossone / Commonwealth"
774517051,3200 CHESTNUT ST,19104,,8-Creese
774517200,3250 CHESTNUT ST,19104,,"9B,9A,9C-MacAlister /Mandell / Handschumacher"
774528000,3201 MARKET ST,19104,,13-Nesbitt
774530510,3301 MARKET ST,19104,,"14,14A-Daskalakis Athletic Center / Recreation Center"
774530700,3300 MARKET ST,19104,,"15,16,90-Haggerty/General Service/Law"
774551000,101 N 33RD ST,19104,,"55,55A,55B,55C-Academic/DesignAnnex/MathForum/Police Station"
772727000,240 S BROAD ST,19102,,Academy of Music
777528500,3307 N BROAD ST,19140,,PNAH
773717100,125 S 31ST ST,19104,,TRL 31st Street
774518010,3201 CHESTNUT ST,19104,,"5,6,12,53,58,61-Quad Buildings"
774516000,3101 CHESTNUT ST,19104,,"1,2,3,4-Main,Randell,Curtis,Alumni"
777570400,1900 N 12TH ST,19122,,BIOLOGY
777533101,3535 N BROAD ST,19140,,Shriners Hospital for Children
777570800,2001 N 13TH ST,19122,,ANNENBERG and TOMLINSON THEATER
777568800,1114 POLETT WALK,19122,,ANDERSON
777570400,1901 N 13TH ST,19122,,BEURY
777570200,1210 W BERKS ST,19122,,PALEY
777531000,3420 N BROAD ST,19140,,MEDICAL RESEARCH BLDG
777512010,1901 N BROAD ST,19122,,MITTEN
777507000,1723 N BROAD ST,19122,,KLEIN
782425810,2025L BENJAMIN FRANKLIN PKWY,19130,,Barnes Foundation
777527000,3211 N BROAD ST,19140,,DENTAL SCHOOL (ORIG)
771524000,800 RACE ST,19107,,PODIATRIC - UNIVERSITY
777508500,1800 N BROAD ST,19122,,Pearson/Mcgonigle
777570000,1726 N 13TH ST,19122,,RITTER HALL
777532000,3500 N BROAD ST,19140,,MERB
777569000,1713 N 13TH ST,19122,,GITTIS STUDENT CENTER
777509000,1801 N BROAD ST,19122,,SPEAKMAN
777509000,1801 N BROAD ST,19122,,CONWELL HALL
777531100,3432 N BROAD ST,19140,,KRESGE SCIENCE HALL
782598210,1901 VINE ST,19103,,Central Library
777509000,1819 N BROAD ST,19122,,WACHMAN HALL
777568800,1115 POLETT WALK,19122,,GLADFELTER
777570600,2020 N 12TH ST,19122,,NEW TYLER SOA
777568800,1947 N 12TH ST,19122,,ENGINEERING
777526000,3201 N BROAD ST,19140,,KORNBERG DENTISTRY
772525500,19 S 22ND ST,19103,,College of Physicians
883054500,2301 MARKET ST,19103,,PECO MAIN OFFICE BUILDING
773740100,3400 CIVIC CENTER BLVD,19104,,Center for advance medicine
773702000,3500 MARKET ST,19104,,Monell Chemical Senses Center
771019000,1000 WALNUT ST,19107,,Scott Memorial Library
883430700,1201 FILBERT ST,19107,,12th and Filbert
883073690,3711L MARKET ST,19104,,3737 Market Street
772734500,1900 RACE ST,19103,,Academy of Natural Sciences of Drexel University
774525000,3100 MARKET ST,19104,,"27,27A-LeBow / CAT Engineering"
883011500,330 MARKET ST,19106,,WTXF TV
774524700,3025 MARKET ST,19104,,Academic Properties
772688010,1916 RACE ST,19103,,Moore College of Art and Design   Wilson Hall
777570600,2001 N 13TH ST,19122,,PRESSER
777634500,1801 N 12TH ST,19122,,BELL BUILDING & GARAGE (Bldg 253000 Garage 84469)
777570200,1801 N 13TH ST,19122,,TUTTLEMAN LEARNING CENTER
777528325,3340 N BROAD ST,19140,,FSU
777540000,1301 CECIL B MOORE AVE,19122,,RITTER ANNEX
777568800,1935 N 12TH ST,19122,,Science Education and Research Center (SERC)
777569000,1713 N 13TH ST,19122,,STUDENT CTR II
777509000,1801 N BROAD ST,19122,,CARNELL HALL
777509000,1801 LIACOURAS WALK,19122,,Alter Hall
777568900,1701 N 13TH ST,19122,,WEISS
777509000,1810 LIACOURAS WALK,19122,,1810 LIACOURAS WALK
775501010,3243 W SCHOOL HOUSE LN,19144,,Philadelphia University
776554000,1210 W GODFREY AVE,19141,,Northwest Regional Center
786504751,8201 STATE RD,19136,,Detention Center
778022500,7701R BURHOLME AVE,19111,,Fox Chase Cancer Center
782779400,201 N 21ST ST,19103,,Franklin Institute
778024500,7500 CENTRAL AVE,19111,,Jeanes Hospital
774012010,4200 MONUMENT RD,19131,,Belmont Center for Comprehensive Treatment
881449900,7801 STATE RD,19136,,HOC-House of Corrections Complex
786537201,8201 TORRESDALE AVE,19136,,HBG-Holmesburg Prison Complex
884218517,5014 GRAYS AVE,19143,,Bartram Transfer Station- Fleet Shop 290
884259100,9101 FRANKFORD AVE,19114,,"Measy Clyde & Etal, Paul Shcaly"
882568700,204 S 12TH ST,19107,,204 S 12TH ST
883550200,301 E CHELTEN AVE,19144,,301 E. CHELTEN AVENUE
884142500,700 PACKER AVE,19148,,700 PACKER AVENUE
882962800,1300 W LEHIGH AVE,19132,,1300 W. LEHIGH AVENUE
883361500,2701 N BROAD ST,19132,,2701 N. BROAD STREET
883025600,123 S BROAD ST,19109,,123 S. Broad
884288600,2801 RED LION RD,19114,,2801 RED LION ROAD
884166000,3240 S 78TH ST,19153,,3240 S. 78TH STREET
883038000,1435 WALNUT ST,19102,,1435 Walnut St. (Drexel Building)
884287005,2901 GRANT AVE,19114,,2901 Grant Ave.
884290500,2828 CHARTER RD,19154,,2828 Charter Rd.
772513020,1420 PINE ST,19102,,Peirce College
786462480,2770 RED LION RD,19114,,Orleans Technical Institute
773080200,3819 CHESTNUT ST,19104,,St. Leonard's Court
777607000,4000 G ST,19124,,PECO G and Luzerne Service Center
773579000,4015 WALNUT ST,19104,,4015 Walnut Street
773685500,3615 CHESTNUT ST,19104,,Ralston House
875106040,1934 JOHNSTON ST,19145,,Southern Depot
875106460,6000 N PENN ST,19149,,Comly Depot
883421500,1416 CHESTNUT ST,19102,,MidTown Garage
875104330,5801 VINE ST,19151,,Callowhill Depot
772508050,1224 SPRUCE ST,19107,,Spruce Residence Hall
771637200,401 S BROAD ST,19147,,Gershman Hall
772516000,1500 PINE ST,19102,,Pine Residence Hall
771500000,329 S BROAD ST,19102,,Anderson Hall
772505500,250 S BROAD ST,19102,,Merriam Theater
772508001,320 S BROAD ST,19102,,Hamilton/Furness
883313600,819 CHESTNUT ST,19107,,833 Chestnut
882937900,200 S 40TH ST,19104,,Hamilton Village
Many,3600 MARKET ST,19104,,3600 Market St
884091500,1100 ORTHODOX ST,19124,,Orthodox Facility
884221500,7700 DUNGAN RD,19111,,Dungan Facility
884822730,3900 N 10TH ST,19140,,American Box & Recycling Co.
884243200,13500 E ROOSEVELT BLVD,19116,,SPD Electrical
772534600,1600 SPRING GARDEN ST,19130,,CCP Main Campus-East
772534700,1700 SPRING GARDEN ST,19130,,CCP Main Campus-West
772535700,1751 CALLOWHILL ST,19130,,Center for Business & Industry
772537500,12901 TOWNSEND RD,19154,,Northeast Regional Center
883080550,4116 CHESTER AVE,19104,,4100 Chester / 4101 Woodland Avenue
772724100,130 N BROAD ST,19102,,Samuel MV Hamilton Building
775527010,102 E MERMAID LN,19118,,United Cerebral Palsy Association
778503000,9801 FRANKFORD AVE,19114,,Campus Center
883423600,1501 SPRUCE ST,19102,,Avenue of the Arts
775107300,2800 W CHELTENHAM AVE,19150,,Everett Richardson
778503000,9801 FRANKFORD AVE,19114,,Stevenson Lane Residence
884043003,3621 B ST,19134,,TL Tan LLC
883036500,2300 CHESTNUT ST,19103,,The Philadelphia Design Building
776545000,2300 W WESTMORELAND ST,19140,,The Arc of Philadelphia
882018040,100 W CHELTEN AVE,19144,,Imani Education Charter School
882966075,319 N CHRISTOPHER COLUMBUS BLVD,19106,,146-MARINE CENTER - PIER #19
773502090,730 S 43RD ST,19104,,Science and Technology Center (STC)
773502090,4310 WOODLAND AVE,19104,,Athletic Recreation Center (ARC)
773499500,4140 WOODLAND AVE,19104,,4140 Woodland
773500500,4201 WOODLAND AVE,19104,,Griffith Hall
884184000,401 E HUNTING PARK AVE,19124,,401-425 E Hunting Park Ave
884279500,10801 DECATUR RD,19154,,David Michael and Co Inc
882069300,1520 GRANT AVE,19115,,Northeast Racquet Club - NERC
882055250,1400 S CHRISTOPHER COLUMBUS BLVD,19147,,RIVERVIEW PLAZA 17
884256025,7425 STATE RD,19136,,ez storage
774010040,4182 CITY AVE,19131,,Philadelphia College of Osteopathic Medicine
882028210,1001 N DELAWARE AVE,19125,,SugarHouse Casino
884232400,1771 TOMLINSON RD,19116,,ROOSEVELT BOULEVARD ASSOC.
778031022,4641 E ROOSEVELT BLVD,19124,,Friends Hospital
884260502,8803 TORRESDALE AVE,19136,,TORRESDALE PLAZA LP
772724000,118 N BROAD ST,19102,,Historic Landmark Building
875103160,2600 W ALLEGHENY AVE,19132,,Allegheny Depot
875102810,4301 WISSAHICKON AVE,19129,,Midvale Depot
875105490,4901 WOODLAND AVE,19143,,Woodland Shop
875104640,200 W WYOMING AVE,19140,,Berridge Shop
875104610,4529 N 3RD ST,19140,,Courtland Shop
875102985,5307 JEFFERSON ST,19131,,Overbrook Shop
875102240,5208 FRANKFORD AVE,19124,,Frankford Depot
884177825,5825 TACONY ST,19135,,Eastern Surplus
775515000,7241 GERMANTOWN AVE,19119,,Lutheran Theological Seminary of Philadelphia
884791940,2240 ISLAND AVE,19142,,Metro Storage East LLC-IS
881436400,561 FAIRTHORNE ST,19128,,Fairmont Hospital
772147500,2319 GREEN ST,19130,,St. Francis Xavier Church
883073200,3615 MARKET ST,19104,,3615 Market St.
882508100,1025 MARKET ST,19107,,Gallery II
884897402,4700 JEFFERSON ST,19131,,287-West Philadelphia
884237607,10080 SANDMEYER LN,19116,,#61 Philadelphia
884259500,8301 TORRESDALE AVE,19136,,Wolf Investments Corp. #3
883413000,146 N BROAD ST,19102,,Parkway Building
884260000,8701 TORRESDALE AVE,19136,,Wolf Investment Corp. #7
884242700,11500 E ROOSEVELT BLVD,19116,,ROOSEVELT BOULEVARD ASSOC.
884052000,223 E LUZERNE ST,19124,,"Julius Silvert, Inc"
884212501,5400 EADOM ST,19137,,Pride Capital LLC
774713050,137 S 58TH ST,19139,,West Philadelphia Community
884170400,8350 EXECUTIVE AVE,19153-3877,,8350 Executive Drive Associates
882021300,100 E HUNTING PARK AVE,19125,,Fleet Shop 134
883405500,618 MARKET ST,19106,,618 Market Street
782326200,2525 MASTER ST,19121,,Fleet Shop 258 / WHS
783532000,501 UNIVERSITY AVE,19104,,Medical Exam Building
786504751,8001 STATE RD,19136,,Riverside Correctional Facility
786504751,7901 STATE RD,19136,,Curran Fromhold Correctional Facility
786504751,8203 STATE RD,19136,,Philadelphia Industrial Correction Center
882065120,2201 COTTMAN AVE,19152,,Great Northeast Plaza
773594600,4400 BALTIMORE AVE,19104,,HMS SCHOOL
778144000,12645 DUNKS FERRY RD,19154,,OUR LADY OF VICTORY HALL
773259000,1432 S 29TH ST,19146,,St. Gabriel Church
772269000,222 N 17TH ST,19103,,archdoicese of philadelphia
781020810,111 N BROAD ST,19107,,PA Convention Center Annex
781005800,1201 ARCH ST,19107,,Exhibit Hall && Train Shed Bldg
884123105,3605 GRAYS FERRY AVE,19146,,Waste Management of PA - PTS
884167800,7800 HOLSTEIN AVE,19153,,Ottens Flavors
884291500,2751 SOUTHAMPTON RD,19154,,Computer Components Corp
774688700,3501 MARKET ST,19104,,71-URBN Center
774513500,3201 ARCH ST,19104,,81-3201 Arch Street
778144000,12656 DUNKS FERRY RD,19154,,ST. ANSELM PARISH AND SCHOOL
781005760,1126 ARCH ST,19106,,Reading Terminal Market
772727205,300 S BROAD ST,19102,,Kimmel Center for the Performing Arts
883701500,140 S BROAD ST,19102,,Union League of Philadelphia
784377500,4600 RIDGE AVE,19129,,Legacy Youth Tennis and Education Center
884282510,10901 DUTTON RD,19154,,DUTTON ROAD ASSOC.
771737000,321 CHESTNUT ST,19106,,National Liberty Museum
775519500,9220 GERMANTOWN AVE,19118,,"Chestnut Hill College, Sugarloaf Hill"
883084801; 883084802; 883084803; 883084803; 883084805,5201 OLD YORK RD,19141,,Logan Plaza
884209570,2950 KIRKBRIDE ST,19137,,RICHMOND WATERFRONT INDUSTRIAL PARK
772521000,1920 RACE ST,19103,,Moore College of Art and Design  Peter Hall
884073907,2600 N BROAD ST,19132,,Garage - Broad St
774502000,5500 CITY AVE,19131,,Main Campus
884289001,3031 RED LION RD,19114,,Packaging and Distribution Center
777253420,3890 N 10TH ST,19140,,The Lenfest Center
773200000,2500 S 16TH ST,19145,,St. Monica Sr. School
883430000,1030 RACE ST,19107,,Stephen Pang
884235500,2050 BYBERRY RD,19116,,Ardex Laboratories Inc
775518010,9701 GERMANTOWN AVE,19118,,Chestnut Hill College/ Mount Saint Josephs Convent
777591400,4231 N 5TH ST,19140,,Esperanza
883087200,4101 FRANKFORD AVE,19124,,Boulevard/Unity District
881446500,4001 FORD RD,19131,,Bala Nursing & Rehabilitation Center
774571000,4725 CHESTNUT ST,19139,,West Philadelphia Regional Center
776516000,2006 W OLNEY AVE,19141,,La Salle #2 (Katherine's and B&G)
776008010,625 E WISTER ST,19144,,La Salle #6
776512000,2140 COTTAGE LN,19144,,La Salle #5 (Hayman/Gola)
776515000,1924 W OLNEY AVE,19144,,La Salle #4
774010200,2900 W QUEEN LN,19129,,DUMed-Queen Lane Campus
772028000,1427 VINE ST,19102,,DUMed-1427 Vine Street Building
771004500,219 N BROAD ST,19102,,DUMed-219 North Broad St
884055850,200 S 24TH ST,19103,,Walnut Bridge Parking & Storage
884018736,775 S CHRISTOPHER COLUMBUS BLVD,19148,,Pier 38 South/40 South
884028510,400 N 5TH ST,19123,,CubeSmart - Callowhill Street
778037515,1331 E WYOMING AVE,19124,,Cancer Treatment Centers of America
884206500,3000 ORTHODOX ST,19137,,3000 Orthodox St
771065001,701 N BROAD ST,19123,,Salvation Army Divisional Headquarters
884243000,12000 E ROOSEVELT BLVD,19116,,Mondelez International
776293510,4200 WISSAHICKON AVE,19129,,Salvation Army Kroc Center
884202100,2070 WHEATSHEAF LN,19124,,"Barsky-Fleming Marketing, Inc."
884033000,314 N 13TH ST,19107,,U-Haul Moving and Storage of Philadelphia
884255450,7500 STATE RD,19136,,Gershel Brothers
776185400,2001 W LEHIGH AVE,19132,,Deliverance Evangelistic Church
882174600,9903 BUSTLETON AVE,19115,,Sloane Honda
884100500,5000 PASCHALL AVE,19143,,5000 PASCHALL AVENUE ASSOCIATES
884274000,9901 BLUE GRASS RD,19114,,"KRG Enterprises, Inc."
881435900,186 BETHLEHEM PIKE,19118,,Fairview Care Center
776012000,1000 W TABOR RD,19141,,Grata Data Center
884285000,10385 DRUMMOND RD,19154,,Kingsbury - 10385 Drummond Rd
773143500,1700 RITNER ST,19145,,St. Monica Church
884090500,4520 WORTH ST,19124,,Globe Dye Works
884237500,10060 SANDMEYER LN,19116,,F P Woll & Company
884153000,3655 S LAWRENCE ST,19148,,Procacci Brothers Sales Corp. B1
882938075,200 W CHELTEN AVE,19141,,Burgess Center
788020010,1 CITIZENS BANK WAY,19148,,Citizens Bank Park
772046000,1513 RACE ST,19102,,Magee Rehabilitation Hospital
884084504,5000 FLAT ROCK RD,19127,,PaperWorks Industries Inc
884233850,2100 KUBACH RD,19116,,"fmi direct mail advertising, inc"
883427500,220 S BROAD ST,19102,,Bellevue Associates
778495000,2190 HORNIG RD,19116,,Finishing Trades Institute
883010510,105 S 7TH ST,19106,,LA Liberty
882120009,1509 E ERIE AVE,19124,,castor
884180500,5101 UNRUH AVE,19135,,Mar Vick Bren INC
884558100,2233 W ALLEGHENY AVE,19132,,Allegheny Business Center
777573005,1710 N 15TH ST,19122,,ECEC
884270000,11620 CAROLINE RD,19154,,11620 Caroline Rd.
883095110,2180 HORNIG RD,19116,,PeiGenesis
883095110,2180 HORNIG RD,19116,,PEI-Genesis
784161405,3325 FOX ST,19129,,Queen Lane Water Treatment Plant
882089000,3265 S 61ST ST,19153,,"3265 S 61ST ST ""Jerry's Corner"""
882693016,4301 BYBERRY RD,19154,,Franklin Mills Mall
881436700,1518 LOMBARD ST,19146,,Powerback Rehabilitation
776506000,2101 W CLARKSON AVE,19144,,La Salle #3 (Connelly Library)
881450990,2006 W OLNEY AVE,19144,,La Salle #1 (Resid Halls)
883365000,1020 N DELAWARE AVE,19125,,1080 N Delaware Ave
775165500,7406 GERMANTOWN AVE,19119,,New Covenant Church of Philadelphia
884242000,11500 E ROOSEVELT BLVD,19116,,Metals USA
884138714,2414 WECCACOE AVE,19148,,Rotem USA 1
883026600,1500 SPRING GARDEN ST,19130,,1500 Spring Garden
884069000,3700 N 20TH ST,19140,,Locker Room Self Storage
884639700,2127 GILLINGHAM ST,19124,,Gimme Shelter LLC
883740000,900 PACKER AVE,19148,,Holiday Inn Stadium
773010000,1930 S BROAD ST,19145,,Constitution Health Plaza
884110150,1400 E ERIE AVE,19124,,Bachmann Industries
884224500,2900 GRANT AVE,19114,,S. Walter Packaging
882078060,12301 ACADEMY RD,19154,,Parkwood Shopping Center
884114000,3901 G ST,19124,,3901 G street
884100600,1511 N 26TH ST,19121,,Eastern Electrical Liquidators
884119600,777 MAYFAIR ST,19124,,CubeSmart - Mayfair Street
883054700,2402 MARKET ST,19103,,MARKETPLACE DESIGN CENTER
884005160,1135 WASHINGTON AVE,19147,,U-Haul Moving and Storage of South Philadelphia (1135)
884005170,1201 WASHINGTON AVE,19147,,U-Haul Moving and Storage of South Philadelphia (1201-21)
884288000,2701 RED LION RD,19114,,"Quaker Valley Foods, Inc."
777505000,1700 N BROAD ST,19121,,1700 N. BROAD
884201700,2101 E VENANGO ST,19134,,Active Radiator Building 2
781052550,211 S CHRISTOPHER COLUMBUS BLVD,19106,,Independence Seaport Museum
786082700,2230 COTTMAN AVE,19149,,NE Reg Library/ Health Center #10
884110000,1200 E ERIE AVE,19124,,1200 E. Erie Avenue
884220000,1300 BELMONT AVE,19104,,Devon/Belmont LLC
881030550,1610 LOCUST ST,19103,,Lenfest Hall
885749160,9201 N DELAWARE AVE,19136,,Baxter Water Treatment Plant
783042600,2701 BELMONT AVE,19131,,Belmont Water Treatment Plant
788007700,1500 KITTY HAWK AVE,19103,,"Urban Outfitters, Inc. - Building #007, 025, 543"
884095070,2900A S 20TH ST,19145,,The Kinderman Family LP
884165500,7777 BREWSTER AVE,19153,,777 Brewster Avenue
771032200,33 N BROAD ST,19107,,Masonic Temple
881439700,3950 D ST,19124,,Hoffman Hall
884105000,2055 RICHMOND ST,19125,,Columbus Blvd. 2055
884167024,7400 HOLSTEIN AVE,19153,,7400 Holstein Ave.
881445900,4300 MONUMENT RD,19131,,Methodist Home for Children
884222525,1333 RHAWN ST,19111,,Fox Chase
884177795,6371 KEYSTONE ST,19135,,Tacony
884926200,6208 GERMANTOWN AVE,19144,,Germantown
884571850,1221 N BROAD ST,19122,,Temple
884332560,1499 66TH AVE,19126,,Oak Lane
884202501,3300 FRANKFORD AVE,19134,,Frankford
884233500,2000 BENNETT RD,19116,,2000 Bennett
783097300,12 COBBS CREEK PKWY,19139,,Cobbs Creek Rec Center & Ice Rink
773300001,8500 ESSINGTON AVE,19153,,Main Airport Terminal Complex
883095100,2198 HORNIG RD,19116,,PAID Hornig Rd
882074108,7133R E ROOSEVELT BLVD,19149,,HLK GROUP
783172370,4201 AVENUE OF THE REPUBLIC,19131,,Please Touch Museum at Memorial Hall
884171485,3501 ISLAND AVE,19153,,3501 ISLAND AVE ACQUISITION LLC
882087505,330 OREGON AVE,19148,,Burlington Coat Factory
884351865,6801 NEW STATE RD,19135,,NATIONAL GREYHOUND ADOPTION PROGRAM
884843600,2095 E WILLARD ST,19134,,Richmond Mills LP
782597700,1500 VINE ST,19103,,Gateway Garage
882286600,2709 N BROAD ST,19132,,2709 N. BROAD STREET
883404500,101 S JUNIPER ST,19103,,164-JUNIPER STREET PARKING GARAGE
882167505,6701 ESSINGTON AVE,19153,,Pacifico Ford
884108500,956 E ERIE AVE,19134,,856-950 East Erie Avenue
882862100,1625 CHESTNUT ST,19103,,The Shops at Liberty Place
788023020,3400L S BROAD ST,19148,,Lincoln Financial Field
788044100,1100 FLAGSHIP DR,19112,,Building 611
884131500,4300 WISSAHICKON AVE,19129,,"Altomare Precast, Inc."
884630430,401 DOMINO LN,19128,,"Penn Beer Distributors, Inc."
883102000,716 SPRUCE ST,19106,,700 Duncan Building
883408500,1201 WALNUT ST,19102,,12th and Walnut
884104340,2601 TRENTON AVE,19125,,"Charles Jacquin et Cie., Inc."
884201450,2150 E WESTMORELAND ST,19096,,Westmoreland 2150 LP
884083300,116 FOUNTAIN ST,19127,,Manayunk Self Storage
883402500,1327 LOCUST ST,19107,,Interpark
884265300,7700 E ROOSEVELT BLVD,19152,,U-Haul Moving and Storage at Roosevelt Blvd
883400700,4700 ISLAND AVE,19153,,PreFlight Airport Parking PHL
882506600,907 MARKET ST,19107,,907 Market
883028250,401 N BROAD ST,19108,,"440 East 62nd St. Co., LP"
882086000,5675 RISING SUN AVE,19120,,Rising Sun Plaza
884138051,2520 S CHRISTOPHER COLUMBUS BLVD,19148,,PECO Oregon Shops
884463825,84 S PIER,19148,,Pier 84
884178501,6201 TACONY ST,19135,,State 6225 LP
