w_ace,w_df,w_1stIn,w_1stWon,w_2ndWon,w_pctbpSaved,l_ace,l_df,l_1stIn,l_1stWon,l_2ndWon,l_pctbpSaved
0.0,5.0,75.0,53.0,24.0,84.61538461538461,8.0,0.0,87.0,52.0,20.0,78.57142857142857
4.0,0.0,29.0,23.0,6.0,83.33333333333334,1.0,7.0,23.0,11.0,8.0,25.0
3.0,3.0,56.0,37.0,12.0,66.66666666666666,1.0,4.0,45.0,26.0,19.0,50.0
0.0,2.0,72.0,48.0,9.0,53.84615384615385,0.0,2.0,81.0,42.0,11.0,41.66666666666667
2.0,3.0,43.0,26.0,9.0,50.0,2.0,4.0,35.0,23.0,10.0,54.54545454545454
3.0,3.0,32.0,26.0,20.0,100.0,4.0,6.0,38.0,26.0,13.0,77.77777777777779
2.0,2.0,53.0,29.0,12.0,60.0,0.0,2.0,43.0,21.0,6.0,14.285714285714285
4.0,5.0,35.0,26.0,17.0,80.0,0.0,6.0,48.0,31.0,5.0,50.0
7.0,3.0,42.0,27.0,10.0,33.33333333333333,0.0,3.0,34.0,18.0,11.0,58.333333333333336
0.0,3.0,53.0,33.0,21.0,76.92307692307693,4.0,4.0,42.0,33.0,7.0,50.0
5.0,2.0,24.0,21.0,4.0,85.71428571428571,0.0,1.0,19.0,11.0,6.0,25.0
2.0,1.0,58.0,35.0,16.0,76.92307692307693,0.0,6.0,53.0,27.0,6.0,11.11111111111111
2.0,0.0,24.0,17.0,13.0,,5.0,1.0,30.0,15.0,3.0,37.5
3.0,1.0,30.0,24.0,10.0,100.0,4.0,2.0,40.0,21.0,6.0,42.857142857142854
5.0,3.0,31.0,25.0,11.0,100.0,0.0,1.0,36.0,17.0,6.0,20.0
6.0,1.0,50.0,34.0,13.0,44.44444444444444,4.0,4.0,44.0,26.0,22.0,30.0
6.0,5.0,28.0,20.0,13.0,75.0,4.0,4.0,35.0,21.0,9.0,28.57142857142857
0.0,7.0,60.0,41.0,18.0,70.0,4.0,8.0,59.0,37.0,21.0,75.0
6.0,3.0,65.0,41.0,8.0,81.25,1.0,1.0,53.0,27.0,10.0,66.66666666666666
4.0,3.0,42.0,30.0,18.0,0.0,7.0,3.0,46.0,28.0,13.0,50.0
3.0,3.0,62.0,38.0,11.0,50.0,0.0,3.0,49.0,26.0,13.0,38.46153846153847
2.0,2.0,46.0,31.0,20.0,60.0,0.0,6.0,48.0,32.0,13.0,66.66666666666666
5.0,1.0,25.0,22.0,9.0,66.66666666666666,3.0,0.0,30.0,14.0,9.0,54.54545454545454
9.0,5.0,60.0,42.0,17.0,75.0,4.0,8.0,46.0,29.0,11.0,50.0
3.0,2.0,42.0,31.0,13.0,0.0,1.0,4.0,47.0,28.0,18.0,53.84615384615385
9.0,5.0,28.0,21.0,21.0,100.0,2.0,2.0,34.0,21.0,8.0,25.0
4.0,2.0,50.0,39.0,16.0,75.0,8.0,4.0,67.0,45.0,19.0,66.66666666666666
1.0,0.0,27.0,22.0,6.0,,1.0,2.0,43.0,25.0,5.0,58.333333333333336
0.0,1.0,60.0,31.0,9.0,42.857142857142854,2.0,3.0,60.0,30.0,10.0,45.45454545454545
0.0,7.0,71.0,40.0,16.0,52.94117647058824,5.0,4.0,67.0,41.0,22.0,50.0
1.0,3.0,45.0,33.0,9.0,100.0,0.0,1.0,45.0,27.0,12.0,57.14285714285714
2.0,3.0,44.0,30.0,6.0,50.0,1.0,4.0,31.0,15.0,6.0,16.666666666666664
7.0,3.0,59.0,39.0,31.0,86.66666666666667,1.0,2.0,69.0,40.0,21.0,50.0
0.0,2.0,56.0,36.0,6.0,60.0,3.0,2.0,55.0,33.0,3.0,20.0
3.0,3.0,59.0,38.0,12.0,64.28571428571429,0.0,4.0,59.0,27.0,19.0,57.14285714285714
0.0,4.0,43.0,31.0,8.0,55.55555555555556,1.0,3.0,48.0,24.0,11.0,50.0
4.0,8.0,51.0,30.0,18.0,50.0,1.0,7.0,51.0,24.0,17.0,40.0
1.0,1.0,29.0,21.0,9.0,66.66666666666666,1.0,6.0,24.0,11.0,7.0,50.0
0.0,0.0,19.0,15.0,11.0,50.0,0.0,3.0,27.0,11.0,10.0,40.0
2.0,3.0,41.0,24.0,11.0,55.55555555555556,0.0,6.0,44.0,21.0,8.0,25.0
0.0,0.0,25.0,15.0,4.0,60.0,0.0,5.0,24.0,15.0,2.0,25.0
0.0,4.0,31.0,21.0,7.0,66.66666666666666,0.0,4.0,29.0,13.0,5.0,33.33333333333333
0.0,2.0,40.0,21.0,15.0,50.0,1.0,3.0,29.0,15.0,7.0,40.0
2.0,1.0,44.0,33.0,5.0,0.0,1.0,4.0,32.0,21.0,2.0,16.666666666666664
2.0,3.0,36.0,23.0,9.0,57.14285714285714,0.0,8.0,28.0,10.0,13.0,41.66666666666667
1.0,0.0,36.0,18.0,8.0,40.0,0.0,4.0,46.0,17.0,4.0,56.25
0.0,8.0,25.0,19.0,14.0,60.0,1.0,2.0,36.0,22.0,10.0,44.44444444444444
5.0,5.0,37.0,26.0,16.0,57.14285714285714,1.0,1.0,46.0,29.0,9.0,28.57142857142857
3.0,4.0,27.0,18.0,10.0,75.0,0.0,2.0,23.0,6.0,6.0,14.285714285714285
0.0,1.0,61.0,34.0,22.0,33.33333333333333,4.0,5.0,46.0,27.0,25.0,53.333333333333336
0.0,3.0,47.0,29.0,14.0,50.0,0.0,7.0,40.0,25.0,10.0,42.857142857142854
9.0,4.0,38.0,29.0,10.0,80.0,0.0,3.0,27.0,16.0,10.0,50.0
0.0,2.0,17.0,15.0,11.0,0.0,0.0,0.0,30.0,11.0,5.0,33.33333333333333
3.0,3.0,25.0,19.0,13.0,83.33333333333334,0.0,3.0,15.0,5.0,3.0,33.33333333333333
0.0,4.0,33.0,24.0,7.0,50.0,0.0,2.0,31.0,15.0,6.0,33.33333333333333
0.0,3.0,42.0,30.0,6.0,83.33333333333334,0.0,3.0,29.0,16.0,11.0,60.0
0.0,0.0,32.0,20.0,14.0,0.0,0.0,3.0,29.0,14.0,7.0,37.5
3.0,0.0,44.0,26.0,8.0,66.66666666666666,1.0,6.0,49.0,25.0,5.0,53.84615384615385
3.0,3.0,44.0,30.0,13.0,100.0,1.0,2.0,35.0,22.0,7.0,40.0
1.0,1.0,28.0,23.0,6.0,,4.0,3.0,28.0,15.0,6.0,28.57142857142857
4.0,1.0,28.0,23.0,5.0,,1.0,2.0,24.0,13.0,2.0,0.0
2.0,4.0,62.0,45.0,8.0,50.0,2.0,3.0,57.0,35.0,20.0,50.0
1.0,1.0,41.0,32.0,16.0,100.0,3.0,4.0,60.0,39.0,10.0,71.42857142857143
0.0,3.0,50.0,30.0,14.0,72.72727272727273,1.0,6.0,49.0,35.0,7.0,66.66666666666666
2.0,3.0,45.0,33.0,12.0,100.0,2.0,1.0,45.0,31.0,8.0,50.0
1.0,1.0,58.0,37.0,15.0,42.857142857142854,5.0,4.0,51.0,35.0,13.0,60.0
1.0,2.0,52.0,28.0,21.0,63.63636363636363,0.0,1.0,64.0,32.0,11.0,61.53846153846154
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2.0,2.0,53.0,34.0,12.0,85.71428571428571,2.0,3.0,47.0,25.0,16.0,66.66666666666666
2.0,1.0,35.0,21.0,14.0,60.0,2.0,1.0,29.0,13.0,6.0,28.57142857142857
4.0,5.0,77.0,53.0,16.0,76.92307692307693,4.0,5.0,53.0,35.0,23.0,44.44444444444444
3.0,2.0,75.0,48.0,11.0,63.63636363636363,1.0,0.0,56.0,31.0,7.0,45.45454545454545
1.0,4.0,46.0,24.0,6.0,55.55555555555556,0.0,2.0,35.0,13.0,9.0,36.36363636363637
2.0,2.0,56.0,37.0,5.0,33.33333333333333,3.0,3.0,51.0,34.0,10.0,20.0
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
0.0,1.0,63.0,37.0,8.0,50.0,3.0,5.0,70.0,38.0,13.0,58.82352941176471
2.0,1.0,34.0,23.0,16.0,0.0,1.0,4.0,38.0,23.0,10.0,58.333333333333336
0.0,6.0,38.0,28.0,8.0,87.5,3.0,8.0,43.0,27.0,6.0,44.44444444444444
1.0,2.0,63.0,42.0,13.0,71.42857142857143,4.0,6.0,65.0,40.0,10.0,46.15384615384615
2.0,0.0,46.0,32.0,8.0,33.33333333333333,3.0,1.0,41.0,24.0,15.0,55.55555555555556
5.0,7.0,28.0,20.0,20.0,100.0,3.0,1.0,37.0,21.0,8.0,40.0
4.0,1.0,31.0,22.0,9.0,0.0,0.0,4.0,24.0,12.0,5.0,14.285714285714285
2.0,1.0,61.0,40.0,17.0,60.0,2.0,4.0,50.0,37.0,15.0,44.44444444444444
2.0,3.0,48.0,32.0,13.0,50.0,3.0,0.0,53.0,30.0,8.0,33.33333333333333
3.0,2.0,74.0,43.0,20.0,45.45454545454545,5.0,6.0,61.0,40.0,20.0,46.15384615384615
1.0,2.0,36.0,27.0,8.0,50.0,0.0,4.0,44.0,25.0,5.0,44.44444444444444
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
1.0,2.0,28.0,22.0,16.0,100.0,2.0,2.0,39.0,21.0,8.0,55.55555555555556
1.0,2.0,44.0,28.0,8.0,60.0,1.0,3.0,44.0,24.0,8.0,37.5
0.0,3.0,67.0,37.0,7.0,42.857142857142854,5.0,6.0,61.0,34.0,18.0,31.25
2.0,1.0,23.0,16.0,11.0,0.0,6.0,0.0,26.0,16.0,8.0,71.42857142857143
1.0,1.0,33.0,24.0,9.0,100.0,1.0,2.0,32.0,14.0,8.0,44.44444444444444
0.0,4.0,41.0,27.0,13.0,50.0,0.0,1.0,62.0,27.0,7.0,50.0
1.0,0.0,48.0,29.0,17.0,50.0,2.0,1.0,40.0,26.0,10.0,50.0
2.0,5.0,27.0,18.0,12.0,0.0,2.0,6.0,32.0,18.0,11.0,37.5
3.0,1.0,33.0,21.0,11.0,0.0,2.0,2.0,41.0,25.0,7.0,58.333333333333336
6.0,3.0,50.0,35.0,14.0,88.88888888888889,1.0,2.0,41.0,27.0,8.0,55.55555555555556
4.0,5.0,43.0,32.0,7.0,88.88888888888889,2.0,2.0,40.0,27.0,7.0,66.66666666666666
0.0,3.0,51.0,34.0,7.0,62.5,0.0,4.0,42.0,27.0,16.0,72.72727272727273
1.0,2.0,44.0,31.0,13.0,75.0,3.0,1.0,40.0,19.0,8.0,50.0
2.0,4.0,66.0,43.0,17.0,80.0,1.0,4.0,69.0,44.0,16.0,40.0
9.0,4.0,58.0,45.0,19.0,60.0,1.0,3.0,44.0,34.0,18.0,40.0
2.0,4.0,51.0,35.0,14.0,77.77777777777779,3.0,6.0,53.0,32.0,16.0,60.0
2.0,4.0,49.0,32.0,5.0,62.5,1.0,6.0,41.0,17.0,12.0,41.66666666666667
3.0,3.0,29.0,23.0,17.0,100.0,1.0,1.0,37.0,20.0,8.0,66.66666666666666
5.0,0.0,25.0,21.0,5.0,50.0,0.0,2.0,29.0,13.0,7.0,25.0
3.0,6.0,47.0,34.0,21.0,70.0,1.0,2.0,53.0,28.0,20.0,50.0
3.0,1.0,43.0,34.0,9.0,100.0,2.0,1.0,37.0,25.0,11.0,33.33333333333333
3.0,3.0,74.0,39.0,15.0,66.66666666666666,1.0,9.0,67.0,38.0,14.0,60.0
2.0,1.0,23.0,20.0,8.0,,0.0,4.0,29.0,14.0,6.0,37.5
2.0,2.0,32.0,26.0,9.0,100.0,5.0,3.0,32.0,20.0,4.0,50.0
6.0,1.0,72.0,45.0,10.0,57.14285714285714,4.0,9.0,62.0,39.0,24.0,69.23076923076923
2.0,5.0,31.0,23.0,16.0,66.66666666666666,1.0,7.0,45.0,23.0,11.0,40.0
2.0,2.0,65.0,46.0,12.0,66.66666666666666,1.0,3.0,39.0,26.0,20.0,44.44444444444444
2.0,5.0,42.0,27.0,5.0,77.77777777777779,1.0,2.0,30.0,14.0,6.0,33.33333333333333
1.0,4.0,26.0,17.0,12.0,33.33333333333333,0.0,6.0,36.0,14.0,8.0,40.0
5.0,4.0,35.0,26.0,8.0,50.0,2.0,4.0,46.0,29.0,11.0,37.5
0.0,3.0,62.0,35.0,7.0,28.57142857142857,0.0,2.0,71.0,34.0,12.0,50.0
2.0,4.0,71.0,40.0,15.0,66.66666666666666,1.0,4.0,44.0,26.0,11.0,30.0
1.0,1.0,52.0,30.0,14.0,55.55555555555556,0.0,3.0,66.0,40.0,11.0,42.857142857142854
1.0,1.0,30.0,24.0,9.0,0.0,1.0,3.0,33.0,19.0,9.0,42.857142857142854
4.0,2.0,32.0,21.0,11.0,0.0,7.0,3.0,44.0,25.0,12.0,16.666666666666664
4.0,2.0,36.0,23.0,11.0,66.66666666666666,0.0,3.0,37.0,15.0,8.0,40.0
5.0,1.0,53.0,38.0,10.0,80.0,3.0,8.0,42.0,30.0,14.0,33.33333333333333
5.0,3.0,31.0,25.0,5.0,100.0,0.0,2.0,21.0,10.0,4.0,28.57142857142857
6.0,6.0,41.0,31.0,15.0,66.66666666666666,0.0,1.0,53.0,30.0,9.0,69.23076923076923
3.0,2.0,57.0,36.0,13.0,83.33333333333334,0.0,1.0,53.0,32.0,8.0,55.55555555555556
1.0,1.0,55.0,36.0,19.0,25.0,1.0,0.0,61.0,35.0,15.0,55.55555555555556
7.0,3.0,49.0,33.0,12.0,90.0,3.0,5.0,39.0,23.0,13.0,60.0
2.0,1.0,65.0,37.0,11.0,42.857142857142854,3.0,3.0,57.0,35.0,11.0,58.333333333333336
0.0,2.0,40.0,23.0,11.0,70.0,1.0,5.0,37.0,17.0,5.0,40.0
3.0,2.0,68.0,46.0,15.0,70.58823529411765,3.0,3.0,67.0,33.0,21.0,66.66666666666666
1.0,2.0,92.0,48.0,9.0,53.84615384615385,0.0,2.0,67.0,41.0,7.0,33.33333333333333
2.0,4.0,39.0,30.0,8.0,75.0,2.0,3.0,26.0,11.0,14.0,50.0
8.0,0.0,40.0,28.0,18.0,100.0,3.0,2.0,38.0,30.0,10.0,33.33333333333333
0.0,2.0,31.0,22.0,7.0,100.0,0.0,0.0,26.0,11.0,6.0,40.0
7.0,2.0,31.0,25.0,12.0,50.0,6.0,1.0,42.0,25.0,10.0,20.0
1.0,3.0,55.0,29.0,25.0,40.0,1.0,4.0,57.0,29.0,17.0,30.76923076923077
4.0,1.0,41.0,30.0,9.0,66.66666666666666,3.0,2.0,33.0,18.0,17.0,0.0
0.0,7.0,56.0,33.0,17.0,28.57142857142857,3.0,4.0,57.0,26.0,12.0,30.0
7.0,2.0,36.0,29.0,9.0,50.0,2.0,6.0,23.0,14.0,8.0,33.33333333333333
1.0,3.0,39.0,30.0,8.0,80.0,1.0,3.0,29.0,19.0,2.0,28.57142857142857
3.0,0.0,44.0,31.0,14.0,71.42857142857143,6.0,5.0,40.0,25.0,12.0,33.33333333333333
4.0,1.0,32.0,21.0,13.0,71.42857142857143,0.0,1.0,32.0,15.0,4.0,40.0
0.0,2.0,35.0,25.0,11.0,57.14285714285714,0.0,0.0,43.0,19.0,6.0,33.33333333333333
0.0,0.0,41.0,24.0,4.0,25.0,0.0,5.0,47.0,23.0,4.0,50.0
4.0,4.0,18.0,18.0,11.0,100.0,3.0,5.0,28.0,15.0,9.0,61.53846153846154
5.0,1.0,14.0,14.0,10.0,,3.0,1.0,32.0,12.0,3.0,53.84615384615385
8.0,0.0,45.0,33.0,4.0,0.0,1.0,4.0,41.0,23.0,15.0,62.5
7.0,8.0,75.0,49.0,15.0,45.45454545454545,7.0,9.0,74.0,46.0,21.0,50.0
3.0,1.0,28.0,18.0,11.0,25.0,0.0,3.0,34.0,19.0,8.0,25.0
2.0,4.0,52.0,33.0,30.0,50.0,1.0,5.0,64.0,39.0,18.0,40.0
5.0,1.0,42.0,32.0,13.0,50.0,0.0,4.0,44.0,28.0,10.0,25.0
4.0,5.0,44.0,32.0,12.0,0.0,4.0,6.0,36.0,22.0,8.0,44.44444444444444
0.0,1.0,34.0,21.0,11.0,20.0,0.0,4.0,53.0,29.0,5.0,53.84615384615385
7.0,3.0,41.0,27.0,17.0,33.33333333333333,6.0,2.0,64.0,34.0,14.0,71.42857142857143
4.0,6.0,53.0,36.0,20.0,50.0,6.0,12.0,62.0,41.0,14.0,14.285714285714285
1.0,2.0,33.0,24.0,15.0,33.33333333333333,1.0,5.0,30.0,17.0,13.0,42.857142857142854
2.0,4.0,29.0,23.0,5.0,33.33333333333333,1.0,2.0,37.0,17.0,3.0,45.45454545454545
2.0,0.0,27.0,19.0,13.0,75.0,1.0,2.0,39.0,20.0,6.0,50.0
3.0,2.0,32.0,20.0,20.0,60.0,10.0,2.0,38.0,25.0,13.0,33.33333333333333
2.0,1.0,28.0,22.0,9.0,66.66666666666666,2.0,4.0,31.0,14.0,15.0,44.44444444444444
0.0,1.0,46.0,29.0,10.0,60.0,3.0,6.0,55.0,30.0,6.0,50.0
8.0,0.0,25.0,18.0,15.0,80.0,0.0,1.0,19.0,7.0,5.0,16.666666666666664
0.0,0.0,70.0,38.0,5.0,16.666666666666664,1.0,3.0,45.0,20.0,10.0,25.0
0.0,11.0,67.0,37.0,12.0,53.333333333333336,2.0,4.0,46.0,29.0,14.0,22.22222222222222
0.0,2.0,34.0,24.0,8.0,50.0,2.0,2.0,27.0,17.0,7.0,28.57142857142857
4.0,1.0,55.0,39.0,18.0,75.0,3.0,3.0,48.0,28.0,14.0,57.14285714285714
2.0,3.0,31.0,23.0,5.0,40.0,3.0,5.0,34.0,18.0,5.0,41.66666666666667
4.0,1.0,34.0,26.0,8.0,100.0,0.0,3.0,21.0,13.0,11.0,20.0
3.0,0.0,37.0,23.0,12.0,66.66666666666666,1.0,6.0,28.0,13.0,12.0,54.54545454545454
0.0,3.0,39.0,24.0,11.0,66.66666666666666,5.0,1.0,30.0,16.0,7.0,28.57142857142857
1.0,4.0,33.0,27.0,17.0,80.0,3.0,4.0,22.0,17.0,14.0,40.0
2.0,6.0,66.0,37.0,14.0,57.14285714285714,0.0,0.0,69.0,32.0,2.0,33.33333333333333
0.0,1.0,42.0,30.0,7.0,100.0,0.0,7.0,26.0,14.0,11.0,42.857142857142854
1.0,3.0,46.0,24.0,15.0,30.0,3.0,4.0,57.0,32.0,10.0,58.82352941176471
3.0,1.0,48.0,33.0,9.0,100.0,0.0,1.0,30.0,18.0,6.0,42.857142857142854
4.0,0.0,54.0,41.0,21.0,33.33333333333333,8.0,3.0,60.0,46.0,20.0,66.66666666666666
4.0,2.0,31.0,29.0,7.0,50.0,0.0,0.0,52.0,24.0,8.0,44.44444444444444
0.0,0.0,21.0,12.0,2.0,0.0,0.0,0.0,22.0,12.0,4.0,66.66666666666666
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
1.0,2.0,82.0,46.0,13.0,54.54545454545454,4.0,3.0,57.0,34.0,13.0,37.5
2.0,2.0,78.0,52.0,18.0,46.666666666666664,1.0,5.0,77.0,45.0,15.0,55.55555555555556
3.0,4.0,42.0,33.0,13.0,60.0,1.0,1.0,42.0,28.0,11.0,40.0
5.0,4.0,64.0,46.0,16.0,72.72727272727273,2.0,1.0,55.0,35.0,23.0,55.55555555555556
0.0,1.0,68.0,34.0,9.0,41.66666666666667,0.0,3.0,44.0,25.0,17.0,35.714285714285715
3.0,2.0,35.0,27.0,17.0,92.3076923076923,1.0,1.0,36.0,18.0,9.0,50.0
3.0,0.0,45.0,31.0,11.0,75.0,0.0,1.0,35.0,22.0,11.0,50.0
1.0,0.0,57.0,39.0,5.0,100.0,0.0,3.0,35.0,17.0,10.0,42.857142857142854
1.0,4.0,41.0,26.0,12.0,50.0,1.0,6.0,48.0,27.0,7.0,58.333333333333336
0.0,0.0,60.0,39.0,25.0,70.0,1.0,7.0,73.0,45.0,16.0,73.33333333333333
1.0,0.0,60.0,35.0,23.0,61.53846153846154,2.0,4.0,58.0,32.0,12.0,53.84615384615385
1.0,0.0,37.0,24.0,10.0,25.0,0.0,0.0,59.0,26.0,9.0,57.14285714285714
0.0,2.0,29.0,19.0,13.0,83.33333333333334,0.0,3.0,44.0,21.0,4.0,50.0
1.0,4.0,45.0,31.0,18.0,0.0,4.0,2.0,42.0,31.0,9.0,60.0
0.0,1.0,41.0,25.0,12.0,60.0,4.0,3.0,33.0,20.0,11.0,44.44444444444444
2.0,4.0,61.0,37.0,14.0,69.23076923076923,0.0,2.0,53.0,30.0,12.0,44.44444444444444
7.0,1.0,25.0,21.0,12.0,100.0,2.0,1.0,25.0,14.0,6.0,42.857142857142854
3.0,1.0,89.0,52.0,13.0,73.33333333333333,1.0,5.0,72.0,39.0,11.0,46.15384615384615
2.0,1.0,47.0,31.0,6.0,33.33333333333333,2.0,2.0,45.0,24.0,12.0,63.63636363636363
1.0,3.0,57.0,36.0,18.0,40.0,2.0,2.0,75.0,37.0,8.0,12.5
3.0,7.0,49.0,33.0,12.0,83.33333333333334,4.0,7.0,31.0,18.0,11.0,50.0
0.0,1.0,68.0,41.0,4.0,83.33333333333334,0.0,0.0,36.0,17.0,3.0,14.285714285714285
4.0,2.0,31.0,24.0,12.0,0.0,0.0,1.0,50.0,31.0,8.0,62.5
1.0,0.0,30.0,20.0,11.0,75.0,0.0,5.0,39.0,16.0,7.0,68.75
5.0,8.0,75.0,50.0,21.0,75.0,0.0,3.0,73.0,48.0,8.0,54.54545454545454
1.0,0.0,24.0,20.0,4.0,,0.0,4.0,29.0,10.0,5.0,14.285714285714285
7.0,0.0,32.0,23.0,10.0,33.33333333333333,4.0,3.0,29.0,15.0,11.0,58.333333333333336
5.0,1.0,76.0,45.0,19.0,50.0,2.0,5.0,73.0,43.0,20.0,50.0
1.0,1.0,29.0,21.0,10.0,100.0,2.0,2.0,31.0,16.0,5.0,44.44444444444444
0.0,6.0,50.0,29.0,11.0,53.84615384615385,3.0,6.0,53.0,21.0,10.0,37.5
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
1.0,4.0,41.0,23.0,2.0,37.5,0.0,6.0,34.0,15.0,3.0,20.0
0.0,3.0,21.0,19.0,9.0,,0.0,3.0,22.0,7.0,6.0,54.54545454545454
6.0,7.0,46.0,34.0,14.0,42.857142857142854,6.0,6.0,54.0,35.0,17.0,40.0
3.0,2.0,38.0,22.0,19.0,60.0,2.0,6.0,36.0,25.0,14.0,20.0
1.0,1.0,51.0,34.0,16.0,75.0,1.0,5.0,40.0,24.0,17.0,57.14285714285714
2.0,2.0,47.0,36.0,15.0,66.66666666666666,4.0,6.0,31.0,24.0,22.0,71.42857142857143
5.0,9.0,74.0,43.0,15.0,50.0,2.0,5.0,90.0,50.0,14.0,52.94117647058824
8.0,7.0,73.0,47.0,24.0,62.5,0.0,7.0,78.0,47.0,16.0,53.84615384615385
4.0,7.0,33.0,21.0,16.0,66.66666666666666,4.0,4.0,25.0,15.0,7.0,44.44444444444444
4.0,6.0,45.0,30.0,15.0,50.0,0.0,1.0,55.0,30.0,13.0,28.57142857142857
6.0,2.0,46.0,31.0,14.0,50.0,0.0,0.0,79.0,37.0,5.0,30.0
2.0,3.0,35.0,27.0,10.0,80.0,1.0,4.0,35.0,21.0,9.0,42.857142857142854
3.0,8.0,36.0,28.0,15.0,62.5,4.0,4.0,45.0,29.0,14.0,71.42857142857143
3.0,3.0,72.0,44.0,26.0,66.66666666666666,8.0,5.0,64.0,39.0,28.0,70.58823529411765
10.0,7.0,39.0,30.0,14.0,60.0,0.0,0.0,38.0,22.0,10.0,33.33333333333333
0.0,3.0,24.0,18.0,11.0,0.0,0.0,5.0,30.0,17.0,4.0,16.666666666666664
3.0,7.0,42.0,27.0,24.0,55.55555555555556,0.0,2.0,62.0,35.0,9.0,25.0
1.0,2.0,24.0,17.0,11.0,50.0,2.0,0.0,32.0,14.0,5.0,33.33333333333333
0.0,5.0,42.0,24.0,11.0,14.285714285714285,0.0,5.0,57.0,33.0,8.0,46.15384615384615
1.0,2.0,70.0,45.0,13.0,60.0,4.0,1.0,52.0,32.0,17.0,20.0
0.0,4.0,36.0,28.0,9.0,50.0,0.0,1.0,37.0,20.0,2.0,16.666666666666664
2.0,5.0,55.0,38.0,12.0,60.0,1.0,3.0,60.0,37.0,11.0,53.84615384615385
1.0,3.0,33.0,24.0,9.0,60.0,0.0,4.0,34.0,17.0,7.0,28.57142857142857
2.0,9.0,35.0,27.0,16.0,50.0,4.0,4.0,49.0,27.0,15.0,64.28571428571429
4.0,4.0,45.0,29.0,12.0,70.0,0.0,1.0,52.0,27.0,7.0,54.54545454545454
4.0,3.0,58.0,40.0,10.0,33.33333333333333,6.0,7.0,42.0,25.0,29.0,56.25
4.0,1.0,24.0,21.0,5.0,66.66666666666666,4.0,5.0,21.0,12.0,5.0,50.0
2.0,2.0,95.0,60.0,14.0,61.53846153846154,15.0,4.0,61.0,42.0,22.0,37.5
1.0,5.0,29.0,25.0,7.0,0.0,1.0,0.0,31.0,18.0,6.0,28.57142857142857
2.0,0.0,35.0,24.0,9.0,0.0,0.0,5.0,32.0,20.0,12.0,68.75
2.0,4.0,31.0,28.0,5.0,50.0,1.0,2.0,28.0,16.0,6.0,44.44444444444444
3.0,1.0,21.0,20.0,9.0,100.0,1.0,3.0,23.0,12.0,13.0,50.0
2.0,3.0,50.0,27.0,14.0,40.0,1.0,2.0,51.0,28.0,11.0,0.0
9.0,6.0,62.0,41.0,14.0,70.0,4.0,8.0,39.0,23.0,20.0,50.0
0.0,0.0,50.0,34.0,17.0,66.66666666666666,1.0,3.0,58.0,36.0,20.0,76.19047619047619
5.0,1.0,29.0,24.0,4.0,100.0,0.0,2.0,29.0,10.0,3.0,25.0
3.0,2.0,26.0,23.0,9.0,,1.0,3.0,38.0,20.0,10.0,50.0
0.0,1.0,34.0,22.0,14.0,75.0,1.0,6.0,26.0,15.0,9.0,50.0
5.0,7.0,45.0,29.0,11.0,71.42857142857143,1.0,3.0,28.0,12.0,9.0,45.45454545454545
2.0,0.0,30.0,21.0,8.0,50.0,0.0,4.0,29.0,12.0,3.0,33.33333333333333
1.0,1.0,37.0,26.0,11.0,100.0,1.0,0.0,31.0,16.0,9.0,50.0
7.0,4.0,57.0,39.0,10.0,20.0,0.0,8.0,59.0,34.0,7.0,56.25
3.0,3.0,50.0,37.0,13.0,60.0,0.0,0.0,48.0,29.0,14.0,50.0
1.0,2.0,32.0,19.0,12.0,57.14285714285714,0.0,0.0,54.0,24.0,3.0,45.45454545454545
2.0,4.0,55.0,36.0,10.0,40.0,0.0,5.0,54.0,26.0,7.0,36.36363636363637
2.0,4.0,43.0,27.0,19.0,42.857142857142854,6.0,1.0,51.0,29.0,17.0,50.0
1.0,1.0,30.0,23.0,13.0,,1.0,1.0,33.0,20.0,8.0,57.14285714285714
9.0,3.0,45.0,36.0,14.0,100.0,0.0,2.0,38.0,28.0,8.0,33.33333333333333
3.0,5.0,69.0,43.0,11.0,45.45454545454545,1.0,1.0,82.0,47.0,12.0,50.0
4.0,1.0,28.0,24.0,8.0,75.0,0.0,9.0,35.0,23.0,8.0,58.333333333333336
4.0,4.0,59.0,42.0,11.0,0.0,1.0,4.0,57.0,40.0,12.0,62.5
0.0,2.0,74.0,42.0,22.0,61.111111111111114,1.0,3.0,63.0,33.0,16.0,42.857142857142854
2.0,2.0,27.0,17.0,8.0,75.0,0.0,1.0,18.0,4.0,8.0,40.0
3.0,2.0,59.0,34.0,24.0,42.857142857142854,3.0,2.0,64.0,35.0,21.0,58.333333333333336
2.0,3.0,51.0,31.0,15.0,61.53846153846154,0.0,3.0,53.0,23.0,7.0,58.82352941176471
1.0,8.0,62.0,37.0,23.0,66.66666666666666,6.0,4.0,43.0,30.0,14.0,60.0
0.0,0.0,26.0,23.0,6.0,0.0,0.0,6.0,40.0,24.0,7.0,61.53846153846154
