tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,num_sets,l_pctbpSaved,w_pctbpSaved
2016-1082,Prague,Clay,32,I,20160425,291,201325,4,,Samantha Stosur,R,172.0,AUS,32.07118412,25.0,1870.0,214954,,WC,Marketa Vondrousova,L,173.0,CZE,16.82683094,339.0,112.0,6-3 6-4,3,R16,83.0,3.0,3.0,62.0,32.0,26.0,20.0,10.0,6.0,6.0,4.0,6.0,67.0,38.0,26.0,13.0,9.0,7.0,9.0,2,77.77777777777779,100.0
2016-1090,Bol,Clay,32,I,20160530,287,201523,,,Marina Erakovic,R,174.0,NZL,28.23271732,134.0,451.0,203500,,,Sachia Vickery,R,162.0,USA,21.05407255,165.0,343.0,6-4 6-4,3,R16,96.0,2.0,3.0,79.0,57.0,37.0,14.0,10.0,7.0,8.0,3.0,3.0,67.0,37.0,22.0,16.0,10.0,1.0,4.0,2,25.0,87.5
2016-520,French Open,Clay,128,G,20160523,178,201426,,,Pauline Parmentier,R,175.0,FRA,30.30800821,88.0,757.0,201604,,,Irina Falconi,R,163.0,USA,26.05338809,63.0,1005.0,6-3 6-1,3,R64,58.0,1.0,1.0,42.0,24.0,20.0,13.0,8.0,1.0,1.0,0.0,1.0,53.0,38.0,21.0,6.0,8.0,2.0,6.0,2,33.33333333333333,100.0
2016-M021,Madrid,Clay,64,P,20160502,287,201325,,,Samantha Stosur,R,172.0,AUS,32.09034908,23.0,1995.0,201521,8,,Carla Suarez Navarro,R,162.0,ESP,27.6605065,11.0,3160.0,4-6 6-2 6-3,3,R16,117.0,3.0,2.0,101.0,75.0,48.0,11.0,14.0,7.0,11.0,1.0,0.0,67.0,56.0,31.0,7.0,13.0,5.0,11.0,3,45.45454545454545,63.63636363636363
2016-M052,Rio de Janeiro,Clay,32,I,20160215,291,206183,,Q,Cindy Burger,R,,NED,23.22245038,187.0,273.0,202467,,Q,Elitsa Kostova,U,,BUL,25.85078713,258.0,169.0,6-3 6-0,3,R16,67.0,3.0,2.0,39.0,19.0,15.0,14.0,7.0,0.0,0.0,0.0,4.0,53.0,34.0,19.0,5.0,8.0,1.0,6.0,2,16.666666666666664,
2016-1082,Prague,Clay,32,I,20160425,286,201425,2,,Lucie Safarova,L,177.0,CZE,29.22108145,16.0,2714.0,201556,,,Lucie Hradecka,R,177.0,CZE,30.92950034,115.0,578.0,6-4 2-0 RET,3,R16,55.0,5.0,2.0,39.0,24.0,21.0,4.0,6.0,6.0,7.0,0.0,1.0,34.0,19.0,11.0,6.0,6.0,1.0,4.0,2,25.0,85.71428571428571
2016-W-FC-2016-WG-PO-AUS-USA-01,Fed Cup WG R1: AUS vs USA,Clay,4,D,20160416,3,201535,,,Coco Vandeweghe,R,185.0,USA,24.34770705,36.0,1326.0,201325,,,Samantha Stosur,R,172.0,AUS,32.03285421,26.0,1870.0,2-6 7-5 6-4,3,RR,138.0,10.0,6.0,88.0,46.0,36.0,21.0,15.0,5.0,8.0,3.0,1.0,87.0,66.0,44.0,15.0,15.0,8.0,11.0,3,72.72727272727273,62.5
2016-M021,Madrid,Clay,64,P,20160502,285,201495,,,Dominika Cibulkova,R,161.0,SVK,26.98973306,38.0,1301.0,201614,,,Caroline Garcia,R,177.0,FRA,22.54346338,49.0,1135.0,0-6 6-3 6-4,3,R32,110.0,2.0,2.0,72.0,56.0,37.0,5.0,12.0,2.0,6.0,3.0,3.0,73.0,51.0,34.0,10.0,13.0,1.0,5.0,3,20.0,33.33333333333333
2016-M052,Rio de Janeiro,Clay,32,I,20160215,283,202536,,,Ana Bogdan,R,172.0,ROU,23.22245038,160.0,341.0,206194,,WC,Gabriela Ce,L,,BRA,22.954141,246.0,185.0,6-2 6-3,3,R32,88.0,0.0,1.0,67.0,42.0,28.0,10.0,9.0,3.0,5.0,0.0,4.0,51.0,37.0,19.0,4.0,8.0,2.0,7.0,2,28.57142857142857,60.0
2016-520,French Open,Clay,128,G,20160523,157,201596,,,Johanna Larsson,R,174.0,SWE,27.76454483,62.0,1023.0,202663,,,Magda Linette,R,171.0,POL,24.27652293,84.0,791.0,6-3 4-6 7-5,3,R128,142.0,1.0,0.0,121.0,84.0,53.0,14.0,16.0,18.0,24.0,1.0,0.0,97.0,79.0,39.0,10.0,15.0,4.0,11.0,3,36.36363636363637,75.0
2016-M009,Rome,Clay,64,P,20160509,289,201490,11,,Timea Bacsinszky,R,170.0,SUI,26.91854894,10.0,3065.0,201521,8,,Carla Suarez Navarro,R,162.0,ESP,27.67967146,11.0,3065.0,5-7 7-5 6-2,3,R16,157.0,1.0,2.0,111.0,92.0,48.0,9.0,16.0,7.0,13.0,0.0,2.0,95.0,67.0,41.0,7.0,16.0,4.0,12.0,3,33.33333333333333,53.84615384615385
2016-1027,Istanbul,Clay,32,I,20160418,282,203575,5,,Danka Kovinic,R,169.0,MNE,21.41546886,60.0,1008.0,201597,,,Kurumi Nara,R,155.0,JPN,24.30116359,84.0,780.0,6-3 6-3,3,R32,75.0,5.0,2.0,61.0,26.0,18.0,18.0,9.0,4.0,7.0,0.0,4.0,51.0,36.0,15.0,7.0,9.0,2.0,8.0,2,25.0,57.14285714285714
2016-0894,Bogota,Clay,32,I,20160411,276,203500,,,Sachia Vickery,R,162.0,USA,20.91991786,175.0,303.0,202464,,WC,Yuliana Lizarazo,R,,COL,22.88569473,996.0,9.0,7-6(3) 6-1,3,R32,106.0,4.0,4.0,70.0,37.0,26.0,18.0,9.0,4.0,5.0,0.0,3.0,69.0,47.0,27.0,9.0,10.0,3.0,7.0,2,42.857142857142854,80.0
2016-M021,Madrid,Clay,64,P,20160502,243,201325,,,Samantha Stosur,R,172.0,AUS,32.09034908,23.0,1995.0,204427,,WC,Sara Sorribes Tormo,R,176.0,ESP,19.56468172,195.0,270.0,6-1 6-3,3,R64,67.0,1.0,4.0,45.0,26.0,17.0,12.0,8.0,1.0,3.0,0.0,6.0,56.0,36.0,14.0,8.0,8.0,4.0,10.0,2,40.0,33.33333333333333
2016-1079,Bucharest,Clay,32,I,20160711,275,202685,,Q,Misa Eguchi,R,173.0,JPN,24.22997947,159.0,360.0,201640,,,Maria Teresa Torro Flor,R,173.0,ESP,24.19164956,208.0,261.0,6-1 6-2,3,R32,63.0,0.0,1.0,43.0,34.0,24.0,5.0,7.0,2.0,3.0,1.0,5.0,53.0,33.0,15.0,6.0,8.0,5.0,11.0,2,45.45454545454545,66.66666666666666
