tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,num_sets,l_pctbpSaved,w_pctbpSaved
2016-M007,Miami,Hard,128,P,20160321,241,211768,,WC,Naomi Osaka,R,180.0,JPN,18.42847365,104.0,659.0,201506,14,,Sara Errani,R,164.0,ITA,28.89527721,18.0,2530.0,6-1 6-3,3,R64,65.0,3.0,1.0,45.0,28.0,21.0,11.0,8.0,3.0,4.0,0.0,0.0,58.0,52.0,24.0,3.0,8.0,6.0,11.0,2,54.54545454545454,75.0
2016-M006,Indian Wells,Hard,128,P,20160307,245,214082,,,Darya Kasatkina,R,170.0,RUS,18.83367556,48.0,1137.0,204431,,LL,Anna Lena Friedsam,R,174.0,GER,22.09445585,61.0,1000.0,7-5 6-3,3,R64,87.0,2.0,2.0,62.0,46.0,34.0,7.0,10.0,2.0,3.0,6.0,5.0,77.0,48.0,32.0,11.0,11.0,7.0,11.0,2,63.63636363636363,66.66666666666666
2016-0602,New Haven,Hard,32,I,20160822,290,201505,,,Ekaterina Makarova,L,178.0,RUS,28.20807666,36.0,1483.0,201545,,Q,Anastasija Sevastova,U,169.0,LAT,26.36002738,52.0,1026.0,6-3 6-2,3,R16,62.0,2.0,2.0,51.0,43.0,27.0,4.0,8.0,8.0,10.0,1.0,4.0,62.0,34.0,17.0,10.0,9.0,10.0,16.0,2,62.5,80.0
2016-1056,Tokyo,Hard,32,I,20160919,275,201496,,,Caroline Wozniacki,R,177.0,DEN,26.19301848,28.0,1581.0,202505,,,Belinda Bencic,R,175.0,SUI,19.52908966,26.0,1602.0,6-2 5-7 6-1,3,R32,105.0,10.0,3.0,85.0,59.0,43.0,11.0,14.0,6.0,9.0,2.0,6.0,71.0,39.0,27.0,12.0,13.0,2.0,8.0,3,25.0,66.66666666666666
2016-M024,Cincinnati,Hard,64,P,20160815,280,201499,16,,Anastasia Pavlyuchenkova,R,177.0,RUS,25.11978097,18.0,2280.0,201597,,Q,Kurumi Nara,R,155.0,JPN,24.62696783,86.0,758.0,7-6(5) 6-1,3,R32,99.0,3.0,4.0,70.0,39.0,29.0,14.0,10.0,2.0,4.0,1.0,5.0,72.0,48.0,26.0,10.0,9.0,5.0,9.0,2,55.55555555555556,50.0
2016-1059,Taipei,Hard,32,I,20161114,290,201523,8,,Marina Erakovic,R,174.0,NZL,28.69267625,113.0,541.0,206368,,,Veronika Kudermetova,R,,RUS,19.55920602,209.0,257.0,7-5 6-3,3,R16,88.0,2.0,4.0,74.0,51.0,36.0,10.0,11.0,9.0,11.0,6.0,3.0,64.0,37.0,26.0,9.0,10.0,2.0,6.0,2,33.33333333333333,81.81818181818183
2016-1056,Tokyo,Hard,32,I,20160919,298,201496,,,Caroline Wozniacki,R,177.0,DEN,26.19301848,28.0,1581.0,201474,2,,Agnieszka Radwanska,R,170.0,POL,27.54004107,4.0,5815.0,4-6 7-5 6-4,3,SF,170.0,1.0,4.0,98.0,69.0,41.0,13.0,16.0,3.0,9.0,4.0,4.0,118.0,70.0,44.0,20.0,16.0,8.0,15.0,3,53.333333333333336,33.33333333333333
2016-1095,Honolulu,Hard,32,I,20161121,279,215042,,WC,Katie Swan,R,170.0,GBR,17.66461328,429.0,78.0,214541,,WC,Fanny Stollar,R,172.0,HUN,18.02600958,285.0,163.0,6-4 1-6 6-1,3,R32,131.0,5.0,6.0,84.0,33.0,19.0,28.0,12.0,6.0,10.0,1.0,4.0,76.0,38.0,23.0,20.0,12.0,7.0,12.0,3,58.333333333333336,60.0
2016-1003,Doha,Hard,64,I,20160222,276,201311,9,,Roberta Vinci,R,163.0,ITA,33.01026694,10.0,3325.0,214082,,,Darya Kasatkina,R,170.0,RUS,18.79534565,47.0,1082.0,2-6 6-4 7-6(3),3,R32,138.0,3.0,4.0,123.0,74.0,45.0,24.0,15.0,10.0,15.0,3.0,3.0,95.0,66.0,42.0,11.0,15.0,2.0,6.0,3,33.33333333333333,66.66666666666666
2016-1049,Auckland,Hard,32,I,20160104,272,202489,,,Carina Witthoeft,R,176.0,GER,20.88158795,64.0,913.0,213583,,,Tatjana Maria,R,172.0,GER,28.40793977,74.0,824.0,6-2 7-6(3),3,R32,91.0,4.0,5.0,79.0,47.0,30.0,18.0,10.0,6.0,8.0,8.0,2.0,65.0,34.0,23.0,12.0,10.0,3.0,7.0,2,42.857142857142854,75.0
2016-1050,Hobart,Hard,32,I,20160111,271,211702,,,Nao Hibino,R,163.0,JPN,21.11978097,58.0,955.0,201426,,LL,Pauline Parmentier,R,175.0,FRA,29.94387406,120.0,523.0,7-6(1) 6-1,3,R32,96.0,4.0,4.0,77.0,48.0,31.0,18.0,10.0,5.0,7.0,4.0,2.0,59.0,29.0,17.0,13.0,9.0,2.0,6.0,2,33.33333333333333,71.42857142857143
2016-W-FC-2016-WG-M-CZE-ROU-01,Fed Cup WG R1: CZE vs ROU,Hard,4,D,20160206,1,201662,,,Karolina Pliskova,R,184.0,CZE,23.86584531,13.0,3090.0,201594,,,Simona Halep,R,168.0,ROU,24.34770705,3.0,5545.0,6-7(4) 6-4 6-2,3,RR,154.0,6.0,1.0,102.0,58.0,44.0,19.0,15.0,4.0,8.0,8.0,1.0,124.0,83.0,49.0,17.0,15.0,12.0,19.0,3,63.1578947368421,50.0
2016-0406,Strasbourg,Hard,32,I,20160516,281,201325,3,,Samantha Stosur,R,172.0,AUS,32.12867899,23.0,2270.0,201616,,Q,Lauren Davis,R,157.0,USA,22.60095825,115.0,584.0,6-3 7-5,3,R32,99.0,10.0,7.0,69.0,39.0,30.0,14.0,11.0,3.0,5.0,0.0,0.0,61.0,38.0,22.0,10.0,10.0,2.0,6.0,2,33.33333333333333,60.0
2016-W-FC-2016-WG-M-CZE-SUI-01,Fed Cup WG SF: CZE vs SUI,Hard,4,D,20160416,3,201662,,,Karolina Pliskova,R,184.0,CZE,24.05749487,18.0,2590.0,201490,,,Timea Bacsinszky,R,170.0,SUI,26.84188912,17.0,2735.0,6-4 6-2,3,RR,74.0,4.0,5.0,55.0,31.0,28.0,11.0,9.0,4.0,4.0,2.0,1.0,51.0,32.0,21.0,8.0,9.0,1.0,4.0,2,25.0,100.0
