tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,num_sets,l_pctbpSaved,w_pctbpSaved
2016-0806,Montreal,Hard,64,I,20160725,289,201320,9,,Svetlana Kuznetsova,R,174.0,RUS,31.07734428,11.0,2900.0,201520,12,,Petra Kvitova,L,183.0,CZE,26.38193018,13.0,2816.0,7-6(2) 6-3,3,R16,104.0,1.0,6.0,86.0,49.0,31.0,16.0,11.0,7.0,11.0,3.0,6.0,59.0,28.0,21.0,10.0,10.0,4.0,9.0,2,44.44444444444444,63.63636363636363
2016-O16,Olympics,Hard,64,I,20160808,160,201620,,,Monica Puig,R,170.0,PUR,22.86379192,34.0,1560.0,201520,11,,Petra Kvitova,L,183.0,CZE,26.420260100000004,14.0,2920.0,6-4 1-6 6-3 ,3,SF,113.0,4.0,3.0,77.0,47.0,27.0,16.0,13.0,3.0,8.0,9.0,7.0,78.0,42.0,26.0,18.0,13.0,8.0,13.0,3,61.53846153846154,37.5
2016-0602,New Haven,Hard,32,I,20160822,299,201474,1,,Agnieszka Radwanska,R,170.0,POL,27.46338125,4.0,5340.0,201520,6,,Petra Kvitova,L,183.0,CZE,26.45859001,15.0,2865.0,6-1 6-1,3,SF,77.0,1.0,1.0,51.0,29.0,21.0,13.0,7.0,1.0,1.0,1.0,3.0,52.0,29.0,13.0,9.0,7.0,5.0,10.0,2,50.0,100.0
2016-560,Us Open,Hard,128,G,20160829,219,201493,2,,Angelique Kerber,L,173.0,GER,28.61327858,2.0,6860.0,201520,14,,Petra Kvitova,L,183.0,CZE,26.47775496,16.0,2580.0,6-3 7-5,3,R16,87.0,0.0,2.0,62.0,40.0,29.0,11.0,11.0,2.0,3.0,0.0,7.0,69.0,38.0,29.0,9.0,10.0,4.0,8.0,2,50.0,66.66666666666666
2016-1056,Tokyo,Hard,32,I,20160919,287,201620,,,Monica Puig,R,170.0,PUR,22.97878166,33.0,1500.0,201520,7,,Petra Kvitova,L,183.0,CZE,26.53524983,16.0,2390.0,1-6 6-4 6-4,3,R16,138.0,4.0,5.0,94.0,58.0,40.0,17.0,13.0,10.0,13.0,6.0,7.0,84.0,53.0,40.0,15.0,14.0,4.0,7.0,3,57.14285714285714,76.92307692307693
2016-M015,Beijing,Hard,64,P,20161003,294,201619,8,,Madison Keys,R,178.0,USA,21.62628337,9.0,3417.0,201520,14,,Petra Kvitova,L,183.0,CZE,26.57357974,11.0,3185.0,6-3 6-7(2) 7-6(5),3,QF,161.0,5.0,4.0,126.0,69.0,48.0,26.0,17.0,14.0,18.0,3.0,8.0,108.0,61.0,42.0,23.0,16.0,5.0,10.0,3,50.0,77.77777777777779
2016-0300,Luxembourg,Hard,32,I,20161017,300,201512,,,Monica Niculescu,R,168.0,ROU,29.06228611,51.0,1160.0,201520,1,,Petra Kvitova,L,183.0,CZE,26.61190965,11.0,3390.0,6-4 6-0,3,F,68.0,0.0,1.0,44.0,38.0,28.0,2.0,8.0,4.0,5.0,1.0,1.0,46.0,29.0,17.0,4.0,8.0,6.0,11.0,2,54.54545454545454,80.0
2016-W-FC-2016-WG-M-CZE-FRA-01,Fed Cup WG F: CZE vs FRA,Hard,4,D,20161112,2,201614,,,Caroline Garcia,R,177.0,FRA,23.06091718,23.0,1830.0,201520,,,Petra Kvitova,L,183.0,CZE,26.66940452,11.0,3485.0,7-6(6) 6-3,3,RR,110.0,2.0,6.0,77.0,45.0,30.0,18.0,11.0,5.0,8.0,5.0,8.0,72.0,49.0,33.0,7.0,10.0,6.0,10.0,2,60.0,62.5
2016-W-FC-2016-WG-M-CZE-ROU-01,Fed Cup WG R1: CZE vs ROU,Hard,4,D,20160206,2,201512,,,Monica Niculescu,R,168.0,ROU,28.35318275,37.0,1305.0,201520,,,Petra Kvitova,L,183.0,CZE,25.9028063,9.0,3582.0,6-3 6-4,3,RR,112.0,3.0,3.0,69.0,46.0,27.0,14.0,10.0,5.0,7.0,1.0,3.0,76.0,47.0,22.0,14.0,9.0,9.0,14.0,2,64.28571428571429,71.42857142857143
2016-W-FC-2016-WG-M-CZE-ROU-01,Fed Cup WG R1: CZE vs ROU,Hard,4,D,20160206,3,201594,,,Simona Halep,R,168.0,ROU,24.34770705,3.0,5545.0,201520,,,Petra Kvitova,L,183.0,CZE,25.9028063,9.0,3582.0,6-4 3-6 6-3,3,RR,131.0,1.0,5.0,92.0,60.0,40.0,14.0,14.0,9.0,13.0,4.0,5.0,90.0,69.0,42.0,9.0,14.0,6.0,11.0,3,54.54545454545454,69.23076923076923
