surface,winner_hand,winner_ht,winner_age,winner_rank,loser_name,loser_hand,loser_ht,loser_age,loser_rank,score,num_sets
Hard,R,168.0,25.96577687,60.0,Camila Giorgi,R,168.0,24.22450376,43.0,6-4 6-3,2
Hard,R,183.0,21.5523614,41.0,Annika Beck,R,170.0,22.091718,40.0,6-3 7-5,2
Hard,R,167.0,27.66872005,50.0,Beatriz Haddad Maia,L,,19.80835044,264.0,7-6(2) 6-1,2
Hard,R,182.0,26.41752225,47.0,Karin Knapp,R,180.0,28.73100616,70.0,6-2 6-1,2
Hard,R,170.0,23.8384668,69.0,Petra Cetkovska,R,172.0,31.11293635,132.0,6-1 6-0,2
Hard,R,180.0,27.38124572,66.0,Nao Hibino,R,163.0,21.31143053,63.0,7-6(6) 6-4,2
Hard,R,170.0,18.87200548,36.0,Kateryna Bondarenko,R,175.0,29.61806982,59.0,6-2 1-6 6-2,3
Hard,R,185.0,24.29021218,38.0,Samantha Crawford,R,188.0,21.08692676,109.0,6-4 7-5,2
Hard,R,173.0,30.19849418,664.0,Alison Van Uytvanck,R,173.0,21.98767967,53.0,6-3 7-5,2
Hard,R,169.0,21.33880903,51.0,Denisa Allertova,R,180.0,23.03901437,55.0,7-6(5) 6-4,2
Hard,R,176.0,29.63723477,96.0,Jana Cepelova,R,168.0,22.81177276,126.0,7-5 6-3,2
Hard,R,170.0,22.48049281,67.0,Catherine Cartan Bellis,R,170.0,16.95277207,219.0,4-6 6-3 6-2,3
Hard,R,171.0,24.10403833,110.0,Bethanie Mattek Sands,R,168.0,30.99520876,87.0,6-4 6-7(7) 6-3,3
Hard,R,168.0,23.04996578,74.0,Yulia Putintseva,R,163.0,21.2019165,58.0,6-4 6-2,2
Hard,R,161.0,26.87474333,54.0,Johanna Larsson,R,174.0,27.59206023,57.0,4-6 6-1 6-2,3
Hard,L,184.0,24.0,101.0,Paula Badosa,U,,18.34633812,222.0,6-3 6-3,2
Hard,R,181.0,25.5687885,35.0,Maria Sakkari,R,172.0,20.65708419,131.0,6-1 6-3,2
Hard,R,165.0,30.19301848,65.0,Laura Robson,L,180.0,22.16290212,504.0,7-6(4) 6-2,2
Hard,R,177.0,30.83367556,85.0,Eugenie Bouchard,R,178.0,22.06707734,45.0,6-4 3-6 6-2,3
Hard,R,180.0,18.42847365,104.0,Pauline Parmentier,R,175.0,30.13552361,111.0,6-2 2-6 6-2,3
Hard,R,179.0,22.86379192,49.0,Anna Tatishvili,R,171.0,26.12731006,117.0,7-6(2) 6-2,2
Hard,R,182.0,24.27926078,108.0,Saisai Zheng,R,170.0,22.12183436,62.0,6-3 6-2,2
Hard,R,164.0,29.98220397,32.0,Anna Lena Friedsam,R,174.0,22.13278576,52.0,6-2 6-0,2
Clay,R,170.0,23.04175222,25.0,Elena Vesnina,R,176.0,29.67556468,85.0,7-6(4) 6-2,2
Clay,R,170.0,23.04175222,25.0,Angelique Kerber,L,173.0,28.21081451,2.0,6-1 3-0 RET,2
Clay,R,176.0,29.67556468,85.0,Sara Errani,R,164.0,28.93360712,20.0,6-4 4-6 6-2,3
Clay,L,173.0,28.21081451,2.0,Irina Camelia Begu,R,181.0,25.60711841,34.0,6-2 6-3,2
Clay,R,170.0,23.04175222,25.0,Darya Kasatkina,R,170.0,18.91033539,35.0,6-1 5-7 7-5,3
Clay,R,164.0,28.93360712,20.0,Yulia Putintseva,R,163.0,21.24024641,61.0,7-6(2) 6-1,2
Clay,R,176.0,29.67556468,85.0,Laura Siegemund,R,168.0,28.08487337,75.0,7-5 6-4,2
Clay,L,173.0,28.21081451,2.0,Kristina Kucova,R,163.0,25.86721424,142.0,6-2 6-3,2
Clay,R,181.0,25.60711841,34.0,Monica Puig,R,170.0,22.51882272,62.0,1-6 6-2 7-6(4),3
Clay,R,170.0,18.91033539,35.0,Louisa Chirico,R,175.0,19.88501027,126.0,6-0 6-4,2
Clay,R,170.0,23.04175222,25.0,Daria Gavrilova,R,166.0,22.08350445,37.0,6-4 6-3,2
Clay,R,164.0,28.93360712,20.0,Samantha Stosur,R,172.0,32.01368925,26.0,6-4 7-6(5),2
Clay,R,163.0,21.24024641,61.0,Venus Williams,R,185.0,35.79739904,14.0,7-6(5) 2-6 6-4,3
Clay,R,168.0,28.08487337,75.0,Mirjana Lucic,R,181.0,34.07255305,74.0,7-5 6-2,2
Clay,R,176.0,29.67556468,85.0,Lourdes Dominguez Lino,R,163.0,35.01163587,112.0,6-1 6-3,2
Clay,L,173.0,28.21081451,2.0,Lara Arruabarrena,R,166.0,24.04106776,80.0,6-2 5-7 7-6(3),3
Clay,R,163.0,25.86721424,142.0,Kateryna Bondarenko,R,175.0,29.65639973,63.0,0-6 6-3 6-3,3
Clay,R,181.0,25.60711841,34.0,Bethanie Mattek Sands,R,168.0,31.03353867,89.0,6-4 4-6 6-2,3
Clay,R,170.0,22.51882272,62.0,Andrea Petkovic,R,180.0,28.56947296,28.0,7-5 6-2,2
Clay,R,175.0,19.88501027,126.0,Lucie Safarova,L,177.0,29.16358658,15.0,6-3 6-3,2
Clay,R,170.0,18.91033539,35.0,Ana Konjuh,R,174.0,18.2696783,79.0,6-1 6-1,2
Clay,R,166.0,22.08350445,37.0,Shuai Zhang,R,177.0,27.20054757,64.0,6-4 6-0,2
Clay,R,170.0,23.04175222,25.0,Danka Kovinic,R,169.0,21.37713895,50.0,6-4 6-3,2
Clay,R,164.0,28.93360712,20.0,Yaroslava Shvedova,R,180.0,28.56125941,70.0,6-0 6-3,2
Clay,R,172.0,32.01368925,26.0,Jana Cepelova,R,168.0,22.85010267,121.0,6-4 7-5,2
Clay,R,163.0,21.24024641,61.0,Sabine Lisicki,R,178.0,26.53251198,51.0,7-5 4-6 6-3,3
Clay,R,185.0,35.79739904,14.0,Alison Riske,R,175.0,25.75496235,94.0,6-4 6-2,2
Clay,R,168.0,28.08487337,75.0,Madison Keys,R,178.0,21.12799452,22.0,6-7(3) 6-4 6-4,3
Clay,R,181.0,34.07255305,74.0,Kristina Mladenovic,R,184.0,22.89117043,29.0,4-6 6-4 7-6(13),3
Clay,R,163.0,35.01163587,112.0,Eugenie Bouchard,R,178.0,22.10540726,46.0,6-4 1-6 1-0 RET,3
Clay,R,176.0,29.67556468,85.0,Belinda Bencic,R,175.0,19.06913073,10.0,6-1 6-1,2
Clay,R,166.0,24.04106776,80.0,Shelby Rogers,R,175.0,23.47433265,108.0,6-4 3-6 6-4,3
Clay,R,163.0,25.86721424,142.0,Madison Brengle,R,168.0,26.00410678,54.0,7-5 6-2,2
Clay,R,175.0,29.65639973,63.0,Misaki Doi,L,159.0,24.93360712,43.0,4-6 6-3 6-1,3
Clay,R,181.0,25.60711841,34.0,Caroline Garcia,R,177.0,22.46680356,44.0,6-4 2-6 7-6(3),3
Clay,R,168.0,31.03353867,89.0,Teliana Pereira,R,167.0,27.70704997,49.0,5-7 6-3 6-2,3
Clay,R,170.0,22.51882272,62.0,Lucie Hradecka,R,177.0,30.87200548,83.0,6-3 6-2,2
Clay,R,175.0,19.88501027,126.0,Naomi Osaka,R,180.0,18.46680356,95.0,3-6 6-1 6-1,3
Clay,R,174.0,18.2696783,79.0,Sesil Karatantcheva,R,171.0,26.65571526,156.0,6-3 6-3,2
Clay,R,170.0,18.91033539,35.0,Saisai Zheng,R,170.0,22.16016427,66.0,6-2 6-1,2
Clay,R,166.0,22.08350445,37.0,Zarina Diyas,R,172.0,22.46132786,86.0,6-1 1-6 6-3,3
Clay,R,177.0,27.20054757,64.0,Lesley Kerkhove,R,,24.41615332,176.0,6-1 6-2,2
Clay,R,169.0,21.37713895,50.0,Cagla Buyukakcay,R,172.0,26.51608487,120.0,6-1 6-3,2
Clay,R,180.0,28.56125941,70.0,Evgeniya Rodina,R,170.0,27.16221766,114.0,6-1 6-1,2
Clay,R,168.0,22.85010267,121.0,Anastasija Sevastova,U,169.0,25.97672827,90.0,4-6 6-4 6-1,3
Clay,R,172.0,32.01368925,26.0,Aleksandra Krunic,R,163.0,23.05544148,124.0,6-4 6-4,2
Clay,R,178.0,26.53251198,51.0,Irina Falconi,R,163.0,25.9192334,91.0,6-4 6-3,2
Clay,R,163.0,21.24024641,61.0,Kurumi Nara,R,155.0,24.26283368,84.0,7-6(4) 6-0,2
Clay,R,175.0,25.75496235,94.0,Frances Altick,U,,22.11362081,964.0,6-3 6-2,2
Clay,R,168.0,28.08487337,75.0,Patricia Maria Tig,R,180.0,21.68925394,131.0,4-6 6-3 6-3,3
Clay,R,181.0,34.07255305,74.0,Shuai Peng,R,173.0,30.23682409,467.0,6-2 6-1,2
Clay,R,184.0,22.89117043,29.0,Tatjana Maria,R,172.0,28.65708419,105.0,6-4 6-3,2
Clay,R,178.0,22.10540726,46.0,Alexandra Dulgheru,R,172.0,26.84736482,97.0,6-3 6-4,2
Clay,R,163.0,35.01163587,112.0,Christina Mchale,R,170.0,23.89869952,57.0,2-6 6-4 6-1,3
Clay,R,176.0,29.67556468,85.0,Cindy Burger,R,,23.35660507,159.0,7-5 6-2,2
Hard,R,161.0,26.91307324,53.0,Camila Giorgi,R,168.0,24.26283368,48.0,6-4 6-0,2
Hard,R,168.0,24.26283368,48.0,Jelena Ostapenko,R,177.0,18.82272416,38.0,6-4 6-3,2
Hard,R,161.0,26.91307324,53.0,Pauline Parmentier,R,175.0,30.17385353,113.0,7-5 6-0,2
Hard,R,177.0,18.82272416,38.0,Timea Babos,R,179.0,22.90212183,39.0,7-6(3) 2-6 6-3,3
Hard,R,168.0,24.26283368,48.0,Kirsten Flipkens,R,165.0,30.23134839,59.0,6-2 5-7 6-4,3
Hard,R,161.0,26.91307324,53.0,Francesca Schiavone,R,166.0,35.78097194,101.0,7-5 6-1,2
Hard,R,175.0,30.17385353,113.0,Magda Linette,R,171.0,24.14236824,104.0,6-2 6-4,2
Hard,R,177.0,18.82272416,38.0,Kristyna Pliskova,L,184.0,24.03832991,88.0,6-3 6-4,2
Hard,R,179.0,22.90212183,39.0,Viktorija Golubic,R,169.0,23.466119100000004,137.0,1-6 6-4 7-5,3
Hard,R,168.0,24.26283368,48.0,Ekaterina Alexandrova,U,180.0,21.3853525,264.0,4-6 6-2 6-4,3
Hard,R,165.0,30.23134839,59.0,Cristina Andreea Mitu,R,175.0,24.5338809,110.0,6-1 6-2,2
Hard,R,161.0,26.91307324,53.0,Elizaveta Kulichkova,R,176.0,19.97809719,109.0,6-2 7-5,2
Hard,R,166.0,35.78097194,101.0,Alize Cornet,R,173.0,26.19849418,45.0,7-6(5) 6-1,2
Hard,R,171.0,24.14236824,104.0,Stefanie Voegele,R,170.0,26.0698152,117.0,1-6 7-5 6-2,3
Hard,R,175.0,30.17385353,113.0,Naomi Broady,R,189.0,26.0971937,78.0,6-4 7-5,2
Hard,R,177.0,18.82272416,38.0,Daniela Hantuchova,R,181.0,32.95003422,183.0,6-1 6-1,2
Hard,L,184.0,24.03832991,88.0,Heather Watson,R,170.0,23.87679671,55.0,6-2 3-6 6-4,3
Hard,R,169.0,23.466119100000004,137.0,Paula Kania,R,168.0,23.40862423,154.0,6-7(2) 6-1 6-2,3
Hard,R,179.0,22.90212183,39.0,Jesika Maleckova,R,,21.63449692,223.0,6-3 7-5,2
Hard,R,168.0,24.26283368,48.0,Aliaksandra Sasnovich,R,174.0,22.03696099,100.0,6-4 6-4,2
Hard,U,180.0,21.3853525,264.0,Klara Koukalova,R,166.0,34.10814511,115.0,6-0 7-6(5),2
Hard,R,175.0,24.5338809,110.0,Romina Oprandi,R,168.0,30.01779603,134.0,4-6 6-2 7-5,3
Hard,R,165.0,30.23134839,59.0,Donna Vekic,R,179.0,19.76728268,92.0,6-1 6-4,2
Hard,R,161.0,26.91307324,53.0,Carina Witthoeft,R,176.0,21.13073238,82.0,6-7(6) 6-4 7-6(3),3
Hard,R,176.0,19.97809719,109.0,Vera Lapko,R,,17.51403149,658.0,7-6(4) 6-0,2
Hard,R,166.0,35.78097194,101.0,Valeriya Strakhova,U,,20.82135524,236.0,6-4 6-3,2
Hard,R,173.0,26.19849418,45.0,Isabella Shinikova,R,,24.44353183,234.0,6-2 6-7(5) 6-3,3
Hard,R,170.0,26.0698152,117.0,Lesia Tsurenko,R,174.0,26.84736482,42.0,6-4 6-0,2
Hard,R,171.0,24.14236824,104.0,Anastasiya Shoshyna,U,,18.34360027,707.0,6-1 7-6(5),2
Hard,R,189.0,26.0971937,78.0,Karin Knapp,R,180.0,28.76933607,72.0,6-7(6) 6-4 6-4,3
Hard,R,175.0,30.17385353,113.0,Anna Karolina Schmiedlova,R,176.0,21.5578371,31.0,6-2 6-0,2
Clay,R,163.0,25.93839836,92.0,Silvia Soler Espinosa,R,169.0,28.39425051,170.0,6-2 2-6 6-4,3
Clay,R,169.0,28.39425051,170.0,Paula Cristina Goncalves,R,173.0,25.66735113,238.0,6-4 6-7(4) 6-2,3
Clay,R,163.0,25.93839836,92.0,Lara Arruabarrena,R,166.0,24.06023272,86.0,6-3 4-6 6-2,3
Clay,R,173.0,25.66735113,238.0,Alexandra Panova,R,,27.11019849,155.0,6-4 6-3,2
Clay,R,169.0,28.39425051,170.0,Amra Sadikovic,R,186.0,26.93223819,168.0,6-4 6-4,2
Clay,R,166.0,24.06023272,86.0,Sachia Vickery,R,162.0,20.91991786,175.0,6-2 6-0,2
Clay,R,163.0,25.93839836,92.0,Catalina Pella,R,,23.19233402,274.0,6-1 6-4,2
Clay,R,,27.11019849,155.0,Conny Perrin,R,,25.29500342,255.0,7-6(7) 7-6(7),2
Clay,R,173.0,25.66735113,238.0,Tatjana Maria,R,172.0,28.67624914,105.0,6-4 6-3,2
Clay,R,186.0,26.93223819,168.0,Rebecca Peterson,R,173.0,20.68172485,134.0,6-4 6-4,2
Clay,R,169.0,28.39425051,170.0,Anna Tatishvili,R,171.0,26.18480493,115.0,6-7(5) 6-4 6-1,3
Clay,R,162.0,20.91991786,175.0,Lourdes Dominguez Lino,R,163.0,35.03080082,106.0,6-0 2-6 6-3,3
Clay,R,166.0,24.06023272,86.0,Anne Schaefer,R,,29.11430527,193.0,6-1 6-0,2
Clay,R,163.0,25.93839836,92.0,Sherazad Reix,L,,27.02258727,233.0,6-3 7-6(2),2
Clay,R,,23.19233402,274.0,Elitsa Kostova,U,,26.00410678,217.0,6-3 6-2,2
Clay,R,,27.11019849,155.0,Elina Svitolina,R,174.0,21.5797399,16.0,7-5 1-6 7-6(6),3
Clay,R,,25.29500342,255.0,Romina Oprandi,R,,30.03696099,135.0,6-4 7-6(5),2
Clay,R,173.0,25.66735113,238.0,Veronica Cepede Royg,R,163.0,24.22176591,161.0,5-7 6-4 6-2,3
Clay,R,172.0,28.67624914,105.0,Marina Melnikova,R,173.0,27.17864476,213.0,6-1 6-3,2
Clay,R,186.0,26.93223819,168.0,Mariana Duque Marino,R,169.0,26.66392882,81.0,3-6 7-6(5) 6-4,3
Clay,R,173.0,20.68172485,134.0,Daniela Seguel,U,,23.40314853,284.0,6-3 4-6 6-3,3
Clay,R,169.0,28.39425051,170.0,Tereza Martincova,U,178.0,21.46475017,177.0,6-2 7-5,2
Clay,R,171.0,26.18480493,115.0,Ipek Soylu,R,174.0,19.9890486,174.0,6-4 6-3,2
Clay,R,163.0,35.03080082,106.0,Patricia Maria Tig,R,180.0,21.70841889,133.0,5-7 6-4 6-4,3
Clay,R,162.0,20.91991786,175.0,Yuliana Lizarazo,R,,22.88569473,996.0,7-6(3) 6-1,2
Clay,R,,29.11430527,193.0,Chloe Paquet,R,,21.77960301,282.0,6-3 2-6 6-2,3
Clay,R,166.0,24.06023272,86.0,Nadia Echeverria Alam,R,,21.24024641,,6-0 6-2,2
Clay,R,163.0,25.93839836,92.0,Emiliana Arango,R,,15.36755647,,6-0 6-1,2
Clay,L,,27.02258727,233.0,Sanaz Marand,L,,27.80561259,341.0,6-3 7-6(2),2
Clay,U,,26.00410678,217.0,Laura Pous Tio,U,173.0,31.52635181,206.0,6-4 6-3,2
Clay,R,,23.19233402,274.0,Teliana Pereira,R,167.0,27.72621492,55.0,3-6 6-3 7-6(3),3
Clay,R,172.0,26.55441478,118.0,Danka Kovinic,R,169.0,21.41546886,60.0,3-6 6-2 6-3,3
Clay,R,169.0,21.41546886,60.0,Kateryna Kozlova,R,170.0,22.15742642,129.0,7-5 6-4,2
Clay,R,172.0,26.55441478,118.0,Stefanie Voegele,R,170.0,26.10814511,116.0,6-0 7-5,2
Clay,R,169.0,21.41546886,60.0,Maria Sakkari,R,172.0,20.73374401,127.0,1-6 6-1 6-2,3
Clay,R,170.0,22.15742642,129.0,Anastasija Sevastova,U,169.0,26.01505818,96.0,6-2 6-3,2
Clay,R,172.0,26.55441478,118.0,Nao Hibino,R,163.0,21.38809035,65.0,6-1 6-2,2
Clay,R,170.0,26.10814511,116.0,Kristina Kucova,R,163.0,25.90554415,137.0,7-5 6-2,2
Clay,R,172.0,20.73374401,127.0,Su Wei Hsieh,R,169.0,30.28610541,81.0,6-3 6-4,2
Clay,R,169.0,21.41546886,60.0,Tsvetana Pironkova,R,180.0,28.59685147,97.0,7-5 7-6(4),2
Clay,R,170.0,22.15742642,129.0,Kirsten Flipkens,R,165.0,30.2696783,58.0,6-3 6-4,2
Clay,U,169.0,26.01505818,96.0,Johanna Larsson,R,174.0,27.66872005,69.0,6-4 6-3,2
Clay,R,163.0,21.38809035,65.0,Reka Luca Jani,R,,24.71731691,266.0,2-6 6-2 6-3,3
Clay,R,172.0,26.55441478,118.0,Sorana Cirstea,R,176.0,26.03148528,138.0,6-4 6-2,2
Clay,R,163.0,25.90554415,137.0,Kateryna Bondarenko,R,175.0,29.69472964,66.0,6-3 1-6 7-5,3
Clay,R,170.0,26.10814511,116.0,Cristina Andreea Mitu,R,175.0,24.57221081,113.0,6-4 6-1,2
Clay,R,172.0,20.73374401,127.0,Anna Karolina Schmiedlova,R,176.0,21.59616701,34.0,6-2 6-3,2
Clay,R,169.0,30.28610541,81.0,Karin Knapp,R,180.0,28.80766598,72.0,6-7(3) 7-5 6-1,3
Clay,R,180.0,28.59685147,97.0,Aliaksandra Sasnovich,R,174.0,22.0752909,99.0,6-2 6-2,2
Clay,R,169.0,21.41546886,60.0,Kurumi Nara,R,155.0,24.30116359,84.0,6-3 6-3,2
Clay,R,165.0,30.2696783,58.0,Donna Vekic,R,179.0,19.80561259,93.0,7-6(5) 6-4,2
Clay,R,170.0,22.15742642,129.0,Alexandra Dulgheru,R,172.0,26.88569473,95.0,6-7(4) 7-6(3) 6-1,3
Clay,U,169.0,26.01505818,96.0,Aleksandra Krunic,R,163.0,23.09377139,120.0,6-0 6-0,2
Clay,R,174.0,27.66872005,69.0,Maryna Zanevska,R,,22.65023956,161.0,6-2 2-6 7-6(5),3
Clay,R,163.0,21.38809035,65.0,Dayana Yastremska,R,,15.92607803,509.0,2-6 6-4 6-3,3
Clay,R,,24.71731691,266.0,Ayla Aksu,R,,19.75906913,388.0,6-3 6-4,2
Clay,R,172.0,26.55441478,118.0,Marina Melnikova,R,173.0,27.19780972,218.0,6-3 6-3,2
Clay,R,176.0,26.03148528,138.0,Lesia Tsurenko,R,174.0,26.88569473,43.0,6-3 6-4,2
Clay,R,175.0,29.69472964,66.0,Olga Govortsova,R,182.0,27.65229295,98.0,5-7 6-3 6-4,3
Clay,R,163.0,25.90554415,137.0,Julia Glushko,R,171.0,26.29431896,144.0,6-3 6-2,2
Clay,R,170.0,26.10814511,116.0,Ipek Soylu,R,174.0,20.00821355,176.0,6-2 7-5,2
Clay,R,175.0,24.57221081,113.0,Yanina Wickmayer,R,182.0,26.49418207,42.0,7-5 6-4,2
Clay,L,173.0,28.24914442,3.0,Laura Siegemund,R,168.0,28.12320329,71.0,6-4 6-0,2
Clay,R,168.0,28.12320329,71.0,Agnieszka Radwanska,R,170.0,27.11841205,2.0,6-4 6-2,2
Clay,L,173.0,28.24914442,3.0,Petra Kvitova,L,183.0,26.11362081,7.0,6-4 4-6 6-2,3
Clay,R,170.0,27.11841205,2.0,Karolina Pliskova,R,184.0,24.07665982,18.0,6-2 7-6(8),2
Clay,R,168.0,28.12320329,71.0,Roberta Vinci,R,163.0,33.16358658,8.0,6-1 6-4,2
Clay,L,183.0,26.11362081,7.0,Garbine Muguruza,R,182.0,22.52703628,4.0,6-1 3-6 6-0,3
Clay,L,173.0,28.24914442,3.0,Carla Suarez Navarro,R,162.0,27.62217659,11.0,6-2 6-4,2
Clay,R,170.0,27.11841205,2.0,Andrea Petkovic,R,180.0,28.60780287,30.0,1-6 6-1 6-2,3
Clay,R,184.0,24.07665982,18.0,Ana Ivanovic,R,183.0,28.44900753,19.0,6-4 6-2,2
Clay,R,168.0,28.12320329,71.0,Simona Halep,R,168.0,24.55852156,6.0,6-1 6-2,2
Clay,R,163.0,33.16358658,8.0,Julia Goerges,R,180.0,27.45790554,57.0,6-3 6-4,2
Clay,L,183.0,26.11362081,7.0,Monica Niculescu,R,168.0,28.56399726,31.0,2-6 7-6(5) 6-2,3
Clay,R,182.0,22.52703628,4.0,Timea Babos,R,179.0,22.94045175,40.0,6-2 6-2,2
Clay,R,162.0,27.62217659,11.0,Anna Lena Friedsam,R,174.0,22.20944559,52.0,6-2 6-2,2
Clay,L,173.0,28.24914442,3.0,Annika Beck,R,170.0,22.16837782,41.0,4-6 6-3 6-1,3
Clay,R,180.0,28.60780287,30.0,Kristina Mladenovic,R,184.0,22.92950034,28.0,6-2 6-4,2
Clay,R,183.0,28.44900753,19.0,Carina Witthoeft,R,176.0,21.16906229,82.0,7-6(3) 6-0,2
Clay,R,184.0,24.07665982,18.0,Lucie Safarova,L,177.0,29.2019165,15.0,7-6(4) 4-6 7-5,3
Clay,R,168.0,28.12320329,71.0,Anastasia Pavlyuchenkova,R,177.0,24.79397673,27.0,6-0 7-5,2
Clay,R,180.0,27.45790554,57.0,Alize Cornet,R,173.0,26.23682409,48.0,6-4 6-0,2
Clay,R,163.0,33.16358658,8.0,Ekaterina Makarova,L,178.0,27.86310746,29.0,7-6(3) 4-6 6-4,3
Clay,L,183.0,26.11362081,7.0,Louisa Chirico,R,175.0,19.92334018,121.0,6-0 6-0,2
Clay,R,168.0,28.56399726,31.0,Caroline Garcia,R,177.0,22.50513347,45.0,6-2 6-2,2
Clay,R,179.0,22.94045175,40.0,Sabine Lisicki,R,178.0,26.57084189,50.0,7-6(4) 6-3,2
Clay,R,162.0,27.62217659,11.0,Oceane Dodin,R,183.0,19.4825462,154.0,6-3 6-0,2
Clay,R,174.0,22.20944559,52.0,Johanna Konta,R,180.0,24.92265572,22.0,6-3 6-3,2
Clay,R,170.0,22.16837782,41.0,Camila Giorgi,R,168.0,24.30116359,49.0,6-4 6-2,2
Clay,L,177.0,29.22108145,16.0,Samantha Stosur,R,172.0,32.07118412,25.0,3-6 6-1 6-4,3
Clay,R,172.0,32.07118412,25.0,Svetlana Kuznetsova,R,174.0,30.82819986,13.0,W/O,0
Clay,L,177.0,29.22108145,16.0,Karolina Pliskova,R,184.0,24.09582478,18.0,6-4 7-6(4),2
Clay,R,174.0,30.82819986,13.0,Monica Puig,R,170.0,22.57631759,63.0,4-6 7-5 6-4,3
Clay,R,172.0,32.07118412,25.0,Barbora Zahlavova Strycova,R,164.0,30.07802875,33.0,6-3 6-7(3) 7-6(4),3
Clay,R,184.0,24.09582478,18.0,Camila Giorgi,R,168.0,24.32032854,50.0,6-2 6-1,2
Clay,L,177.0,29.22108145,16.0,Su Wei Hsieh,R,169.0,30.30527036,78.0,7-6(3) 7-5,2
Clay,R,174.0,30.82819986,13.0,Madison Brengle,R,168.0,26.06160164,71.0,5-7 6-4 6-3,3
Clay,R,170.0,22.57631759,63.0,Barbora Krejcikova,R,178.0,20.35318275,192.0,6-4 6-4,2
Clay,R,172.0,32.07118412,25.0,Marketa Vondrousova,L,173.0,16.82683094,339.0,6-3 6-4,2
Clay,R,164.0,30.07802875,33.0,Jana Cepelova,R,168.0,22.90759754,128.0,7-6(3) 6-1,2
Clay,R,168.0,24.32032854,50.0,Virginie Razzano,R,173.0,32.95550992,214.0,6-1 7-5,2
Clay,R,184.0,24.09582478,18.0,Katerina Siniakova,R,174.0,19.95893224,113.0,6-2 6-4,2
Clay,R,169.0,30.30527036,78.0,Ana Konjuh,R,174.0,18.32717317,77.0,6-4 2-6 6-1,3
Clay,L,177.0,29.22108145,16.0,Lucie Hradecka,R,177.0,30.92950034,115.0,6-4 2-0 RET,2
Clay,R,174.0,30.82819986,13.0,Aliaksandra Sasnovich,R,174.0,22.09445585,99.0,6-0 5-7 6-1,3
Clay,R,168.0,26.06160164,71.0,Naomi Broady,R,189.0,26.15468857,80.0,6-2 6-0,2
Clay,R,170.0,22.57631759,63.0,Tereza Smitkova,R,176.0,21.54140999,161.0,6-2 6-1,2
Clay,R,178.0,20.35318275,192.0,Dominika Cibulkova,R,161.0,26.970568100000005,38.0,6-2 6-2,2
Clay,R,172.0,32.07118412,25.0,Sorana Cirstea,R,176.0,26.05065024,131.0,3-6 6-4 6-2,3
Clay,L,173.0,16.82683094,339.0,Oceane Dodin,R,183.0,19.50171116,148.0,6-3 6-2,2
Clay,R,168.0,22.90759754,128.0,Margarita Gasparyan,R,183.0,21.64818617,48.0,7-6(7) 7-5,2
Clay,R,164.0,30.07802875,33.0,Olga Govortsova,R,182.0,27.67145791,101.0,6-3 7-5,2
Clay,R,168.0,24.32032854,50.0,Yanina Wickmayer,R,182.0,26.51334702,43.0,4-6 6-1 6-2,3
Clay,R,173.0,32.95550992,214.0,Vania King,R,165.0,27.14579055,170.0,6-1 4-6 6-3,3
Clay,R,174.0,19.95893224,113.0,Alize Cornet,R,173.0,26.25598905,49.0,7-6(5) 6-3,2
Clay,R,184.0,24.09582478,18.0,Stefanie Voegele,R,170.0,26.12731006,105.0,6-1 6-3,2
Clay,R,174.0,18.32717317,77.0,Jelena Ostapenko,R,177.0,18.88021903,37.0,5-7 6-2 6-1,3
Clay,R,169.0,30.30527036,78.0,Kristyna Pliskova,L,184.0,24.09582478,96.0,4-6 6-3 6-1,3
Clay,R,177.0,30.92950034,115.0,Andrea Hlavackova,R,174.0,29.70841889,181.0,6-4 6-1,2
Clay,L,177.0,29.22108145,16.0,Mariana Duque Marino,R,169.0,26.70225873,100.0,3-6 6-3 6-3,3
Clay,R,170.0,26.88021903,15.0,Marina Erakovic,R,174.0,28.13689254,186.0,6-2 6-1,2
Clay,R,170.0,26.88021903,15.0,Timea Babos,R,179.0,22.9596167,40.0,6-4 7-5,2
Clay,R,174.0,28.13689254,186.0,Kiki Bertens,R,182.0,24.37508556,97.0,2-6 7-6(7) 7-5,3
Clay,R,170.0,26.88021903,15.0,Johanna Larsson,R,174.0,27.68788501,69.0,6-4 6-1,2
Clay,R,179.0,22.9596167,40.0,Pauline Parmentier,R,175.0,30.23134839,102.0,6-3 6-3,2
Clay,R,182.0,24.37508556,97.0,Yulia Putintseva,R,163.0,21.29774127,55.0,6-3 6-7(4) 6-3,3
Clay,R,174.0,28.13689254,186.0,Aleksandra Krunic,R,163.0,23.11293635,123.0,6-4 6-4,2
Clay,R,170.0,26.88021903,15.0,Kateryna Kozlova,R,170.0,22.17659138,117.0,6-3 2-6 6-3,3
Clay,R,174.0,27.68788501,69.0,Teliana Pereira,R,167.0,27.76454483,84.0,6-4 6-4,2
Clay,R,175.0,30.23134839,102.0,Richel Hogenkamp,R,,24.02464066,139.0,4-6 7-5 6-2,3
Clay,R,179.0,22.9596167,40.0,Laura Robson,L,180.0,22.2587269,426.0,6-1 6-2,2
Clay,R,163.0,21.29774127,55.0,Tatjana Maria,R,172.0,28.71457906,107.0,6-0 6-2,2
Clay,R,182.0,24.37508556,97.0,Sara Sorribes Tormo,R,176.0,19.54551677,208.0,6-4 6-3,2
