tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,num_sets
2017-0806,Toronto,Hard,64,I,20170807,280,201585,,,Sloane Stephens,R,170.0,USA,24.38329911,934.0,11.0,201520,14.0,,Petra Kvitova,L,183.0,CZE,27.41683778,14.0,3130.0,7-6(4) 3-6 6-2,3,R32,,0.0,2.0,108.0,74.0,48.0,17.0,15.0,4.0,8.0,4.0,9.0,91.0,47.0,34.0,22.0,14.0,0.0,4.0,3
2017-0806,Toronto,Hard,64,I,20170807,279,201425,,,Lucie Safarova,L,177.0,CZE,30.50513347,41.0,1280.0,201495,11.0,,Dominika Cibulkova,R,161.0,SVK,28.25462012,11.0,3575.0,6-2 6-4,3,R32,,9.0,3.0,48.0,32.0,23.0,9.0,9.0,3.0,5.0,1.0,7.0,65.0,38.0,18.0,12.0,9.0,5.0,10.0,2
2017-0806,Toronto,Hard,64,I,20170807,278,201505,,,Ekaterina Makarova,L,178.0,RUS,29.16632444,42.0,1275.0,202427,7.0,,Johanna Konta,R,180.0,GBR,26.22587269,7.0,4665.0,5-7 7-6(4) 6-3,3,R32,,3.0,6.0,98.0,64.0,47.0,15.0,17.0,2.0,6.0,9.0,5.0,105.0,73.0,49.0,16.0,16.0,4.0,8.0,3
2017-0806,Toronto,Hard,64,I,20170807,277,202494,5.0,,Elina Svitolina,R,174.0,UKR,22.90212183,5.0,4935.0,214082,,,Darya Kasatkina,R,170.0,RUS,20.25188227,38.0,1331.0,7-6(4) 6-4,3,R32,110.0,1.0,3.0,87.0,46.0,28.0,15.0,11.0,6.0,12.0,1.0,2.0,79.0,50.0,23.0,11.0,11.0,7.0,14.0,2
2017-0806,Toronto,Hard,64,I,20170807,276,200748,9.0,,Venus Williams,R,185.0,USA,37.13894593,9.0,4052.0,211701,,,Katerina Siniakova,R,174.0,CZE,21.24298426,40.0,1305.0,7-5 7-5,3,R32,,12.0,6.0,66.0,38.0,32.0,12.0,12.0,0.0,2.0,5.0,6.0,86.0,52.0,32.0,17.0,12.0,9.0,13.0,2
2017-0806,Toronto,Hard,64,I,20170807,275,202458,,Q,Ashleigh Barty,R,166.0,AUS,21.28678987,58.0,1050.0,201455,16.0,,Elena Vesnina,R,176.0,RUS,31.01711157,18.0,2121.0,6-3 5-7 6-4,3,R32,,9.0,12.0,97.0,52.0,40.0,22.0,16.0,2.0,5.0,3.0,8.0,96.0,59.0,40.0,18.0,15.0,2.0,6.0,3
2017-0806,Toronto,Hard,64,I,20170807,274,202469,4.0,,Garbine Muguruza,R,182.0,ESP,23.83025325,4.0,5175.0,201465,,Q,Kirsten Flipkens,R,165.0,BEL,31.57289528,82.0,708.0,7-5 6-2,3,R32,85.0,3.0,1.0,64.0,41.0,26.0,15.0,10.0,5.0,7.0,2.0,3.0,63.0,38.0,22.0,11.0,10.0,1.0,6.0,2
2017-0806,Toronto,Hard,64,I,20170807,273,214263,,,Catherine Cartan Bellis,R,170.0,USA,18.33264887,36.0,1400.0,201320,8.0,,Svetlana Kuznetsova,R,174.0,RUS,32.11225188,8.0,4410.0,6-4 7-5,3,R32,88.0,0.0,0.0,70.0,53.0,39.0,8.0,11.0,2.0,3.0,3.0,4.0,71.0,39.0,25.0,16.0,11.0,4.0,7.0,2
2017-0806,Toronto,Hard,64,I,20170807,272,201614,,,Caroline Garcia,R,177.0,FRA,23.80835044,21.0,2005.0,201478,,Q,Varvara Lepchenko,L,180.0,USA,31.21423682,68.0,850.0,6-1 6-4,3,R32,69.0,4.0,3.0,48.0,29.0,25.0,12.0,9.0,0.0,0.0,3.0,1.0,61.0,44.0,28.0,6.0,8.0,10.0,13.0,2
2017-0806,Toronto,Hard,64,I,20170807,271,201366,,,Barbora Zahlavova Strycova,R,164.0,CZE,31.36208077,26.0,1725.0,201611,,,Daria Gavrilova,R,166.0,AUS,23.42505133,25.0,1735.0,4-6 7-6(5) 6-3,3,R32,171.0,2.0,5.0,97.0,67.0,42.0,13.0,16.0,6.0,13.0,1.0,11.0,125.0,72.0,46.0,18.0,15.0,9.0,16.0,3
2017-0806,Toronto,Hard,64,I,20170807,270,201594,2.0,,Simona Halep,R,168.0,ROU,25.86173854,2.0,5830.0,201517,,LL,Magdalena Rybarikova,R,180.0,SVK,28.84052019,33.0,1479.0,6-3 6-4,3,R32,,1.0,3.0,81.0,58.0,36.0,12.0,10.0,7.0,9.0,3.0,5.0,68.0,32.0,22.0,13.0,9.0,8.0,12.0,2
2017-0806,Toronto,Hard,64,I,20170807,268,201499,,,Anastasia Pavlyuchenkova,R,177.0,RUS,26.097193700000002,19.0,2070.0,201427,,,Alize Cornet,R,173.0,FRA,27.54004107,44.0,1212.0,6-0 6-1,3,R64,55.0,0.0,2.0,50.0,36.0,22.0,9.0,7.0,4.0,5.0,1.0,4.0,35.0,25.0,8.0,1.0,6.0,3.0,9.0,2
2017-0806,Toronto,Hard,64,I,20170807,267,211768,,Q,Naomi Osaka,R,180.0,JPN,19.80835044,50.0,1120.0,201586,,Q,Heather Watson,R,170.0,GBR,25.2183436,71.0,763.0,6-1 4-1 RET,3,R64,52.0,4.0,1.0,31.0,19.0,13.0,7.0,6.0,0.0,1.0,1.0,4.0,42.0,24.0,9.0,7.0,6.0,4.0,9.0,2
2017-0806,Toronto,Hard,64,I,20170807,266,201545,15.0,,Anastasija Sevastova,U,169.0,LAT,27.31827515,16.0,2270.0,201616,,,Lauren Davis,R,157.0,USA,23.8275154,34.0,1476.0,6-1 4-6 6-3,3,R64,113.0,0.0,4.0,110.0,52.0,34.0,26.0,13.0,14.0,19.0,0.0,8.0,69.0,44.0,26.0,4.0,13.0,2.0,10.0,3
2017-0806,Toronto,Hard,64,I,20170807,265,201474,10.0,,Agnieszka Radwanska,R,170.0,POL,28.42162902,10.0,3940.0,201535,,,Coco Vandeweghe,R,185.0,USA,25.67008898,20.0,2053.0,6-3 6-2,3,R64,79.0,5.0,1.0,61.0,36.0,26.0,17.0,9.0,5.0,5.0,2.0,3.0,50.0,24.0,13.0,14.0,8.0,4.0,7.0,2
2017-0806,Toronto,Hard,64,I,20170807,264,201693,,,Timea Babos,R,179.0,HUN,24.24366872,55.0,1082.0,215370,,WC,Bianca Andreescu,R,,CAN,17.14168378,144.0,376.0,6-4 6-1,3,R64,75.0,4.0,3.0,57.0,34.0,25.0,13.0,9.0,3.0,4.0,1.0,2.0,48.0,21.0,10.0,13.0,8.0,1.0,5.0,2
2017-0806,Toronto,Hard,64,I,20170807,263,206420,,Q,Ekaterina Alexandrova,U,,RUS,22.72689938,88.0,684.0,203500,,Q,Sachia Vickery,R,162.0,USA,22.24229979,167.0,329.0,6-1 7-6(3),3,R64,75.0,6.0,2.0,47.0,27.0,21.0,5.0,9.0,1.0,5.0,3.0,6.0,92.0,53.0,26.0,11.0,10.0,11.0,18.0,2
2017-0806,Toronto,Hard,64,I,20170807,260,202499,,Q,Donna Vekic,R,179.0,CRO,21.10882957,51.0,1110.0,202446,,WC,Eugenie Bouchard,R,178.0,CAN,23.44695414,70.0,808.0,6-3 6-4,3,R64,94.0,2.0,5.0,55.0,28.0,18.0,12.0,9.0,2.0,5.0,2.0,7.0,87.0,51.0,30.0,11.0,10.0,8.0,14.0,2
2017-0806,Toronto,Hard,64,I,20170807,259,201585,,,Sloane Stephens,R,170.0,USA,24.38329911,934.0,11.0,201709,,,Yulia Putintseva,R,163.0,KAZ,22.58179329,48.0,1135.0,6-7(4) 6-0 6-4,3,R64,132.0,2.0,1.0,79.0,48.0,38.0,17.0,14.0,4.0,6.0,1.0,7.0,98.0,59.0,37.0,16.0,14.0,5.0,11.0,3
2017-0806,Toronto,Hard,64,I,20170807,258,201520,14.0,,Petra Kvitova,L,183.0,CZE,27.41683778,14.0,3130.0,201521,,,Carla Suarez Navarro,R,162.0,ESP,28.92539357,32.0,1555.0,6-1 7-6(5),3,R64,93.0,6.0,4.0,70.0,46.0,35.0,12.0,10.0,2.0,3.0,0.0,4.0,73.0,51.0,33.0,8.0,9.0,8.0,11.0,2
2017-0806,Toronto,Hard,64,I,20170807,257,201495,11.0,,Dominika Cibulkova,R,161.0,SVK,28.25462012,11.0,3575.0,201615,,,Lesia Tsurenko,R,174.0,UKR,28.1889117,30.0,1625.0,7-6(3) 6-4,3,R64,107.0,1.0,1.0,63.0,46.0,29.0,7.0,11.0,2.0,6.0,3.0,4.0,77.0,46.0,28.0,10.0,11.0,3.0,8.0,2
2017-0806,Toronto,Hard,64,I,20170807,256,201425,,,Lucie Safarova,L,177.0,CZE,30.50513347,41.0,1280.0,211796,,WC,Francoise Abanda,R,178.0,CAN,20.50102669,132.0,422.0,6-4 6-4,3,R64,88.0,2.0,1.0,74.0,47.0,34.0,11.0,10.0,6.0,8.0,2.0,1.0,63.0,38.0,26.0,10.0,10.0,3.0,7.0,2
2017-0806,Toronto,Hard,64,I,20170807,255,201505,,,Ekaterina Makarova,L,178.0,RUS,29.16632444,42.0,1275.0,201397,,,Shuai Peng,R,173.0,CHN,31.57837098,24.0,1755.0,6-1 6-3,3,R64,72.0,3.0,2.0,41.0,24.0,17.0,9.0,8.0,2.0,4.0,1.0,2.0,64.0,34.0,18.0,9.0,8.0,7.0,13.0,2
2017-0806,Toronto,Hard,64,I,20170807,252,214082,,,Darya Kasatkina,R,170.0,RUS,20.25188227,38.0,1331.0,201311,,,Roberta Vinci,R,163.0,ITA,34.46680356,39.0,1325.0,7-6(3) 7-6(1),3,R64,114.0,2.0,1.0,79.0,49.0,32.0,19.0,12.0,2.0,5.0,1.0,4.0,104.0,62.0,39.0,18.0,12.0,7.0,10.0,2
2017-0806,Toronto,Hard,64,I,20170807,251,211701,,,Katerina Siniakova,R,174.0,CZE,21.24298426,40.0,1305.0,201531,,Q,Mariana Duque Marino,R,169.0,COL,27.98631075,107.0,548.0,4-6 6-0 6-4,3,R64,125.0,2.0,4.0,90.0,65.0,43.0,8.0,13.0,6.0,10.0,0.0,8.0,105.0,56.0,33.0,20.0,13.0,12.0,19.0,3
2017-0806,Toronto,Hard,64,I,20170807,250,200748,9.0,,Venus Williams,R,185.0,USA,37.13894593,9.0,4052.0,201593,,Q,Irina Camelia Begu,R,181.0,ROU,26.9486653,59.0,1037.0,6-1 3-6 6-3,3,R64,116.0,0.0,10.0,94.0,57.0,39.0,15.0,13.0,8.0,11.0,4.0,6.0,81.0,46.0,27.0,16.0,12.0,6.0,11.0,3
2017-0806,Toronto,Hard,64,I,20170807,249,201455,16.0,,Elena Vesnina,R,176.0,RUS,31.01711157,18.0,2121.0,201590,,,Alison Riske,R,175.0,USA,27.09650924,45.0,1205.0,6-3 6-3,3,R64,72.0,3.0,2.0,44.0,26.0,23.0,8.0,9.0,0.0,2.0,1.0,4.0,65.0,44.0,23.0,8.0,9.0,6.0,11.0,2
2017-0806,Toronto,Hard,64,I,20170807,248,202458,,Q,Ashleigh Barty,R,166.0,AUS,21.28678987,58.0,1050.0,206219,,,Oceane Dodin,R,183.0,FRA,20.78576318,47.0,1178.0,5-0 RET,3,R64,22.0,2.0,1.0,14.0,6.0,6.0,6.0,3.0,0.0,0.0,1.0,2.0,13.0,5.0,3.0,1.0,2.0,2.0,4.0,1
2017-0806,Toronto,Hard,64,I,20170807,247,201465,,Q,Kirsten Flipkens,R,165.0,BEL,31.57289528,82.0,708.0,211951,,,Ana Konjuh,R,174.0,CRO,19.61122519,22.0,1830.0,6-2 0-0 RET,3,R64,35.0,0.0,0.0,23.0,11.0,8.0,7.0,4.0,0.0,1.0,0.0,5.0,25.0,18.0,8.0,2.0,4.0,2.0,5.0,2
2017-0806,Toronto,Hard,64,I,20170807,244,214263,,,Catherine Cartan Bellis,R,170.0,USA,18.33264887,36.0,1400.0,201504,,,Julia Goerges,R,180.0,GER,28.76112252,35.0,1440.0,4-6 6-3 6-2,3,R64,113.0,3.0,6.0,91.0,47.0,34.0,22.0,14.0,6.0,9.0,6.0,3.0,85.0,47.0,29.0,18.0,13.0,8.0,13.0,3
2017-0806,Toronto,Hard,64,I,20170807,243,201614,,,Caroline Garcia,R,177.0,FRA,23.80835044,21.0,2005.0,201514,,Q,Sorana Cirstea,R,176.0,ROU,27.33470226,54.0,1098.0,6-2 6-7(4) 6-4,3,R64,140.0,7.0,5.0,112.0,67.0,43.0,25.0,15.0,10.0,13.0,3.0,5.0,102.0,60.0,39.0,17.0,15.0,6.0,12.0,3
2017-0806,Toronto,Hard,64,I,20170807,242,201478,,Q,Varvara Lepchenko,L,180.0,USA,31.21423682,68.0,850.0,211533,12.0,,Jelena Ostapenko,R,177.0,LAT,20.16427105,12.0,3495.0,1-6 7-6(2) 7-6(5),3,R64,156.0,6.0,5.0,125.0,89.0,44.0,17.0,16.0,9.0,18.0,0.0,11.0,103.0,55.0,32.0,22.0,15.0,7.0,13.0,3
2017-0806,Toronto,Hard,64,I,20170807,241,201366,,,Barbora Zahlavova Strycova,R,164.0,CZE,31.36208077,26.0,1725.0,201540,13.0,,Kristina Mladenovic,R,184.0,FRA,24.23271732,13.0,3155.0,6-2 6-3,3,R64,75.0,0.0,4.0,50.0,31.0,22.0,9.0,8.0,2.0,4.0,6.0,5.0,49.0,30.0,17.0,3.0,9.0,4.0,10.0,2
2017-0806,Toronto,Hard,64,I,20170807,240,201611,,,Daria Gavrilova,R,166.0,AUS,23.42505133,25.0,1735.0,202418,,Q,Lara Arruabarrena,R,166.0,ESP,25.38261465,64.0,935.0,6-3 6-3,3,R64,69.0,4.0,3.0,46.0,26.0,22.0,14.0,9.0,0.0,0.0,2.0,1.0,47.0,20.0,12.0,14.0,9.0,0.0,3.0,2
2017-0806,Toronto,Hard,64,I,20170807,239,201517,,LL,Magdalena Rybarikova,R,180.0,SVK,28.84052019,33.0,1479.0,200002,,,Mirjana Lucic,R,181.0,CRO,35.41409993,31.0,1573.0,7-5 6-0,3,R64,64.0,7.0,3.0,47.0,27.0,24.0,8.0,9.0,2.0,4.0,0.0,6.0,61.0,29.0,13.0,13.0,9.0,3.0,9.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,300,202469,4.0,,Garbine Muguruza,R,182.0,ESP,23.84941821,6.0,5310.0,201594,2.0,,Simona Halep,R,168.0,ROU,25.88090349,2.0,6150.0,6-1 6-0,3,F,56.0,2.0,1.0,53.0,37.0,25.0,11.0,7.0,2.0,2.0,0.0,2.0,33.0,24.0,10.0,1.0,6.0,1.0,6.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,299,202469,4.0,,Garbine Muguruza,R,182.0,ESP,23.84941821,6.0,5310.0,201662,1.0,,Karolina Pliskova,R,184.0,CZE,25.39904175,1.0,6940.0,6-3 6-2,3,SF,79.0,2.0,1.0,58.0,40.0,32.0,8.0,8.0,3.0,3.0,6.0,3.0,68.0,44.0,29.0,6.0,9.0,10.0,14.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,298,201594,2.0,,Simona Halep,R,168.0,ROU,25.88090349,2.0,6150.0,201585,,WC,Sloane Stephens,R,170.0,USA,24.40246407,151.0,361.0,6-2 6-1,3,SF,54.0,1.0,1.0,40.0,29.0,19.0,10.0,7.0,0.0,0.0,0.0,3.0,45.0,33.0,17.0,2.0,8.0,4.0,9.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,297,201662,1.0,,Karolina Pliskova,R,184.0,CZE,25.39904175,1.0,6940.0,201496,6.0,,Caroline Wozniacki,R,177.0,DEN,27.09377139,5.0,5340.0,6-2 6-4,3,QF,67.0,4.0,2.0,47.0,26.0,25.0,14.0,9.0,1.0,1.0,2.0,3.0,56.0,38.0,24.0,8.0,9.0,2.0,5.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,296,202469,4.0,,Garbine Muguruza,R,182.0,ESP,23.84941821,6.0,5310.0,201320,8.0,,Svetlana Kuznetsova,R,174.0,RUS,32.13141684,8.0,4410.0,6-2 5-7 7-5,3,QF,165.0,4.0,3.0,131.0,84.0,52.0,23.0,16.0,10.0,15.0,3.0,5.0,106.0,75.0,45.0,10.0,16.0,5.0,12.0,3
2017-M024,Cincinnati,Hard,64,I,20170814,295,201585,,WC,Sloane Stephens,R,170.0,USA,24.40246407,151.0,361.0,201504,,,Julia Goerges,R,180.0,GER,28.78028747,37.0,1440.0,6-1 7-6(3),3,QF,86.0,2.0,1.0,61.0,42.0,31.0,14.0,10.0,1.0,2.0,7.0,8.0,70.0,33.0,25.0,15.0,9.0,4.0,7.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,294,201594,2.0,,Simona Halep,R,168.0,ROU,25.88090349,2.0,6150.0,202427,7.0,,Johanna Konta,R,180.0,GBR,26.24503765,7.0,4665.0,6-4 7-6(1),3,QF,109.0,3.0,2.0,85.0,45.0,32.0,16.0,11.0,13.0,17.0,4.0,1.0,71.0,40.0,21.0,15.0,11.0,6.0,11.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,293,201662,1.0,,Karolina Pliskova,R,184.0,CZE,25.39904175,1.0,6940.0,202429,,Q,Camila Giorgi,R,168.0,ITA,25.62354552,82.0,719.0,6-3 4-6 6-0,3,R16,1094.0,10.0,4.0,83.0,43.0,33.0,22.0,13.0,3.0,4.0,3.0,4.0,88.0,45.0,22.0,28.0,12.0,5.0,9.0,3
2017-M024,Cincinnati,Hard,64,I,20170814,292,201496,6.0,,Caroline Wozniacki,R,177.0,DEN,27.09377139,5.0,5340.0,202458,,Q,Ashleigh Barty,R,166.0,AUS,21.30595483,48.0,1185.0,6-4 6-2,3,R16,67.0,3.0,2.0,49.0,35.0,26.0,9.0,9.0,2.0,3.0,1.0,2.0,49.0,24.0,15.0,11.0,9.0,2.0,6.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,291,202469,4.0,,Garbine Muguruza,R,182.0,ESP,23.84941821,6.0,5310.0,201619,16.0,,Madison Keys,R,178.0,USA,22.48870637,17.0,2238.0,6-4 3-6 7-6(3),3,R16,138.0,0.0,8.0,95.0,59.0,41.0,14.0,15.0,0.0,5.0,4.0,5.0,114.0,83.0,58.0,11.0,16.0,4.0,9.0,3
2017-M024,Cincinnati,Hard,64,I,20170814,290,201320,8.0,,Svetlana Kuznetsova,R,174.0,RUS,32.13141684,8.0,4410.0,201521,,,Carla Suarez Navarro,R,162.0,ESP,28.94455852,32.0,1555.0,6-2 6-4,3,R16,77.0,1.0,1.0,55.0,39.0,23.0,11.0,9.0,2.0,4.0,1.0,2.0,59.0,38.0,19.0,9.0,9.0,4.0,9.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,289,201504,,,Julia Goerges,R,180.0,GER,28.78028747,37.0,1440.0,202494,5.0,,Elina Svitolina,R,174.0,UKR,22.92128679,4.0,5650.0,7-5 6-4,3,R16,98.0,6.0,1.0,74.0,38.0,25.0,26.0,11.0,8.0,8.0,6.0,1.0,78.0,41.0,29.0,18.0,11.0,8.0,10.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,288,201585,,WC,Sloane Stephens,R,170.0,USA,24.40246407,151.0,361.0,201505,,,Ekaterina Makarova,L,178.0,RUS,29.18548939,39.0,1350.0,2-6 6-3 6-4,3,R16,118.0,2.0,3.0,93.0,74.0,53.0,9.0,14.0,8.0,10.0,2.0,1.0,82.0,60.0,41.0,12.0,13.0,1.0,3.0,3
2017-M024,Cincinnati,Hard,64,I,20170814,287,202427,7.0,,Johanna Konta,R,180.0,GBR,26.24503765,7.0,4665.0,201495,11.0,,Dominika Cibulkova,R,161.0,SVK,28.27378508,11.0,3580.0,6-3 6-4,3,R16,102.0,4.0,5.0,69.0,37.0,27.0,17.0,10.0,4.0,6.0,0.0,4.0,61.0,45.0,24.0,8.0,9.0,5.0,9.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,286,201594,2.0,,Simona Halep,R,168.0,ROU,25.88090349,2.0,6150.0,201545,15.0,,Anastasija Sevastova,U,169.0,LAT,27.33744011,16.0,2270.0,6-4 6-3,3,R16,78.0,0.0,4.0,62.0,45.0,26.0,7.0,10.0,4.0,7.0,1.0,1.0,64.0,44.0,24.0,7.0,9.0,6.0,11.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,285,201662,1.0,,Karolina Pliskova,R,184.0,CZE,25.39904175,1.0,6940.0,212001,,LL,Natalia Vikhlyantseva,U,185.0,RUS,20.49007529,64.0,938.0,6-2 6-3,3,R32,67.0,7.0,6.0,62.0,36.0,34.0,9.0,9.0,5.0,5.0,2.0,6.0,49.0,21.0,18.0,10.0,8.0,4.0,7.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,284,202429,,Q,Camila Giorgi,R,168.0,ITA,25.62354552,82.0,719.0,201611,,,Daria Gavrilova,R,166.0,AUS,23.44421629,26.0,1740.0,7-6(1) 5-7 6-3,3,R32,154.0,2.0,4.0,83.0,48.0,28.0,23.0,16.0,0.0,6.0,3.0,3.0,122.0,72.0,40.0,23.0,17.0,9.0,16.0,3
2017-M024,Cincinnati,Hard,64,I,20170814,283,202458,,Q,Ashleigh Barty,R,166.0,AUS,21.30595483,48.0,1185.0,200748,9.0,,Venus Williams,R,185.0,USA,37.15811088,9.0,4157.0,6-3 2-6 6-2,3,R32,110.0,7.0,2.0,94.0,62.0,43.0,17.0,13.0,4.0,6.0,3.0,6.0,83.0,49.0,33.0,16.0,12.0,6.0,9.0,3
2017-M024,Cincinnati,Hard,64,I,20170814,282,201496,6.0,,Caroline Wozniacki,R,177.0,DEN,27.09377139,5.0,5340.0,201455,,,Elena Vesnina,R,176.0,RUS,31.03627652,18.0,2180.0,6-2 6-4,3,R32,82.0,3.0,2.0,53.0,36.0,27.0,9.0,9.0,4.0,5.0,6.0,4.0,68.0,38.0,26.0,11.0,9.0,6.0,10.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,281,202469,4.0,,Garbine Muguruza,R,182.0,ESP,23.84941821,6.0,5310.0,206242,,Q,Beatriz Haddad Maia,L,185.0,BRA,21.207392199999997,80.0,739.0,6-2 6-0,3,R32,52.0,4.0,1.0,43.0,27.0,18.0,10.0,7.0,1.0,2.0,2.0,4.0,48.0,30.0,16.0,3.0,7.0,3.0,9.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,280,201619,16.0,,Madison Keys,R,178.0,USA,22.48870637,17.0,2238.0,214082,,,Darya Kasatkina,R,170.0,RUS,20.27104723,38.0,1390.0,6-2 6-1,3,R32,50.0,7.0,2.0,47.0,30.0,23.0,12.0,8.0,2.0,2.0,1.0,4.0,33.0,17.0,8.0,7.0,7.0,1.0,5.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,279,201521,,,Carla Suarez Navarro,R,162.0,ESP,28.94455852,32.0,1555.0,202434,,Q,Aleksandra Krunic,R,163.0,SRB,24.41615332,85.0,694.0,6-2 6-2,3,R32,65.0,0.0,0.0,50.0,37.0,22.0,8.0,8.0,2.0,4.0,0.0,1.0,50.0,29.0,11.0,9.0,8.0,3.0,9.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,278,201320,8.0,,Svetlana Kuznetsova,R,174.0,RUS,32.13141684,8.0,4410.0,201709,,,Yulia Putintseva,R,163.0,KAZ,22.60095825,52.0,1135.0,6-3 6-4,3,R32,80.0,2.0,8.0,60.0,36.0,25.0,10.0,10.0,0.0,3.0,0.0,0.0,62.0,38.0,18.0,13.0,9.0,7.0,12.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,277,202494,5.0,,Elina Svitolina,R,174.0,UKR,22.92128679,4.0,5650.0,201615,,,Lesia Tsurenko,R,174.0,UKR,28.20807666,30.0,1625.0,6-1 6-4,3,R32,101.0,4.0,3.0,62.0,32.0,22.0,16.0,9.0,3.0,4.0,3.0,9.0,73.0,47.0,28.0,9.0,8.0,11.0,15.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,276,201504,,,Julia Goerges,R,180.0,GER,28.78028747,37.0,1440.0,211796,,Q,Francoise Abanda,R,178.0,CAN,20.52019165,133.0,422.0,6-4 6-4,3,R32,81.0,5.0,2.0,58.0,34.0,25.0,13.0,10.0,4.0,7.0,1.0,2.0,67.0,39.0,23.0,11.0,10.0,8.0,13.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,275,201585,,WC,Sloane Stephens,R,170.0,USA,24.40246407,151.0,361.0,201520,14.0,,Petra Kvitova,L,183.0,CZE,27.43600274,13.0,3190.0,6-2 6-3,3,R32,71.0,0.0,1.0,48.0,30.0,21.0,11.0,8.0,4.0,5.0,0.0,5.0,46.0,28.0,15.0,6.0,9.0,1.0,6.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,274,201505,,,Ekaterina Makarova,L,178.0,RUS,29.18548939,39.0,1350.0,201493,3.0,,Angelique Kerber,L,173.0,GER,29.57152635,3.0,5730.0,6-4 1-6 7-6(11),3,R32,158.0,6.0,6.0,121.0,72.0,44.0,25.0,14.0,9.0,14.0,5.0,3.0,111.0,75.0,49.0,19.0,15.0,6.0,10.0,3
2017-M024,Cincinnati,Hard,64,I,20170814,273,202427,7.0,,Johanna Konta,R,180.0,GBR,26.24503765,7.0,4665.0,202428,,,Kiki Bertens,R,182.0,NED,25.67830253,27.0,1665.0,6-3 6-3,3,R32,76.0,3.0,5.0,54.0,29.0,26.0,10.0,9.0,2.0,3.0,7.0,8.0,62.0,26.0,18.0,14.0,9.0,6.0,10.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,272,201495,11.0,,Dominika Cibulkova,R,161.0,SVK,28.27378508,11.0,3580.0,201427,,,Alize Cornet,R,173.0,FRA,27.55920602,45.0,1212.0,6-1 6-4,3,R32,81.0,0.0,2.0,54.0,35.0,20.0,11.0,9.0,2.0,5.0,1.0,2.0,50.0,29.0,14.0,6.0,8.0,8.0,14.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,271,201545,15.0,,Anastasija Sevastova,U,169.0,LAT,27.33744011,16.0,2270.0,201311,,,Roberta Vinci,R,163.0,ITA,34.48596851,42.0,1325.0,6-2 7-5,3,R32,92.0,8.0,6.0,81.0,49.0,36.0,11.0,10.0,6.0,9.0,3.0,2.0,76.0,48.0,28.0,10.0,10.0,6.0,12.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,270,201594,2.0,,Simona Halep,R,168.0,ROU,25.88090349,2.0,6150.0,203501,,Q,Taylor Townsend,L,170.0,USA,21.32785763,134.0,419.0,6-4 6-1,3,R32,66.0,1.0,3.0,58.0,40.0,29.0,10.0,9.0,6.0,8.0,1.0,0.0,53.0,36.0,18.0,6.0,8.0,2.0,7.0,2
2017-M024,Cincinnati,Hard,64,I,20170814,268,212001,,LL,Natalia Vikhlyantseva,U,185.0,RUS,20.49007529,64.0,938.0,202499,,Q,Donna Vekic,R,179.0,CRO,21.12799452,50.0,1170.0,6-3 2-6 6-3,3,R64,123.0,5.0,6.0,93.0,50.0,27.0,22.0,13.0,7.0,13.0,6.0,7.0,82.0,45.0,29.0,13.0,13.0,7.0,14.0,3
2017-M024,Cincinnati,Hard,64,I,20170814,267,202429,,Q,Camila Giorgi,R,168.0,ITA,25.62354552,82.0,719.0,211701,,,Katerina Siniakova,R,174.0,CZE,21.26214921,41.0,1335.0,6-2 6-2,3,R64,66.0,1.0,5.0,48.0,24.0,15.0,10.0,8.0,2.0,5.0,1.0,2.0,45.0,29.0,11.0,4.0,8.0,3.0,10.0,2
