School Year,SRC School ID,School Name,Learning Network,Grade Level,Student Enrollment,ELL Count,ELL Pct,Not ELL Count,Not ELL Pct,IEP Count,IEP Pct,Not IEP Count,Not IEP Pct,Female Count,Female Pct,Male Count,Male Pct,American Indian Count,American Indian Pct,Asian Count,Asian Pct,Black/African American Count,Black/African American Pct,Hispanic Count,Hispanic Pct,Multi-Race Count,Multi-Race Pct,Pacific Islander Count,Pacific Islander Pct,White Count,White Pct,CEP Economically Disadvantaged Rate
2018-2019,435,E. Washington Rhodes School,Acceleration,08,93,0,0.00,93,100.00,21,22.58,72,77.42,45,48.39,48,51.61,0,0.00,0,0.00,83,89.25,4,4.30,5,5.38,0,0.00,1,1.08,.
2018-2019,435,E. Washington Rhodes School,Acceleration,All Grades,497,0,0.00,497,100.00,113,22.74,384,77.26,225,45.27,272,54.73,0,0.00,0,0.00,454,91.35,16,3.22,24,4.83,1,0.20,2,0.40,100.00
2018-2019,436,Kenderton Elementary School,Network 11,00,46,0,0.00,46,100.00,3,6.52,43,93.48,23,50.00,23,50.00,0,0.00,1,2.17,40,86.96,2,4.35,3,6.52,0,0.00,0,0.00,.
2018-2019,436,Kenderton Elementary School,Network 11,01,42,0,0.00,42,100.00,8,19.05,34,80.95,21,50.00,21,50.00,0,0.00,0,0.00,33,78.57,1,2.38,1,2.38,0,0.00,7,16.67,.
2018-2019,436,Kenderton Elementary School,Network 11,02,65,0,0.00,65,100.00,9,13.85,56,86.15,29,44.62,36,55.38,0,0.00,0,0.00,61,93.85,1,1.54,2,3.08,0,0.00,1,1.54,.
2018-2019,436,Kenderton Elementary School,Network 11,03,52,0,0.00,52,100.00,10,19.23,42,80.77,24,46.15,28,53.85,4,7.69,0,0.00,41,78.85,2,3.85,4,7.69,0,0.00,1,1.92,.
2018-2019,436,Kenderton Elementary School,Network 11,04,58,0,0.00,58,100.00,20,34.48,38,65.52,24,41.38,34,58.62,0,0.00,0,0.00,55,94.83,0,0.00,2,3.45,1,1.72,0,0.00,.
2018-2019,436,Kenderton Elementary School,Network 11,05,54,0,0.00,54,100.00,11,20.37,43,79.63,26,48.15,28,51.85,1,1.85,0,0.00,47,87.04,5,9.26,0,0.00,0,0.00,1,1.85,.
2018-2019,436,Kenderton Elementary School,Network 11,06,62,2,3.23,60,96.77,19,30.65,43,69.35,29,46.77,33,53.23,0,0.00,0,0.00,55,88.71,4,6.45,3,4.84,0,0.00,0,0.00,.
2018-2019,436,Kenderton Elementary School,Network 11,07,48,0,0.00,48,100.00,12,25.00,36,75.00,20,41.67,28,58.33,0,0.00,0,0.00,44,91.67,0,0.00,3,6.25,0,0.00,1,2.08,.
2018-2019,436,Kenderton Elementary School,Network 11,08,32,0,0.00,32,100.00,9,28.13,23,71.88,11,34.38,21,65.63,0,0.00,0,0.00,29,90.63,2,6.25,1,3.13,0,0.00,0,0.00,.
2018-2019,436,Kenderton Elementary School,Network 11,All Grades,459,2,0.44,457,99.56,101,22.00,358,78.00,207,45.10,252,54.90,5,1.09,1,0.22,405,88.24,17,3.70,19,4.14,1,0.22,11,2.40,100.00
2018-2019,437,Overbrook School,Network 2,00,25,0,0.00,25,100.00,0,0.00,25,100.00,12,48.00,13,52.00,0,0.00,0,0.00,24,96.00,0,0.00,0,0.00,0,0.00,1,4.00,.
2018-2019,437,Overbrook School,Network 2,01,29,0,0.00,29,100.00,0,0.00,29,100.00,15,51.72,14,48.28,0,0.00,0,0.00,27,93.10,0,0.00,1,3.45,0,0.00,1,3.45,.
2018-2019,437,Overbrook School,Network 2,02,18,0,0.00,18,100.00,2,11.11,16,88.89,8,44.44,10,55.56,0,0.00,0,0.00,18,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,437,Overbrook School,Network 2,03,31,0,0.00,31,100.00,2,6.45,29,93.55,12,38.71,19,61.29,0,0.00,0,0.00,30,96.77,0,0.00,1,3.23,0,0.00,0,0.00,.
2018-2019,437,Overbrook School,Network 2,04,33,0,0.00,33,100.00,1,3.03,32,96.97,16,48.48,17,51.52,0,0.00,0,0.00,30,90.91,1,3.03,2,6.06,0,0.00,0,0.00,.
2018-2019,437,Overbrook School,Network 2,05,26,0,0.00,26,100.00,2,7.69,24,92.31,11,42.31,15,57.69,0,0.00,0,0.00,24,92.31,0,0.00,2,7.69,0,0.00,0,0.00,.
2018-2019,437,Overbrook School,Network 2,06,25,0,0.00,25,100.00,4,16.00,21,84.00,9,36.00,16,64.00,0,0.00,0,0.00,24,96.00,0,0.00,1,4.00,0,0.00,0,0.00,.
2018-2019,437,Overbrook School,Network 2,07,25,0,0.00,25,100.00,4,16.00,21,84.00,12,48.00,13,52.00,1,4.00,0,0.00,23,92.00,1,4.00,0,0.00,0,0.00,0,0.00,.
2018-2019,437,Overbrook School,Network 2,08,26,0,0.00,26,100.00,4,15.38,22,84.62,14,53.85,12,46.15,0,0.00,0,0.00,26,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,437,Overbrook School,Network 2,All Grades,238,0,0.00,238,100.00,19,7.98,219,92.02,109,45.80,129,54.20,1,0.42,0,0.00,226,94.96,2,0.84,7,2.94,0,0.00,2,0.84,100.00
2018-2019,438,Thomas M. Peirce School,Network 11,00,67,0,0.00,67,100.00,4,5.97,63,94.03,35,52.24,32,47.76,0,0.00,0,0.00,64,95.52,2,2.99,1,1.49,0,0.00,0,0.00,.
2018-2019,438,Thomas M. Peirce School,Network 11,01,65,1,1.54,64,98.46,5,7.69,60,92.31,32,49.23,33,50.77,0,0.00,0,0.00,61,93.85,0,0.00,3,4.62,0,0.00,1,1.54,.
2018-2019,438,Thomas M. Peirce School,Network 11,02,63,0,0.00,63,100.00,4,6.35,59,93.65,32,50.79,31,49.21,0,0.00,0,0.00,59,93.65,1,1.59,1,1.59,0,0.00,2,3.17,.
2018-2019,438,Thomas M. Peirce School,Network 11,03,59,1,1.69,58,98.31,4,6.78,55,93.22,29,49.15,30,50.85,0,0.00,0,0.00,56,94.92,2,3.39,1,1.69,0,0.00,0,0.00,.
2018-2019,438,Thomas M. Peirce School,Network 11,04,54,1,1.85,53,98.15,10,18.52,44,81.48,27,50.00,27,50.00,0,0.00,0,0.00,53,98.15,0,0.00,1,1.85,0,0.00,0,0.00,.
2018-2019,438,Thomas M. Peirce School,Network 11,05,68,0,0.00,68,100.00,14,20.59,54,79.41,32,47.06,36,52.94,0,0.00,0,0.00,65,95.59,2,2.94,1,1.47,0,0.00,0,0.00,.
2018-2019,438,Thomas M. Peirce School,Network 11,06,61,0,0.00,61,100.00,7,11.48,54,88.52,29,47.54,32,52.46,0,0.00,0,0.00,58,95.08,1,1.64,1,1.64,0,0.00,1,1.64,.
2018-2019,438,Thomas M. Peirce School,Network 11,All Grades,437,3,0.69,434,99.31,48,10.98,389,89.02,216,49.43,221,50.57,0,0.00,0,0.00,416,95.19,8,1.83,9,2.06,0,0.00,4,0.92,100.00
2018-2019,444,Dr. Ethel Allen School,Acceleration,00,59,0,0.00,59,100.00,2,3.39,57,96.61,35,59.32,24,40.68,0,0.00,0,0.00,59,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,444,Dr. Ethel Allen School,Acceleration,01,52,0,0.00,52,100.00,5,9.62,47,90.38,26,50.00,26,50.00,1,1.92,0,0.00,47,90.38,0,0.00,0,0.00,0,0.00,4,7.69,.
2018-2019,444,Dr. Ethel Allen School,Acceleration,02,56,0,0.00,56,100.00,3,5.36,53,94.64,29,51.79,27,48.21,0,0.00,0,0.00,54,96.43,0,0.00,2,3.57,0,0.00,0,0.00,.
2018-2019,444,Dr. Ethel Allen School,Acceleration,03,49,0,0.00,49,100.00,4,8.16,45,91.84,24,48.98,25,51.02,0,0.00,0,0.00,46,93.88,1,2.04,2,4.08,0,0.00,0,0.00,.
2018-2019,444,Dr. Ethel Allen School,Acceleration,04,43,0,0.00,43,100.00,1,2.33,42,97.67,22,51.16,21,48.84,0,0.00,0,0.00,40,93.02,2,4.65,1,2.33,0,0.00,0,0.00,.
2018-2019,444,Dr. Ethel Allen School,Acceleration,05,41,0,0.00,41,100.00,5,12.20,36,87.80,18,43.90,23,56.10,0,0.00,0,0.00,41,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,444,Dr. Ethel Allen School,Acceleration,06,64,0,0.00,64,100.00,12,18.75,52,81.25,35,54.69,29,45.31,0,0.00,0,0.00,63,98.44,1,1.56,0,0.00,0,0.00,0,0.00,.
2018-2019,444,Dr. Ethel Allen School,Acceleration,07,41,0,0.00,41,100.00,5,12.20,36,87.80,21,51.22,20,48.78,0,0.00,0,0.00,37,90.24,2,4.88,2,4.88,0,0.00,0,0.00,.
2018-2019,444,Dr. Ethel Allen School,Acceleration,08,38,0,0.00,38,100.00,9,23.68,29,76.32,20,52.63,18,47.37,0,0.00,0,0.00,35,92.11,0,0.00,2,5.26,0,0.00,1,2.63,.
2018-2019,444,Dr. Ethel Allen School,Acceleration,All Grades,443,0,0.00,443,100.00,46,10.38,397,89.62,230,51.92,213,48.08,1,0.23,0,0.00,422,95.26,6,1.35,9,2.03,0,0.00,5,1.13,100.00
2018-2019,446,Tanner G. Duckrey School,Network 4,00,57,0,0.00,57,100.00,0,0.00,57,100.00,22,38.60,35,61.40,0,0.00,0,0.00,50,87.72,3,5.26,2,3.51,0,0.00,2,3.51,.
2018-2019,446,Tanner G. Duckrey School,Network 4,01,67,0,0.00,67,100.00,3,4.48,64,95.52,31,46.27,36,53.73,0,0.00,0,0.00,60,89.55,1,1.49,0,0.00,0,0.00,6,8.96,.
2018-2019,446,Tanner G. Duckrey School,Network 4,02,67,0,0.00,67,100.00,3,4.48,64,95.52,39,58.21,28,41.79,0,0.00,0,0.00,63,94.03,2,2.99,1,1.49,0,0.00,1,1.49,.
2018-2019,446,Tanner G. Duckrey School,Network 4,03,82,0,0.00,82,100.00,6,7.32,76,92.68,42,51.22,40,48.78,0,0.00,0,0.00,78,95.12,0,0.00,4,4.88,0,0.00,0,0.00,.
2018-2019,446,Tanner G. Duckrey School,Network 4,04,67,0,0.00,67,100.00,5,7.46,62,92.54,31,46.27,36,53.73,0,0.00,1,1.49,65,97.01,1,1.49,0,0.00,0,0.00,0,0.00,.
2018-2019,446,Tanner G. Duckrey School,Network 4,05,71,0,0.00,71,100.00,4,5.63,67,94.37,30,42.25,41,57.75,0,0.00,0,0.00,66,92.96,2,2.82,1,1.41,1,1.41,1,1.41,.
2018-2019,446,Tanner G. Duckrey School,Network 4,06,64,0,0.00,64,100.00,9,14.06,55,85.94,24,37.50,40,62.50,0,0.00,0,0.00,61,95.31,2,3.13,1,1.56,0,0.00,0,0.00,.
2018-2019,446,Tanner G. Duckrey School,Network 4,07,54,0,0.00,54,100.00,6,11.11,48,88.89,25,46.30,29,53.70,0,0.00,0,0.00,48,88.89,0,0.00,3,5.56,1,1.85,2,3.70,.
2018-2019,446,Tanner G. Duckrey School,Network 4,08,56,0,0.00,56,100.00,9,16.07,47,83.93,25,44.64,31,55.36,0,0.00,0,0.00,56,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,446,Tanner G. Duckrey School,Network 4,All Grades,585,0,0.00,585,100.00,45,7.69,540,92.31,269,45.98,316,54.02,0,0.00,1,0.17,547,93.50,11,1.88,12,2.05,2,0.34,12,2.05,100.00
2018-2019,447,Richard R. Wright School,Network 4,00,61,1,1.64,60,98.36,8,13.11,53,86.89,27,44.26,34,55.74,0,0.00,0,0.00,58,95.08,2,3.28,1,1.64,0,0.00,0,0.00,.
2018-2019,447,Richard R. Wright School,Network 4,01,61,0,0.00,61,100.00,16,26.23,45,73.77,31,50.82,30,49.18,0,0.00,0,0.00,56,91.80,3,4.92,0,0.00,0,0.00,2,3.28,.
2018-2019,447,Richard R. Wright School,Network 4,02,55,0,0.00,55,100.00,14,25.45,41,74.55,32,58.18,23,41.82,0,0.00,0,0.00,47,85.45,2,3.64,4,7.27,0,0.00,2,3.64,.
2018-2019,447,Richard R. Wright School,Network 4,03,65,0,0.00,65,100.00,16,24.62,49,75.38,35,53.85,30,46.15,0,0.00,0,0.00,59,90.77,2,3.08,4,6.15,0,0.00,0,0.00,.
2018-2019,447,Richard R. Wright School,Network 4,04,62,0,0.00,62,100.00,21,33.87,41,66.13,24,38.71,38,61.29,1,1.61,0,0.00,57,91.94,3,4.84,1,1.61,0,0.00,0,0.00,.
2018-2019,447,Richard R. Wright School,Network 4,05,44,1,2.27,43,97.73,19,43.18,25,56.82,14,31.82,30,68.18,1,2.27,0,0.00,39,88.64,4,9.09,0,0.00,0,0.00,0,0.00,.
2018-2019,447,Richard R. Wright School,Network 4,All Grades,348,2,0.57,346,99.43,94,27.01,254,72.99,163,46.84,185,53.16,2,0.57,0,0.00,316,90.80,16,4.60,10,2.87,0,0.00,4,1.15,100.00
2018-2019,448,Overbrook Educational Center,Network 2,00,27,0,0.00,27,100.00,5,18.52,22,81.48,18,66.67,9,33.33,0,0.00,0,0.00,23,85.19,2,7.41,1,3.70,0,0.00,1,3.70,.
2018-2019,448,Overbrook Educational Center,Network 2,01,26,0,0.00,26,100.00,8,30.77,18,69.23,10,38.46,16,61.54,0,0.00,0,0.00,23,88.46,1,3.85,1,3.85,0,0.00,1,3.85,.
2018-2019,448,Overbrook Educational Center,Network 2,02,32,0,0.00,32,100.00,5,15.63,27,84.38,19,59.38,13,40.63,0,0.00,0,0.00,27,84.38,0,0.00,4,12.50,0,0.00,1,3.13,.
2018-2019,448,Overbrook Educational Center,Network 2,03,38,0,0.00,38,100.00,16,42.11,22,57.89,18,47.37,20,52.63,0,0.00,0,0.00,29,76.32,1,2.63,7,18.42,0,0.00,1,2.63,.
2018-2019,448,Overbrook Educational Center,Network 2,04,32,1,3.13,31,96.88,8,25.00,24,75.00,17,53.13,15,46.88,0,0.00,0,0.00,30,93.75,0,0.00,1,3.13,0,0.00,1,3.13,.
2018-2019,448,Overbrook Educational Center,Network 2,05,39,2,5.13,37,94.87,19,48.72,20,51.28,23,58.97,16,41.03,0,0.00,1,2.56,29,74.36,3,7.69,6,15.38,0,0.00,0,0.00,.
2018-2019,448,Overbrook Educational Center,Network 2,06,33,0,0.00,33,100.00,7,21.21,26,78.79,12,36.36,21,63.64,0,0.00,0,0.00,28,84.85,1,3.03,2,6.06,0,0.00,2,6.06,.
2018-2019,448,Overbrook Educational Center,Network 2,07,33,2,6.06,31,93.94,6,18.18,27,81.82,15,45.45,18,54.55,0,0.00,1,3.03,27,81.82,1,3.03,4,12.12,0,0.00,0,0.00,.
2018-2019,448,Overbrook Educational Center,Network 2,08,34,0,0.00,34,100.00,9,26.47,25,73.53,19,55.88,15,44.12,0,0.00,0,0.00,30,88.24,1,2.94,3,8.82,0,0.00,0,0.00,.
2018-2019,448,Overbrook Educational Center,Network 2,All Grades,294,5,1.70,289,98.30,83,28.23,211,71.77,151,51.36,143,48.64,0,0.00,2,0.68,246,83.67,10,3.40,29,9.86,0,0.00,7,2.38,95.78
2018-2019,453,Edward Gideon School,Network 11,00,23,0,0.00,23,100.00,2,8.70,21,91.30,8,34.78,15,65.22,0,0.00,0,0.00,22,95.65,1,4.35,0,0.00,0,0.00,0,0.00,.
2018-2019,453,Edward Gideon School,Network 11,01,27,0,0.00,27,100.00,2,7.41,25,92.59,15,55.56,12,44.44,0,0.00,0,0.00,26,96.30,0,0.00,0,0.00,0,0.00,1,3.70,.
2018-2019,453,Edward Gideon School,Network 11,02,29,1,3.45,28,96.55,5,17.24,24,82.76,15,51.72,14,48.28,0,0.00,0,0.00,27,93.10,2,6.90,0,0.00,0,0.00,0,0.00,.
2018-2019,453,Edward Gideon School,Network 11,03,32,0,0.00,32,100.00,9,28.13,23,71.88,11,34.38,21,65.63,0,0.00,0,0.00,32,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,453,Edward Gideon School,Network 11,04,48,0,0.00,48,100.00,14,29.17,34,70.83,25,52.08,23,47.92,0,0.00,0,0.00,44,91.67,3,6.25,1,2.08,0,0.00,0,0.00,.
2018-2019,453,Edward Gideon School,Network 11,05,28,0,0.00,28,100.00,15,53.57,13,46.43,9,32.14,19,67.86,0,0.00,0,0.00,26,92.86,1,3.57,1,3.57,0,0.00,0,0.00,.
2018-2019,453,Edward Gideon School,Network 11,06,14,0,0.00,14,100.00,1,7.14,13,92.86,7,50.00,7,50.00,0,0.00,0,0.00,14,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,453,Edward Gideon School,Network 11,07,22,0,0.00,22,100.00,3,13.64,19,86.36,13,59.09,9,40.91,0,0.00,0,0.00,22,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,453,Edward Gideon School,Network 11,08,34,0,0.00,34,100.00,5,14.71,29,85.29,19,55.88,15,44.12,0,0.00,0,0.00,32,94.12,0,0.00,2,5.88,0,0.00,0,0.00,.
2018-2019,453,Edward Gideon School,Network 11,All Grades,257,1,0.39,256,99.61,56,21.79,201,78.21,122,47.47,135,52.53,0,0.00,0,0.00,245,95.33,7,2.72,4,1.56,0,0.00,1,0.39,100.00
2018-2019,456,William D. Kelley School,Network 4,00,49,0,0.00,49,100.00,7,14.29,42,85.71,18,36.73,31,63.27,0,0.00,0,0.00,48,97.96,1,2.04,0,0.00,0,0.00,0,0.00,.
2018-2019,456,William D. Kelley School,Network 4,01,47,0,0.00,47,100.00,4,8.51,43,91.49,23,48.94,24,51.06,0,0.00,0,0.00,42,89.36,0,0.00,2,4.26,0,0.00,3,6.38,.
2018-2019,456,William D. Kelley School,Network 4,02,30,0,0.00,30,100.00,5,16.67,25,83.33,18,60.00,12,40.00,0,0.00,0,0.00,30,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,456,William D. Kelley School,Network 4,03,46,0,0.00,46,100.00,10,21.74,36,78.26,23,50.00,23,50.00,0,0.00,0,0.00,42,91.30,2,4.35,2,4.35,0,0.00,0,0.00,.
2018-2019,456,William D. Kelley School,Network 4,04,54,0,0.00,54,100.00,6,11.11,48,88.89,28,51.85,26,48.15,0,0.00,0,0.00,51,94.44,1,1.85,1,1.85,0,0.00,1,1.85,.
2018-2019,456,William D. Kelley School,Network 4,05,48,0,0.00,48,100.00,5,10.42,43,89.58,23,47.92,25,52.08,0,0.00,0,0.00,46,95.83,1,2.08,1,2.08,0,0.00,0,0.00,.
2018-2019,456,William D. Kelley School,Network 4,06,50,0,0.00,50,100.00,19,38.00,31,62.00,27,54.00,23,46.00,0,0.00,1,2.00,42,84.00,3,6.00,4,8.00,0,0.00,0,0.00,.
2018-2019,456,William D. Kelley School,Network 4,07,26,0,0.00,26,100.00,2,7.69,24,92.31,12,46.15,14,53.85,0,0.00,0,0.00,25,96.15,0,0.00,1,3.85,0,0.00,0,0.00,.
2018-2019,456,William D. Kelley School,Network 4,08,17,0,0.00,17,100.00,7,41.18,10,58.82,8,47.06,9,52.94,0,0.00,1,5.88,16,94.12,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,456,William D. Kelley School,Network 4,All Grades,367,0,0.00,367,100.00,65,17.71,302,82.29,180,49.05,187,50.95,0,0.00,2,0.54,342,93.19,8,2.18,11,3.00,0,0.00,4,1.09,100.00
2018-2019,457,General George G. Meade School,Network 3,00,49,0,0.00,49,100.00,0,0.00,49,100.00,23,46.94,26,53.06,0,0.00,0,0.00,46,93.88,2,4.08,0,0.00,1,2.04,0,0.00,.
2018-2019,457,General George G. Meade School,Network 3,01,40,0,0.00,40,100.00,2,5.00,38,95.00,19,47.50,21,52.50,0,0.00,0,0.00,38,95.00,1,2.50,1,2.50,0,0.00,0,0.00,.
2018-2019,457,General George G. Meade School,Network 3,02,63,1,1.59,62,98.41,10,15.87,53,84.13,31,49.21,32,50.79,0,0.00,1,1.59,58,92.06,4,6.35,0,0.00,0,0.00,0,0.00,.
2018-2019,457,General George G. Meade School,Network 3,03,45,0,0.00,45,100.00,7,15.56,38,84.44,16,35.56,29,64.44,0,0.00,0,0.00,39,86.67,1,2.22,4,8.89,0,0.00,1,2.22,.
2018-2019,457,General George G. Meade School,Network 3,04,42,0,0.00,42,100.00,7,16.67,35,83.33,23,54.76,19,45.24,0,0.00,0,0.00,42,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,457,General George G. Meade School,Network 3,05,43,1,2.33,42,97.67,8,18.60,35,81.40,20,46.51,23,53.49,0,0.00,0,0.00,41,95.35,1,2.33,1,2.33,0,0.00,0,0.00,.
2018-2019,457,General George G. Meade School,Network 3,06,41,0,0.00,41,100.00,11,26.83,30,73.17,22,53.66,19,46.34,0,0.00,0,0.00,38,92.68,0,0.00,3,7.32,0,0.00,0,0.00,.
2018-2019,457,General George G. Meade School,Network 3,07,36,1,2.78,35,97.22,11,30.56,25,69.44,20,55.56,16,44.44,0,0.00,0,0.00,33,91.67,1,2.78,1,2.78,0,0.00,1,2.78,.
2018-2019,457,General George G. Meade School,Network 3,08,29,0,0.00,29,100.00,9,31.03,20,68.97,6,20.69,23,79.31,0,0.00,0,0.00,27,93.10,1,3.45,1,3.45,0,0.00,0,0.00,.
2018-2019,457,General George G. Meade School,Network 3,All Grades,388,3,0.77,385,99.23,65,16.75,323,83.25,180,46.39,208,53.61,0,0.00,1,0.26,362,93.30,11,2.84,11,2.84,1,0.26,2,0.52,100.00
2018-2019,502,Thomas A. Edison High School,Acceleration,09,383,114,29.77,269,70.23,144,37.60,239,62.40,139,36.29,244,63.71,0,0.00,1,0.26,101,26.37,251,65.54,27,7.05,0,0.00,3,0.78,.
2018-2019,502,Thomas A. Edison High School,Acceleration,10,283,76,26.86,207,73.14,101,35.69,182,64.31,113,39.93,170,60.07,0,0.00,1,0.35,82,28.98,190,67.14,5,1.77,0,0.00,5,1.77,.
2018-2019,502,Thomas A. Edison High School,Acceleration,11,223,74,33.18,149,66.82,83,37.22,140,62.78,99,44.39,124,55.61,0,0.00,1,0.45,61,27.35,152,68.16,6,2.69,0,0.00,3,1.35,.
2018-2019,502,Thomas A. Edison High School,Acceleration,12,168,67,39.88,101,60.12,58,34.52,110,65.48,80,47.62,88,52.38,0,0.00,0,0.00,42,25.00,123,73.21,2,1.19,0,0.00,1,0.60,.
2018-2019,502,Thomas A. Edison High School,Acceleration,All Grades,1057,331,31.32,726,68.68,386,36.52,671,63.48,431,40.78,626,59.22,0,0.00,3,0.28,286,27.06,716,67.74,40,3.78,0,0.00,12,1.14,100.00
2018-2019,505,Philadelphia Military Academy,Network 5,09,87,8,9.20,79,90.80,12,13.79,75,86.21,30,34.48,57,65.52,0,0.00,0,0.00,46,52.87,32,36.78,4,4.60,0,0.00,5,5.75,.
2018-2019,505,Philadelphia Military Academy,Network 5,10,108,10,9.26,98,90.74,17,15.74,91,84.26,52,48.15,56,51.85,0,0.00,1,0.93,69,63.89,34,31.48,3,2.78,0,0.00,1,0.93,.
2018-2019,505,Philadelphia Military Academy,Network 5,11,44,4,9.09,40,90.91,4,9.09,40,90.91,19,43.18,25,56.82,0,0.00,1,2.27,21,47.73,19,43.18,1,2.27,0,0.00,2,4.55,.
2018-2019,505,Philadelphia Military Academy,Network 5,12,47,2,4.26,45,95.74,6,12.77,41,87.23,17,36.17,30,63.83,0,0.00,0,0.00,25,53.19,17,36.17,1,2.13,0,0.00,4,8.51,.
2018-2019,505,Philadelphia Military Academy,Network 5,All Grades,286,24,8.39,262,91.61,39,13.64,247,86.36,118,41.26,168,58.74,0,0.00,2,0.70,161,56.29,102,35.66,9,3.15,0,0.00,12,4.20,100.00
2018-2019,506,Jules E. Mastbaum Area Vocational Technical High School,Network 4,09,240,33,13.75,207,86.25,50,20.83,190,79.17,97,40.42,143,59.58,0,0.00,1,0.42,83,34.58,138,57.50,10,4.17,0,0.00,8,3.33,.
2018-2019,506,Jules E. Mastbaum Area Vocational Technical High School,Network 4,10,208,20,9.62,188,90.38,28,13.46,180,86.54,91,43.75,117,56.25,1,0.48,3,1.44,90,43.27,95,45.67,6,2.88,0,0.00,13,6.25,.
2018-2019,506,Jules E. Mastbaum Area Vocational Technical High School,Network 4,11,166,11,6.63,155,93.37,37,22.29,129,77.71,60,36.14,106,63.86,0,0.00,3,1.81,79,47.59,72,43.37,3,1.81,0,0.00,9,5.42,.
2018-2019,506,Jules E. Mastbaum Area Vocational Technical High School,Network 4,12,152,17,11.18,135,88.82,29,19.08,123,80.92,71,46.71,81,53.29,0,0.00,1,0.66,74,48.68,70,46.05,1,0.66,0,0.00,6,3.95,.
2018-2019,506,Jules E. Mastbaum Area Vocational Technical High School,Network 4,All Grades,766,81,10.57,685,89.43,144,18.80,622,81.20,319,41.64,447,58.36,1,0.13,8,1.04,326,42.56,375,48.96,20,2.61,0,0.00,36,4.70,100.00
2018-2019,507,Parkway Northwest High School,Network 1,09,75,2,2.67,73,97.33,7,9.33,68,90.67,42,56.00,33,44.00,0,0.00,0,0.00,69,92.00,2,2.67,3,4.00,0,0.00,1,1.33,.
2018-2019,507,Parkway Northwest High School,Network 1,10,71,2,2.82,69,97.18,7,9.86,64,90.14,30,42.25,41,57.75,0,0.00,0,0.00,69,97.18,2,2.82,0,0.00,0,0.00,0,0.00,.
2018-2019,507,Parkway Northwest High School,Network 1,11,73,1,1.37,72,98.63,11,15.07,62,84.93,41,56.16,32,43.84,0,0.00,0,0.00,68,93.15,2,2.74,1,1.37,0,0.00,2,2.74,.
2018-2019,507,Parkway Northwest High School,Network 1,12,53,1,1.89,52,98.11,2,3.77,51,96.23,26,49.06,27,50.94,0,0.00,0,0.00,49,92.45,3,5.66,1,1.89,0,0.00,0,0.00,.
2018-2019,507,Parkway Northwest High School,Network 1,All Grades,272,6,2.21,266,97.79,27,9.93,245,90.07,139,51.10,133,48.90,0,0.00,0,0.00,255,93.75,9,3.31,5,1.84,0,0.00,3,1.10,90.00
2018-2019,508,Parkway Center City Middle College High School,Network 1,09,147,5,3.40,142,96.60,3,2.04,144,97.96,103,70.07,44,29.93,0,0.00,13,8.84,95,64.63,26,17.69,8,5.44,0,0.00,5,3.40,.
2018-2019,508,Parkway Center City Middle College High School,Network 1,10,115,3,2.61,112,97.39,4,3.48,111,96.52,74,64.35,41,35.65,0,0.00,6,5.22,85,73.91,15,13.04,6,5.22,0,0.00,3,2.61,.
2018-2019,508,Parkway Center City Middle College High School,Network 1,11,123,2,1.63,121,98.37,5,4.07,118,95.93,66,53.66,57,46.34,0,0.00,12,9.76,94,76.42,13,10.57,1,0.81,0,0.00,3,2.44,.
2018-2019,508,Parkway Center City Middle College High School,Network 1,12,111,1,0.90,110,99.10,5,4.50,106,95.50,62,55.86,49,44.14,0,0.00,11,9.91,80,72.07,10,9.01,9,8.11,0,0.00,1,0.90,.
2018-2019,508,Parkway Center City Middle College High School,Network 1,All Grades,496,11,2.22,485,97.78,17,3.43,479,96.57,305,61.49,191,38.51,0,0.00,42,8.47,354,71.37,64,12.90,24,4.84,0,0.00,12,2.42,93.23
2018-2019,509,Parkway West High School,Network 13,09,95,2,2.11,93,97.89,8,8.42,87,91.58,63,66.32,32,33.68,1,1.05,0,0.00,88,92.63,1,1.05,4,4.21,0,0.00,1,1.05,.
2018-2019,509,Parkway West High School,Network 13,10,95,1,1.05,94,98.95,18,18.95,77,81.05,51,53.68,44,46.32,0,0.00,0,0.00,93,97.89,0,0.00,1,1.05,0,0.00,1,1.05,.
2018-2019,509,Parkway West High School,Network 13,11,69,2,2.90,67,97.10,10,14.49,59,85.51,31,44.93,38,55.07,0,0.00,3,4.35,62,89.86,1,1.45,2,2.90,0,0.00,1,1.45,.
2018-2019,509,Parkway West High School,Network 13,12,60,2,3.33,58,96.67,10,16.67,50,83.33,24,40.00,36,60.00,0,0.00,0,0.00,55,91.67,2,3.33,3,5.00,0,0.00,0,0.00,.
