School,SRC School ID,ULCS Code,Report,Rpt Type Long,Street Address,City,State,Zip Code,Phone Number,Fax Number,Governance,Turnaround Model,Enrollment,Website,Grades Served,Admissions Type,Peer Group,2017-18 Learning Network,2018-19 Learning Network,Notes,Overall Score,Overall Pts Earn,Overall Pts Poss,Overall Tier,Overall Peer Rank,Overall City Rank,Ach Score,Ach Pts Earn,Ach Pts Poss,Ach Tier,Ach Peer Rank,Ach City Rank,Prog Score,Prog Pts Earn,Prog Pts Poss,Prog Tier,Prog Peer Rank,Prog City Rank,Clim Score,Clim Pts Earn,Clim Pts Poss,Clim Tier,Clim Peer Rank,Clim City Rank,CC Score,CC Pts Earn,CC Pts Poss,CC Tier,CC Peer Rank,CC City Rank,K-2 Rdg Score,K-2 Rdg Denom,K-2 Rdg Pts Earn,K-2 Rdg Pts Poss,K-2 Rdg Pct Earn,K-2 Rdg Tier,PSSA ELA Prof/Adv Score,PSSA ELA Prof/Adv Denom,PSSA ELA Prof/Adv Pts Earn,PSSA ELA Prof/Adv Pts Poss,PSSA ELA Prof/Adv Pct Earn,PSSA ELA Prof/Adv Tier,PSSA GR3 ELA Prof/Adv Score,PSSA GR3 ELA Prof/Adv Denom,PSSA GR4 ELA Prof/Adv Score,PSSA GR4 ELA Prof/Adv Denom,PSSA GR5 ELA Prof/Adv Score,PSSA GR5 ELA Prof/Adv Denom,PSSA GR6 ELA Prof/Adv Score,PSSA GR6 ELA Prof/Adv Denom,PSSA GR7 ELA Prof/Adv Score,PSSA GR7 ELA Prof/Adv Denom,PSSA GR8 ELA Prof/Adv Score,PSSA GR8 ELA Prof/Adv Denom,PSSA ELA Adv Score,PSSA ELA Adv Denom,PSSA ELA Adv Pts Earn,PSSA ELA Adv Pts Poss,PSSA ELA Adv Pct Earn,PSSA ELA Adv Tier,PSSA Math Prof/Adv Score,PSSA Math Prof/Adv Denom,PSSA Math Prof/Adv Pts Earn,PSSA Math Prof/Adv Pts Poss,PSSA Math Prof/Adv Pct Earn,PSSA Math Prof/Adv Tier,PSSA GR3 Math Prof/Adv Score,PSSA GR3 Math Prof/Adv Denom,PSSA GR4 Math Prof/Adv Score,PSSA GR4 Math Prof/Adv Denom,PSSA GR5 Math Prof/Adv Score,PSSA GR5 Math Prof/Adv Denom,PSSA GR6 Math Prof/Adv Score,PSSA GR6 Math Prof/Adv Denom,PSSA GR7 Math Prof/Adv Score,PSSA GR7 Math Prof/Adv Denom,PSSA GR8 Math Prof/Adv Score,PSSA GR8 Math Prof/Adv Denom,PSSA Math Adv Score,PSSA Math Adv Denom,PSSA Math Adv Pts Earn,PSSA Math Adv Pts Poss,PSSA Math Adv Pct Earn,PSSA Math Adv Tier,PSSA Sci Prof/Adv Score,PSSA Sci Prof/Adv Denom,PSSA Sci Prof/Adv Pts Earn,PSSA Sci Prof/Adv Pts Poss,PSSA Sci Prof/Adv Pct Earn,PSSA Sci Prof/Adv Tier,PSSA GR4 Sci Prof/Adv Score,PSSA GR4 Sci Prof/Adv Denom,PSSA GR8 Sci Prof/Adv Score,PSSA GR8 Sci Prof/Adv Denom,PSSA Sci Adv Score,PSSA Sci Adv Denom,PSSA Sci Adv Pts Earn,PSSA Sci Adv Pts Poss,PSSA Sci Adv Pct Earn,PSSA Sci Adv Tier,Keystone Alg1 Prof/Adv Score,Keystone Alg1 Prof/Adv Denom,Keystone Alg1 Prof/Adv Pts Earn,Keystone Alg1 Prof/Adv Pts Poss,Keystone Alg1 Prof/Adv Pct Earn,Keystone Alg1 Prof/Adv Tier,Keystone GR9 Alg1 Prof/Adv Score,Keystone GR9 Alg1 Prof/Adv Denom,Keystone Alg1 Adv Score,Keystone Alg1 Adv Denom,Keystone Alg1 Adv Pts Earn,Keystone Alg1 Adv Pts Poss,Keystone Alg1 Adv Pct Earn,Keystone Alg1 Adv Tier,Keystone Bio Prof/Adv Score,Keystone Bio Prof/Adv Denom,Keystone Bio Prof/Adv Pts Earn,Keystone Bio Prof/Adv Pts Poss,Keystone Bio Prof/Adv Pct Earn,Keystone Bio Prof/Adv Tier,Keystone Bio Adv Score,Keystone Bio Adv Denom,Keystone Bio Adv Pts Earn,Keystone Bio Adv Pts Poss,Keystone Bio Adv Pct Earn,Keystone Bio Adv Tier,Keystone Lit Prof/Adv Score,Keystone Lit Prof/Adv Denom,Keystone Lit Prof/Adv Pts Earn,Keystone Lit Prof/Adv Pts Poss,Keystone Lit Prof/Adv Pct Earn,Keystone Lit Prof/Adv Tier,Keystone Lit Adv Score,Keystone Lit Adv Denom,Keystone Lit Adv Pts Earn,Keystone Lit Adv Pts Poss,Keystone Lit Adv Pct Earn,Keystone Lit Adv Tier,ACCESS Prof Score,ACCESS Prof Denom,ACCESS Prof Pts Earn,ACCESS Prof Pts Poss,ACCESS Prof Pct Earn,ACCESS Prof Tier,PSSA Math AGI Score,PSSA Math AGI Pts Earn,PSSA Math AGI Pts Poss,PSSA Math AGI Pct Earn,PSSA Math AGI Tier,PSSA ELA AGI Score,PSSA ELA AGI Pts Earn,PSSA ELA AGI Pts Poss,PSSA ELA AGI Pct Earn,PSSA ELA AGI Tier,PSSA GR4 Sci AGI Score,PSSA GR4 Sci AGI Pts Earn,PSSA GR4 Sci AGI Pts Poss,PSSA GR4 Sci AGI Pct Earn,PSSA GR4 Sci AGI Tier,PSSA GR8 Sci AGI Score,PSSA GR8 Sci AGI Pts Earn,PSSA GR8 Sci AGI Pts Poss,PSSA GR8 Sci AGI Pct Earn,PSSA GR8 Sci AGI Tier,Keystone Alg1 AGI Score,Keystone Alg1 AGI Pts Earn,Keystone Alg1 AGI Pts Poss,Keystone Alg1 AGI Pct Earn,Keystone Alg1 AGI Tier,Keystone Bio AGI Score,Keystone Bio AGI Pts Earn,Keystone Bio AGI Pts Poss,Keystone Bio AGI Pct Earn,Keystone Bio AGI Tier,Keystone Lit AGI Score,Keystone Lit AGI Pts Earn,Keystone Lit AGI Pts Poss,Keystone Lit AGI Pct Earn,Keystone Lit AGI Tier,Stay On Track Score,Stay On Track Denom,Stay On Track Pts Earn,Stay On Track Pts Poss,Stay On Track Pct Earn,Stay On Track Tier,Back On Track Score,Back On Track Denom,Back On Track Pts Earn,Back On Track Pts Poss,Back On Track Pct Earn,Back On Track Tier,ACCESS Growth Score,ACCESS Growth Denom,ACCESS Growth Pts Earn,ACCESS Growth Pts Poss,ACCESS Growth Pct Earn,ACCESS Growth Tier,PSSA Math AGI (L33P) Score,PSSA Math AGI (L33P) Pts Earn,PSSA Math AGI (L33P) Pts Poss,PSSA Math AGI (L33P) Pct Earn,PSSA Math AGI (L33P) Tier,PSSA ELA AGI (L33P) Score,PSSA ELA AGI (L33P) Pts Earn,PSSA ELA AGI (L33P) Pts Poss,PSSA ELA AGI (L33P) Pct Earn,PSSA ELA AGI (L33P) Tier,Keystone Alg1 AGI (L33P) Score,Keystone Alg1 AGI (L33P) Pts Earn,Keystone Alg1 AGI (L33P) Pts Poss,Keystone Alg1 AGI (L33P) Pct Earn,Keystone Alg1 AGI (L33P) Tier,Keystone Bio AGI (L33P) Score,Keystone Bio AGI (L33P) Pts Earn,Keystone Bio AGI (L33P) Pts Poss,Keystone Bio AGI (L33P) Pct Earn,Keystone Bio AGI (L33P) Tier,Keystone Lit AGI (L33P) Score,Keystone Lit AGI (L33P) Pts Earn,Keystone Lit AGI (L33P) Pts Poss,Keystone Lit AGI (L33P) Pct Earn,Keystone Lit AGI (L33P) Tier,Attendance (95%+) Score,Attendance (95%+) Denom,Attendance (95%+) Pts Earn,Attendance (95%+) Pts Poss,Attendance (95%+) Pct Earn,Attendance (95%+) Tier,Attendance (90%-95%) Score,Attendance (90%-95%) Denom,Attendance (85%-90%) Score,Attendance (85%-90%) Denom,Attendance (80%-85%) Score,Attendance (80%-85%) Denom,Attendance (<80%) Score,Attendance (<80%) Denom,Retention Score,Retention Denom,Retention Pts Earn,Retention Pts Poss,Retention Pct Earn,Retention Tier,ISS Score,ISS Denom,ISS Pts Earn,ISS Pts Poss,ISS Pct Earn,ISS Tier,OSS Score,OSS Denom,OSS Pts Earn,OSS Pts Poss,OSS Pct Earn,OSS Tier,Student Survey Climate Score,Student Survey Climate Pts Earn,Student Survey Climate Pts Poss,Student Survey Climate Pct Earn,Student Survey Climate Tier,Parent Survey Climate Score,Parent Survey Climate Pts Earn,Parent Survey Climate Pts Poss,Parent Survey Climate Pct Earn,Parent Survey Climate Tier,Parent Survey Participation Score,Parent Survey Participation Pts Earn,Parent Survey Participation Pts Poss,Parent Survey Participation Pct Earn,Parent Survey Participation Tier,Grad Score,Grad Denom,Grad Pts Earn,Grad Pts Poss,Grad Pct Earn,Grad Tier,FF Matric Score,FF Matric Denom,FF Matric Pts Earn,FF Matric Pts Poss,FF Matric Pct Earn,FF Matric Tier,AP/IB/NOCTI Score,AP/IB/NOCTI Denom,AP/IB/NOCTI Pts Earn,AP/IB/NOCTI Pts Poss,AP/IB/NOCTI Pct Earn,AP/IB/NOCTI Tier,AP/IB/NOCTI (Participants) Score,AP/IB/NOCTI (Participants) Denom,AP/IB/NOCTI (Non-Participants) Score,AP/IB/NOCTI (Non-Participants) Denom,ACT/SAT Score,ACT/SAT Denom,ACT/SAT Pts Earn,ACT/SAT Pts Poss,ACT/SAT Pct Earn,ACT/SAT Tier,ACT/SAT (Participants) Score,ACT/SAT (Participants) Denom,ACT/SAT (Non-Participants) Score,ACT/SAT (Non-Participants) Denom,FAFSA Score,FAFSA Denom,FAFSA Pts Earn,FAFSA Pts Poss,FAFSA Pct Earn,FAFSA Tier,Student Survey College & Career Score,Student Survey College & Career Pts Earn,Student Survey College & Career Pts Poss,Student Survey College & Career Pct Earn,Student Survey College & Career Tier,Teach Effect Distinguished Score,Teach Effect Instruction Score,Teacher Attendance Score,Student Survey Teaching Score
John Bartram High School,101,1010,HS,High School,2401 S. 67th St.,Philadelphia,PA,19142,215-400-8100,215-400-8101,District,N/A,561,philasd.org/bartram,'9-12',Neighborhood,HS-1,Network 1,Network 13,,13,13.11,98,INTERVENE,11th out of 23,70th out of 83,0,0.02,30,INTERVENE,17th out of 19,75th out of 77,25,9.53,38,WATCH,6th out of 23,50th out of 83,15,3.02,20,INTERVENE,15th out of 23,75th out of 83,6,0.55,10,INTERVENE,15th out of 22,74th out of 81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,331,0,8,0,INTERVENE,2,100,0,331,0.02,1.5,1,INTERVENE,4,173,0,8,0,INTERVENE,0,173,0,1.5,0,INTERVENE,8,181,0,8,0,INTERVENE,0,181,0,1.5,0,INTERVENE,0,26,0,1.5,0,INTERVENE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-3.23,0,6.5,0,INTERVENE,-2.6,0,6.5,0,INTERVENE,-3.3,0,6.5,0,INTERVENE,92,214,5.88,8,74,REINFORCE,51,49,1.32,6,22,INTERVENE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.47,1.5,1.5,100,MODEL,0.64,0.82,1.5,55,REINFORCE,-1.39,0,1.5,0,INTERVENE,26,742,1,8,13,INTERVENE,17,742,12,742,9,742,35,742,71,523,0,6,0,INTERVENE,99,742,0.47,0.5,95,MODEL,82,742,1.02,2.5,41,WATCH,52,0.52,1,52,REINFORCE,0,0,1,0,INTERVENE,2,0,1,0,INTERVENE,67,183,0,4.5,0,INTERVENE,25,140,0,1.5,0,INTERVENE,0,117,0,1,0,INTERVENE,1,117,99,117,1,117,0,1,0,INTERVENE,66,117,33,117,36,117,0.22,1,22,INTERVENE,33,0.33,1,33,WATCH,.,.,52,43
West Philadelphia High School,102,1020,HS,High School,4901 Chestnut St.,Philadelphia,PA,19139,215-400-7900,215-400-7901,District,Turnaround,478,philasd.org/wphs,'9-12',Neighborhood,HS-1,Turnaround,Acceleration,,8,7.91,96.5,INTERVENE,17th out of 23,77th out of 83,0,0,28.5,INTERVENE,19th out of 19,77th out of 77,18,6.72,38,INTERVENE,10th out of 23,67th out of 83,4,0.78,20,INTERVENE,22nd out of 23,82nd out of 83,4,0.42,10,INTERVENE,19th out of 22,78th out of 81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,209,0,8,0,INTERVENE,2,63,0,209,0,1.5,0,INTERVENE,7,124,0,8,0,INTERVENE,0,124,0,1.5,0,INTERVENE,11,122,0,8,0,INTERVENE,0,122,0,1.5,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,2.34,6.5,36,WATCH,-1.17,0,6.5,0,INTERVENE,-3.5,0,6.5,0,INTERVENE,78,227,2.01,8,25,WATCH,33,79,0,6,0,INTERVENE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.63,1.5,1.5,100,MODEL,0.74,0.87,1.5,58,REINFORCE,-1.18,0,1.5,0,INTERVENE,14,556,0,8,0,INTERVENE,19,556,13,556,14,556,40,556,74,466,0,6,0,INTERVENE,96,556,0.28,0.5,57,REINFORCE,76,556,0.49,2.5,20,INTERVENE,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,8,0,1,0,INTERVENE,66,105,0,4.5,0,INTERVENE,25,80,0,1.5,0,INTERVENE,8,72,0,1,0,INTERVENE,32,72,60,72,4,72,0,1,0,INTERVENE,71,72,25,72,46,72,0.42,1,42,WATCH,0,0,1,0,INTERVENE,.,.,49,0
Paul Robeson High School for Human Services,105,1050,HS,High School,4125 Ludlow St.,Philadelphia,PA,19104,215-400-7780,215-400-7781,District,N/A,299,philasd.org/robeson,'9-12',Citywide,HS-2,Network 2,Network 1,,44,39.71,90.5,WATCH,6th out of 17,32nd out of 83,3,0.85,28.5,INTERVENE,11th out of 17,52nd out of 77,65,20.91,32,REINFORCE,7th out of 17,19th out of 83,62,12.46,20,REINFORCE,6th out of 17,41st out of 83,55,5.5,10,REINFORCE,1st out of 16,22nd out of 81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,211,0,8,0,INTERVENE,7,70,0,211,0,1.5,0,INTERVENE,11,217,0,8,0,INTERVENE,0,217,0,1.5,0,INTERVENE,28,144,0.85,8,11,INTERVENE,0,144,0,1.5,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4.33,6.5,67,REINFORCE,0.19,2.58,6.5,40,WATCH,1.7,5.85,6.5,90,MODEL,87,186,4.56,8,57,REINFORCE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.4,1.5,1.5,100,MODEL,1.73,1.37,1.5,91,MODEL,0.45,0.73,1.5,48,WATCH,35,328,2.36,8,30,WATCH,40,328,13,328,8,328,4,328,93,289,6,6,100,MODEL,100,328,0.49,0.5,97,MODEL,95,328,2.07,2.5,83,MODEL,64,0.64,1,64,REINFORCE,82,0.82,1,82,MODEL,13,0.08,1,8,INTERVENE,95,83,3.63,4.5,81,MODEL,44,80,0.51,1.5,34,WATCH,1,75,0,1,0,INTERVENE,17,75,81,75,1,75,0,1,0,INTERVENE,89,75,9,75,73,75,0.97,1,97,MODEL,39,0.39,1,39,WATCH,.,.,68,53
William L. Sayre High School,110,1100,HS,High School,5800 Walnut St.,Philadelphia,PA,19139,215-400-7800,215-400-7801,District,N/A,425,philasd.org/sayre,'9-12',Neighborhood,HS-1,Network 2,Network 13,,8,7.62,96.5,INTERVENE,18th out of 23,78th out of 83,0,0,28.5,INTERVENE,19th out of 19,77th out of 77,16,5.92,38,INTERVENE,12th out of 23,69th out of 83,8,1.54,20,INTERVENE,20th out of 23,80th out of 83,2,0.16,10,INTERVENE,22nd out of 22,81st out of 81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,164,0,8,0,INTERVENE,5,66,0,164,0,1.5,0,INTERVENE,5,99,0,8,0,INTERVENE,0,99,0,1.5,0,INTERVENE,10,86,0,8,0,INTERVENE,0,86,0,1.5,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-3.71,0,6.5,0,INTERVENE,-2.08,0,6.5,0,INTERVENE,-2.3,0,6.5,0,INTERVENE,75,170,1.41,8,18,INTERVENE,65,51,2.97,6,49,WATCH,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.29,0.65,1.5,43,WATCH,0.8,0.9,1.5,60,REINFORCE,-1.17,0,1.5,0,INTERVENE,14,536,0,8,0,INTERVENE,15,536,11,536,11,536,49,536,67,382,0,6,0,INTERVENE,100,536,0.5,0.5,100,MODEL,82,536,1.04,2.5,42,WATCH,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,8,0,1,0,INTERVENE,49,136,0,4.5,0,INTERVENE,25,76,0,1.5,0,INTERVENE,0,79,0,1,0,INTERVENE,14,79,86,79,0,79,0,1,0,INTERVENE,68,79,32,79,33,79,0.16,1,16,INTERVENE,0,0,1,0,INTERVENE,.,.,71,0
William T. Tilden School,113,1130,MS,Middle School,6601 Elmwood Ave.,Philadelphia,PA,19142,215-400-8170,215-400-8171,District,School Redesign Initiative,381,philasd.org/tilden,'5-8',Neighborhood,MS-1,Network 1,Network 10,,36,35.16,97,WATCH,7th out of 10,23rd out of 33,2,0.64,30,INTERVENE,6th out of 10,28th out of 33,66,24.56,37,REINFORCE,6th out of 10,18th out of 33,33,9.97,30,WATCH,7th out of 10,29th out of 33,.,.,.,.,,,.,.,.,.,.,.,18,304,0,10,0,INTERVENE,.,.,.,.,17,35,20,101,22,86,12,82,2,304,0.18,2,9,INTERVENE,5,299,0,10,0,INTERVENE,.,.,.,.,3,36,7,96,6,83,2,84,2,299,0.13,2,7,INTERVENE,5,82,0,4,0,INTERVENE,.,.,5,82,0,82,0,0.5,0,INTERVENE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,70,0.32,1.5,21,INTERVENE,1.02,8.08,12,67,REINFORCE,1.18,8.72,12,73,REINFORCE,.,.,.,.,.,0.55,2.58,5,52,REINFORCE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.19,2.92,4,73,REINFORCE,0.69,2.25,4,56,REINFORCE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,474,7.2,12,60,REINFORCE,21,474,10,474,5,474,10,474,74,354,0,10,0,INTERVENE,100,474,1,1,100,MODEL,80,474,1.3,4,33,WATCH,47,0.47,1,47,WATCH,0,0,1,0,INTERVENE,6,0,1,0,INTERVENE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,47
Motivation High School,119,1190,HS,High School,5900 Baltimore Ave.,Philadelphia,PA,19143,215-400-7930,215-400-7931,District,N/A,411,philasd.org/motivationhs,'9-12',Special Admit,HS-2,Autonomy,Network 1,,30,27.28,92,WATCH,10th out of 17,50th out of 83,3,0.99,30,INTERVENE,10th out of 17,51st out of 77,23,7.2,32,INTERVENE,13th out of 17,56th out of 83,82,16.39,20,MODEL,1st out of 17,16th out of 83,27,2.7,10,WATCH,13th out of 16,55th out of 81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,241,0,8,0,INTERVENE,10,82,2,241,0.1,1.5,7,INTERVENE,4,216,0,8,0,INTERVENE,1,216,0.06,1.5,4,INTERVENE,13,138,0,8,0,INTERVENE,1,138,0.04,1.5,3,INTERVENE,10,39,0.79,1.5,53,REINFORCE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-4.31,0,6.5,0,INTERVENE,-6.19,0,6.5,0,INTERVENE,-8.69,0,6.5,0,INTERVENE,93,264,6.18,8,77,MODEL,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.29,0.36,1.5,24,INTERVENE,0.33,0.67,1.5,44,WATCH,-3.26,0,1.5,0,INTERVENE,68,434,7.6,8,95,MODEL,21,434,5,434,3,434,3,434,86,385,6,6,100,MODEL,100,434,0.5,0.5,100,MODEL,97,434,2.29,2.5,92,MODEL,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,9,0,1,0,INTERVENE,83,98,1.38,4.5,31,WATCH,48,83,0.63,1.5,42,WATCH,1,84,0,1,0,INTERVENE,80,84,19,84,2,84,0,1,0,INTERVENE,90,84,7,84,60,84,0.69,1,69,REINFORCE,0,0,1,0,INTERVENE,.,.,54,0
John Barry School,120,1200,K8,K8 School,5900 Race St.,Philadelphia,PA,19139,215-400-7640,215-400-7641,District,Turnaround,639,philasd.org/barry,'K-8',Neighborhood,K8-2,Turnaround,Acceleration,,36,34.46,95.5,WATCH,10th out of 27,94th out of 147,7,1.95,28.5,INTERVENE,11th out of 27,111st out of 147,79,29.16,37,MODEL,8th out of 27,44th out of 146,11,3.35,30,INTERVENE,22nd out of 27,135th out of 147,.,.,.,.,,,53,229,1.67,3,56,REINFORCE,15,311,0,9,0,INTERVENE,16,57,19,64,20,54,9,43,16,50,7,43,2,311,0.13,2,6,INTERVENE,7,323,0,9,0,INTERVENE,8,60,10,69,7,57,5,42,4,53,2,42,2,323,0.15,2,7,INTERVENE,15,107,0,3,0,INTERVENE,23,65,2,42,0,107,0,0.5,0,INTERVENE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,5.49,12,12,100,MODEL,1.61,10.44,12,87,MODEL,-1.7,0,2.5,0,INTERVENE,-0.66,0.28,2.5,11,INTERVENE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.69,3.59,4,90,MODEL,1.14,2.85,4,71,REINFORCE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,759,0,12,0,INTERVENE,27,759,16,759,10,759,19,759,69,616,0,10,0,INTERVENE,100,759,1,1,100,MODEL,86,759,1.13,4,28,WATCH,50,0.5,1,50,REINFORCE,72,0.72,1,72,REINFORCE,10,0,1,0,INTERVENE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,50
William C. Bryant School,123,1230,K8,K8 School,6001 Cedar Ave.,Philadelphia,PA,19143,215-400-7910,215-400-7911,District,Turnaround,406,philasd.org/bryant,'K-8',Neighborhood,K8-2,Turnaround,Acceleration,,26,25.13,95.5,WATCH,19th out of 27,127th out of 147,8,2.16,28.5,INTERVENE,10th out of 27,108th out of 147,41,15.33,37,WATCH,20th out of 27,101st out of 146,25,7.64,30,WATCH,11th out of 27,115th out of 147,.,.,.,.,,,53,117,1.68,3,56,REINFORCE,21,187,0.1,9,1,INTERVENE,25,40,18,39,25,36,11,27,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,2,187,0.17,2,9,INTERVENE,6,190,0,9,0,INTERVENE,10,40,0,41,13,40,0,26,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,1,190,0.04,2,2,INTERVENE,25,61,0.17,3,6,INTERVENE,35,37,Insufficient Sample,Insufficient Sample,0,61,0,0.5,0,INTERVENE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,0.28,5.12,12,43,WATCH,0.2,4.8,12,40,WATCH,-1.61,0,2.5,0,INTERVENE,-0.86,0.12,2.5,5,INTERVENE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.3,4,4,100,MODEL,-0.03,1.29,4,32,WATCH,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,478,1.76,12,15,INTERVENE,24,478,19,478,11,478,10,478,76,388,0.39,10,4,INTERVENE,100,478,1,1,100,MODEL,93,478,2.66,4,67,REINFORCE,50,0.5,1,50,REINFORCE,74,0.74,1,74,REINFORCE,33,0.59,1,59,REINFORCE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,55
